aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
92932,Confirmatory,Inhibitory activity against Ionotropic glutamate receptor AMPA activation,"Title: Synthesis and potent anticonvulsant activities of 4-oxo-imidazo[1,2-a]inden._||_Abstract: The over-stimulation of excitatory amino acid receptors such as the glutamate AMPA receptor has been suggested to be associated with neurodegenerative disorders. Here we describe an original series of readily water soluble 4-oxo-imidazo[1,2-a] indeno[1,2-e]pyrazin-8- and -9-carboxylic (acetic) acid derivatives. One of these compounds, 4f, exhibited nanomolar binding affinity, potent competitive antagonism at the ionotropic AMPA receptor and a long duration of anticonvulsant activity after administration by parenteral route in vivo.",43,ChEMBL,CHEMBL700575,20180929,10358936,103195018,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,11133083,0,NULL,P42261|P42262|P42263|P48058,NULL,NULL,,NULL
92934,Literature-derived,Percentage binding at high-affinity AMPA receptor sites.,"Title: Novel class of amino acid antagonists at non-N-methyl-D-aspartic acid excitatory amino acid receptors. Synthesis, in vitro and in vivo pharmacology, and neuroprotection._||_Abstract: The isoxazole amino acid 2-amino-3-(3-hydroxy-5-methylisoxazol-4-yl) propionic acid (AMPA) (1), which is a highly selective agonist at the AMPA subtype of excitatory amino acid (EAA) receptors, has been used as a lead for the development of two novel EAA receptor antagonists. One of the compounds, 2-amino-3-[3-(carboxymethoxy)-5-methylisoxazol-4-yl]propionic acid (AMOA, 7), was synthesized via O-alkylation by ethyl chloroacetate of the amino acid protected AMPA derivative 4. The other compound, 2-amino-3-[2-(3-hydroxy-5-methylisoxazol-4-yl)-methyl-5-methyl-3-+ ++oxoisoxazolin -4-yl]propionic acid (AMNH, 14) was synthesized with use of 4-(chloromethyl)-3-methoxy-5-methylisoxazole (8) as the starting material. The intermediate 4-(chloromethyl)-2-(3-methoxy-5-methylisoxazol-4-yl)methyl-5-me thylisoxazolin- 3-one (11) was converted into the acetamidomalonate (12), which was stepwise deprotected to give 14. Compounds 7 and 14 were stable in aqueous solution at pH values close to physiological pH. Neither 7 nor 14 showed detectable affinities for the receptor, ion channel, or modulatory sites of the N-methyl-D-aspartic acid (NMDA) receptor complex. Quantitative receptor autoradiographic and conventional binding techniques were used to study the affinities of 7 and 14 for non-NMDA receptor sites. Both compounds were inhibitors of the binding of [3H]AMPA (IC50 = 90 and 29 microM, respectively). Compounds 14 and 7 were both very weak inhibitors of the high-affinity binding of radioactive kainic acid [( 3H]KAIN). Compound 14, but not 7, was, however, shown to be an inhibitor of low-affinity [3H]KAIN binding (IC50 = 40 microM) as determined in the presence of 100 mM calcium chloride. In the rat cortical slice preparation, 7 was shown to antagonize excitation induced by 1 with some selectivity, whereas 14 proved to be a rather selective antagonist of KAIN-induced excitation. Both antagonists showed very weak effects on the excitatory effects of NMDA. Compound 7 was a poor antagonist of excitation by quisqualic acid (2), whereas 14 did not affect excitation by this nonselective AMPA receptor agonist. On cat spinal neurones, both 7 and 14 reduced excitations by 1 and KAIN, but, again, the excitatory effects of 2 were much less sensitive. Compound 14 and, in particular, 7 effectively protected rat striatal neurones against the neurotoxic effects of KAIN, whereas the toxic effects of 1 were reduced only by 7. Neither antagonist showed protection against the cell damage caused by intrastriatal injection of the NMDA agonist quinolinic acid.(ABSTRACT TRUNCATED AT 400 WORDS)",43,ChEMBL,CHEMBL700577,20181013,1221|125406|125407,103174429|103223955|103759912,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,1825114,0,NULL,P42261|P42262|P42263|P48058,NULL,NULL,,NULL
92948,Confirmatory,"Electrophysiological data on Xenopus oocytes, expressing homomeric Ionotropic glutamate receptor AMPA 1 (GluR1o)","Title: (S)-2-Amino-3-(3-hydroxy-7,8-dihydro-6H-cyclohepta[d]isoxazol-4-yl)propionic acid, a potent and selective agonist at the GluR5 subtype of ionotropic glutamate receptors. Synthesis, modeling, and molecular pharmacology._||_Abstract: We have previously described (RS)-2-amino-3-(3-hydroxy-7,8-dihydro-6H-cyclohepta[d]isoxazol-4-yl)propionic acid (4-AHCP) as a highly effective agonist at non-N-methyl-d-aspartate (non-NMDA) glutamate (Glu) receptors in vivo, which is more potent than (RS)-2-amino-3-(3-hydroxy-5-methylisoxazol-4-yl)propionic acid (AMPA) but inactive at NMDA receptors. However, 4-AHCP was found to be much weaker than AMPA as an inhibitor of [(3)H]AMPA binding and to have limited effect in a [(3)H]kainic acid binding assay using rat cortical membranes. To shed light on the mechanism(s) underlying this quite enigmatic pharmacological profile of 4-AHCP, we have now developed a synthesis of (S)-4-AHCP (6) and (R)-4-AHCP (7). At cloned metabotropic Glu receptors mGluR1alpha (group I), mGluR2 (group II), and mGluR4a (group III), neither 6 nor 7 showed significant agonist or antagonist effects. The stereoisomer 6, but not 7, activated cloned AMPA receptor subunits GluR1o, GluR3o, and GluR4o with EC(50) values in the range 4.5-15 microM and the coexpressed kainate-preferring subunits GluR6 + KA2 (EC(50) = 6.4 microM). Compound 6, but not 7, proved to be a very potent agonist (EC(50) = 0.13 microM) at the kainate-preferring GluR5 subunit, equipotent with (S)-2-amino-3-(5-tert-butyl-3-hydroxyisothiazol-4-yl)propionic acid [(S)-Thio-ATPA, 4] and almost 4 times more potent than (S)-2-amino-3-(5-tert-butyl-3-hydroxyisoxazol-4-yl)propionic acid [(S)-ATPA, 3]. Compound 6 thus represents a new structural class of GluR5 agonists. Molecular modeling and docking to a crystal structure of the extracellular binding domain of the AMPA subunit GluR2 has enabled identification of the probable active conformation and binding mode of 6. We are able to rationalize the observed selectivities by comparing the docking of 4 and 6 to subtype constructs, i.e., a crystal structure of the extracellular binding domain of GluR2 and a homology model of GluR5.",43,ChEMBL,CHEMBL884410,20181017,447407|5288598|5289518,103199065|103199750|103199751,2890,NULL,P42261,Curation Efforts|Research and Development,12672235,0,NULL,P42261,8355,129148,,NULL
92950,Confirmatory,Ability to displace binding of [3H]AMPA to recombinant human Ionotropic glutamate receptor AMPA 1,"Title: Ethyl (3S,4aR,6S,8aR)-6-(4-ethoxycar- bonylimidazol-1-ylmethyl)decahydroiso-quinoline-3-carboxylic ester: a prodrug of a GluR5 kainate receptor antagonist active in two animal models of acute migraine._||_Abstract: Amino diacid 3, a highly selective competitive GluR5 kainate receptor antagonist, exhibited high GluR5 receptor affinity and selectivity over other glutamate receptors. Its diethyl ester prodrug 4 was orally active in two models of migraine: the neurogenic dural plasma protein extravasation model and the nucleus caudalis c-fos expression model. These data suggest that a GluR5 kainate receptor antagonist might be an efficacious antimigraine therapy with a novel mechanism of action.",43,ChEMBL,CHEMBL701239,20181017,127894|3272524|45262167,103177343|103509729|103673653,2890,NULL,P42261,Curation Efforts|Research and Development,12238915,0,NULL,P42261,NULL,NULL,,NULL
92952,Confirmatory,Binding affinity of compound was determined against Ionotropic glutamate receptor AMPA 1 using cell membranes prepared from HEK293 cells,"Title: 4-Alkylidenyl glutamic acids, potent and selective GluR5 agonists._||_Abstract: Twenty-four 4-alkylidene glutamic acids were synthesised and tested as potential subtype selective GluR5 and 6 ligands. It was found that a critical size of alkylidene group gave potent and selective GluR5 receptor agonists. LY339624 had Kis of 0.0326 and >100 microM on GluR5 and 6 receptors, respectively.",43,ChEMBL,CHEMBL701240,20180929,10255|33032|6324635|10219992|10330442|10398361|11820131,103174497|103236768|103236802|103236966|103237324|103237447|103699331,2890,NULL,P42261,Curation Efforts|Research and Development,10969973,0,NULL,P42261,NULL,45,,NULL
163312,Literature-derived,Inhibition of [3H]-AMPA binding to Quisqualate receptor of central nervous system,"Title: Phosphinic acid analogues of GABA. 2. Selective, orally active GABAB antagonists._||_Abstract: In 1987, 25 years after the synthesis of the potent and selective GABAB agonist baclofen (1), Kerr et al. described the first GABAB antagonist phaclofen 2. However, phaclofen and structurally similar derivatives 3-5 did not cross the blood-brain barrier and hence were inactive in vivo as central nervous system agents. As a consequence, the therapeutic potential of GABAB antagonists remained unclear. In exploring GABA and baclofen derivatives by replacing the carboxylic acid residue with various phosphinic acid groups, we discovered more potent and water soluble GABAB antagonists. Electrophysiological experiments in vivo demonstrated that some of the new compounds were capable of penetrating the blood-brain barrier after oral administration. Neurotransmitter release experiments showed that they interacted with several presynaptic GABAB receptor subtypes, enhancing the release of GABA, glutamate, aspartate, and somatostatin. The new GABAB antagonists interacted also with postsynaptic GABAB receptors, as they blocked late inhibitory postsynaptic potentials. They facilitated the induction of long-term potentiation in vitro and in vivo, suggesting potential cognition enhancing effects. Fifteen compounds were investigated in various memory and learning paradigms in rodents. Although several compounds were found to be active, only 10 reversed the age-related deficits of old rats in a multiple-trial one-way active avoidance test after chronic treatment. The cognition facilitating effects of 10 were confirmed in learning experiments in Rhesus monkeys. The novel GABAB antagonists showed also protective effects in various animal models of absence epilepsy.",43,ChEMBL,CHEMBL764780,20181014,130021,103335975,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,7650685,0,NULL,P42261|P42262|P42263|P48058,NULL,NULL,,NULL
163314,Literature-derived,Percent decrease in Quisqualate receptor binding using AMPA,"Title: 7-Methyl-6,7,8,9,14,15-hexahydro-5H-benz[d]indolo[2,3-g]azecine: a new heterocyclic system and a new lead compound for dopamine receptor antagonists._||_Abstract: Partially hydrogenated derivatives of the new heterocyclic ring systems benz[d]indolo[2,3-g]azecine and bisindolo[3,2-d][2, 3-g]azecine were synthesized starting from lactones and amines via the described synthetic methods. In binding assays with rat striatal receptors, 7-methyl-6,7,8,9,14,15-hexahydro-5H-benz[d]indolo[2, 3-g]azecine (LE 300) proved to be of high affinity for the D(1) binding site (K(i) = 0.08 nmol for displacement of [(3)H]SCH23390), being superior in this assay to standards such as butaclamol and SCH23390. This compound was characterized as a dopamine antagonist by conditioned avoidance response test with mice. Thus, LE 300 represents the lead of a new class of dopamine antagonists for future investigations.",43,ChEMBL,CHEMBL766505,20181016,4350931|10807793|10830233,103256506|103256967|103257139,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,10821720,0,NULL,P42261|P42262|P42263|P48058,NULL,NULL,,NULL
255256,Confirmatory,Percent inhibition against AMPA receptor at 1 uM,"Title: 2-n-Butyl-9-methyl-8-[1,2,3]triazol-2-yl-9H-purin-6-ylamine and analogues as A2A adenosine receptor antagonists. Design, synthesis, and pharmacological characterization._||_Abstract: Two types of adenosine receptor ligands were designed, i.e., 9H-purine and 1H-imidazo[4,5-c]pyridines, to obtain selective A(2A) antagonists, and we report here their synthesis and binding affinities for the four adenosine receptor subtypes A(1), A(2A), A(2B) and A(3). The design was carried out on the basis of the molecular modeling of a number of potent adenosine receptor antagonists described in the literature. Three compounds (25b-d) showed an interesting affinity and selectivity for the A(2A) subtype. One of them, i.e., ST1535 (2-n-butyl-9-methyl-8-[1,2,3]triazol-2-yl-9H-purin-6-ylamine, 25b) (K(i) A(2A) = 6.6 nM, K(i) A(1)/A(2A) = 12; K(i) A(2B)/A(2A) = 58; K(i) A(3)/A(2A) > 160), was selected for in vivo study and shown to induce a dose-related increase in locomotor activity, suggestive of an A(2A) antagonist type of activity.",43,ChEMBL,CHEMBL881876,20200703,33032|68736|9814428|9860294,103213975|103470699|103470702|103699331,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,16250647,0,NULL,P42261|P42262|P42263|P48058,9606,NULL,,NULL
258850,Literature-derived,Inhibition of AMPA receptor at 100 nM,"Title: 1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity._||_Abstract: Serotonin 5-HT(2) receptor agonists have been identified as a potential new class of agents for the treatment of ocular hypertension and glaucoma. The initially reported tryptamine analogues displayed either poor solution stability, potent central nervous system activity, or both of these undesirable characteristics and were unacceptable for clinical evaluation. A series of 1-(2-aminopropyl)-1H-indazole analogues was synthesized and evaluated for their suitability for consideration as clinical candidates. 1-((S)-2-Aminopropyl)-1H-indazol-6-ol (9) was identified as a peripherally acting potent 5-HT(2) receptor agonist (EC(50) = 42.7 nM, E(max) = 89%) with high selectivity for the 5-HT(2) receptors relative to other serotonergic receptor subtypes and other families of receptors and has significantly greater solution stability than alpha-methyl-5-hydroxytryptamine. Additionally, 9 potently lowers intraocular pressure in conscious ocular hypertensive monkeys (-13 mmHg, 33%); this reduction appears to be through a local rather than a centrally mediated effect. Compound 9 appears to be an excellent 5-HT(2) receptor agonist for conducting further studies directed toward a clinical proof-of-concept study for this class of ocular hypotensive agents.",43,ChEMBL,CHEMBL852991,20181020,135453290,103476625,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,16392816,0,NULL,P42261|P42262|P42263|P48058,NULL,NULL,,NULL
259248,Confirmatory,Binding affinity to AMPA receptor,"Title: Synthesis and in vivo validation of [O-methyl-11C]2-{4-[4-(7-methoxynaphthalen-1-yl)piperazin- 1-yl]butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione: a novel 5-HT1A receptor agonist positron emission tomography ligand._||_Abstract: Antagonist 5-HT(1A) PET ligands are available, but an agonist ligand would give more information about signal transduction capacity. Synthesis and in vivo evaluation of [O-methyl-(11)C]2-{4-[4-(7-methoxynaphthalen-1-yl)piperazin-1-yl]butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione (10), a potential high affinity (K(i) = 1.36 nM) 5-HT(1A) agonist PET tracer is described. Piperazine 10 is a 5-HT(1A) agonist with an EC(50) comparable to serotonin, based on cAMP formation and GTP(gamma)S binding assays. Radiosynthesis of [(11)C]10 has been achieved by reacting 2-{4-[4-(7-hydroxynaphthalen-1-yl)piperazin-1-yl]butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione (9) and [(11)C]CH(3)OTf in 25 +/- 5% (n = 15) yield at the end of synthesis (EOS). The chemical and radiochemical purities of [(11)C]10 were >99% with a specific activity 1500 +/- 300 Ci/mmol (n =15). PET studies in anesthetized baboon demonstrate [(11)C]10 specific binding in brain regions rich in 5-HT(1A) receptors. Binding of [(11)C]10 was blocked by WAY100635 and 8-OH-DPAT. The regional brain volumes of distribution (V(T)) of [(11)C]10 in baboon correlate with [(11)C]WAY100635 V(T) in baboons. These data provide evidence that [(11)C]10 is the first promising agonist PET tracer for the 5-HT(1A) receptors.",43,ChEMBL,CHEMBL868775,20181020,11676174,103476105,2890|2891|2892|2893,NULL,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,16392798,0,NULL,P42261|P42262|P42263|P48058,NULL,NULL,,NULL
