aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
61061,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at Dopamine receptor D2 in porcine anterior pituitary gland as high affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL672779,20181012,6005|128965|15627829|15627832,103167211|103183844|103183879|103183882,1813,NULL,P14416,Curation Efforts|Research and Development,2524592,0,NULL,P14416,9823,NULL,,NULL
61062,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at Dopamine receptor D2 in porcine anterior pituitary gland as low affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL669939,20181012,6005|15627829|15627832,103167211|103183844|103183882,1813,NULL,P14416,Curation Efforts|Research and Development,2524592,0,NULL,P14416,9823,NULL,,NULL
61063,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at dopamine receptor in porcine anterior pituitary gland as high affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL669940,20181012,128965,103183879,1813,NULL,P14416,Curation Efforts|Research and Development,2524592,0,NULL,P14416,9823,NULL,,NULL
61064,Confirmatory,The compound was evaluated for the binding affinity towards Dopamine receptor D2 at high affinity state,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669941,20181013,147514,103672854,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61065,Confirmatory,The compound was evaluated for the binding affinity towards Dopamine receptor D2 at high affinity state.,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669942,20181013,9909521|13051898|45261596,103672878|103672882|103677502,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61066,Confirmatory,The compound was evaluated for the binding affinity towards Dopamine receptor D2 at low affinity state,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669943,20181013,147514|9909521,103672854|103672878,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61067,Confirmatory,The compound was evaluated for the binding affinity towards Dopamine receptor D2 at low affinity state.,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669944,20181013,13051898,103677502,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61068,Confirmatory,The compound was evaluated for the binding affinity towards dopamine receptor D2 at high affinity state.,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669945,20181013,11957706|13697622|20347738|45261538,103671730|103671776|103672793|103672806,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61069,Confirmatory,The compound was evaluated for the binding affinity towards dopamine receptor D2 at low affinity state.,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669946,20181013,11957706|13697622|20347738|45261538,103671730|103671776|103672793|103672806,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61070,Confirmatory,The compound was evaluated for the binding affinity towards dopamine receptor D2 at high affinity state.,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL872494,20181013,45260733,103671751,1813,NULL,P14416,Curation Efforts|Research and Development,1684995,0,NULL,P14416,9823,NULL,,NULL
61071,Confirmatory,Dopamine receptor D2 agonist activity was determined for inhibition of release of NE in an isolated perfused rabbit ear artery preparation,"Title: Dopamine agonists related to 3-allyl-6-chloro-2,3,4,5-tetrahydro-1-(4-hydroxyphenyl)-1H-3-benzaz epi ne-7, 8-diol. 6-Position modifications._||_Abstract: The N-allyl derivative (SK&F 85174) of 6-chloro-2,3,4,5-tetrahydro-1-(4-hydroxyphenyl)-1H-3-benzazepine-7,8-diol (SK&F 82526) retains the DA-1 agonist potency of the latter compound but unlike the parent also shows substantial DA-2 agonist activity. In a previous study of N-substituted benzazepines these combined agonist effects were shown to be uniquely associated with the N-allyl group. A continuation of this research has examined dependency of combined DA-2/DA-1 agonist activities on 6-position modification with the specific objective of developing an agonist with maximum effectiveness and potency at the DA-2 receptor subtype. DA-2 agonist activity was measured in a rabbit ear artery assay, and DA-1 agonist activity was determined in an adenylate cyclase assay. Replacing chloro with bromo retains the activity pattern and the potency of the chloro compound; replacement with a hydrogen causes a decrease of both DA-1 and DA-2 receptor activating potency. Introduction of a 6-methyl group causes loss of DA-2 agonist activity and reduction in DA-1 agonist potency. Substitution with a 6-fluoro provides the best balance of DA-2 and DA-1 agonist activities; this compound was moderately potent in both assays.",43,ChEMBL,CHEMBL879704,20181011,12790381,103362723,1813,NULL,P14416,Curation Efforts|Research and Development,3806602,0,NULL,P14416,9986,NULL,,NULL
