aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
143221,Confirmatory,Compound was evaluated to potentiate response to NMDA receptor,Compound was evaluated to potentiate response to NMDA receptor,43,ChEMBL,CHEMBL750513,20180908,637863,103319767,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,NULL,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143228,Confirmatory,Ability to inhibit MK-801 binding to NMDA receptor in the presence of 100 uM of spermidine was determined,"Title: Aromatic analogs of arcaine inhibit MK-801 binding to the NMDA receptor._||_Abstract: Aromatic analogs of arcaine were shown to have inhibitory effects on the binding of the channel blocking drug [3H]MK-801 to the NMDA receptor complex. The most potent compound of the series was an N,N'-bis(propyl)guanidinium which inhibited [3H]MK-801 binding with an IC50 of 0.58 microM and an IC50 of 12.17 microM upon addition of 100 microM spermidine. The increase in IC50 upon addition of spermidine suggests competitive antagonism between the inhibitor and spermidine at the arcaine-sensitive polyamine site of the NMDA receptor complex.",43,ChEMBL,CHEMBL746909,20180909,2227|49796529|49796530|49796531|49796532|49796534|49796535|49796538|49796539|49796541|49796550|49796552|49796554|49796556|49796559|49796563|49796565,103321883|103341609|103341610|103341620|103341622|103341623|103341641|103342084|103342092|103342113|103342255|103342256|103342258|103342287|103342338|103342438|103342503,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,9934452,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143229,Confirmatory,Ability to inhibit MK-801 binding to the NMDA receptor was determined,"Title: Aromatic analogs of arcaine inhibit MK-801 binding to the NMDA receptor._||_Abstract: Aromatic analogs of arcaine were shown to have inhibitory effects on the binding of the channel blocking drug [3H]MK-801 to the NMDA receptor complex. The most potent compound of the series was an N,N'-bis(propyl)guanidinium which inhibited [3H]MK-801 binding with an IC50 of 0.58 microM and an IC50 of 12.17 microM upon addition of 100 microM spermidine. The increase in IC50 upon addition of spermidine suggests competitive antagonism between the inhibitor and spermidine at the arcaine-sensitive polyamine site of the NMDA receptor complex.",43,ChEMBL,CHEMBL747059,20180909,2227|49796529|49796530|49796531|49796532|49796534|49796535|49796538|49796539|49796541|49796550|49796552|49796554|49796556|49796559|49796563|49796565,103321883|103341609|103341610|103341620|103341622|103341623|103341641|103342084|103342092|103342113|103342255|103342256|103342258|103342287|103342338|103342438|103342503,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,9934452,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143443,Confirmatory,Inhibition of [3H]DCKA binding to N-methyl-D-aspartate glutamate receptor,"Title: CoMFA and homology-based models of the glycine binding site of N-methyl-d-aspartate receptor._||_Abstract: Homology modeling was used to build 3D models of the N-methyl-d-aspartate (NMDA) receptor glycine binding site on the basis of an X-ray structure of the water-soluble AMPA-sensitive receptor. The docking of agonists and antagonists to these models was used to reveal binding modes of ligands and to explain known structure-activity relationships. Two types of quantitative models, 3D-QSAR/CoMFA and a regression model based on docking energies, were built for antagonists (derivatives of 4-hydroxy-2-quinolone, quinoxaline-2,3-dione, and related compounds). The CoMFA steric and electrostatic maps were superimposed on the homology-based model, and a close correspondence was marked. The derived computational models have permitted the evaluation of the structural features crucial for high glycine binding site affinity and are important for the design of new ligands.",43,ChEMBL,CHEMBL752467,20181017,1845|27491|81143|247670|613780|650260|655777|5486198|9816093|9816526|10040420|10106426|10263627|10512659|10514172|10561180|10594610|10609584|10611559|10632607|10638058|10638963|10682422|10683434|10705621|10707059|10707115|10726784|10751444|10774166|10822409|10823051|10823505|10824301|10845927|10849325|10849759|10851503|11747939|20666336|21189968|44288293|44288318|54676387|54680162|54680399|54684412|54686710|54696077|54696453|54697760|54698129|54703399|54704589|54705784|54708009|54713079|54730140|54730141|54730142|54730143|54730144|54730145|54730146|54730147|54730148|54730149|54730150|54730151|54730152|54730153|54730154|54730155|54730156|135410326|135411159|135429834|135433790|135439447|135439450|135460773|135490640|135522010|135522020|135528327|135881802,103189322|103189372|103189373|103189412|103189573|103220120|103220123|103220198|103220199|103220200|103220473|103220477|103220526|103220570|103220571|103220573|103220592|103220607|103220608|103220628|103220689|103220720|103220721|103220727|103220728|103220731|103220732|103220749|103220759|103220760|103220775|103220776|103220781|103220813|103220815|103220816|103220850|103220897|103220925|103220958|103220961|103220994|103220995|103220996|103221039|103221040|103221052|103221053|103221054|103221055|103221087|103221088|103221089|103221097|103221104|103221105|103221128|103221151|103221183|103221204|103221205|103221206|103221211|103221226|103221245|103221246|103221266|103221276|103221280|103221287|103221288|103221298|103221299|103221314|103221327|103221328|103221329|103221350|103221351|103221364|103221365|103221454|103221455|103221828|103221829|103221920,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,12699379,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143444,Confirmatory,Compound was tested for inhibition of [3H]DCKA binding to N-methyl-D-aspartate glutamate receptor,"Title: CoMFA and homology-based models of the glycine binding site of N-methyl-d-aspartate receptor._||_Abstract: Homology modeling was used to build 3D models of the N-methyl-d-aspartate (NMDA) receptor glycine binding site on the basis of an X-ray structure of the water-soluble AMPA-sensitive receptor. The docking of agonists and antagonists to these models was used to reveal binding modes of ligands and to explain known structure-activity relationships. Two types of quantitative models, 3D-QSAR/CoMFA and a regression model based on docking energies, were built for antagonists (derivatives of 4-hydroxy-2-quinolone, quinoxaline-2,3-dione, and related compounds). The CoMFA steric and electrostatic maps were superimposed on the homology-based model, and a close correspondence was marked. The derived computational models have permitted the evaluation of the structural features crucial for high glycine binding site affinity and are important for the design of new ligands.",43,ChEMBL,CHEMBL752468,20181017,1845|27491|81143|247670|613780|650260|655777|5486198|9816093|9816526|10040420|10106426|10263627|10512659|10514172|10561180|10594610|10609584|10611559|10632607|10638058|10638963|10682422|10683434|10705621|10707059|10707115|10726784|10751444|10774166|10822409|10823051|10823505|10824301|10845927|10849325|10849759|10851503|11747939|20666336|21189968|44288293|44288318|54676387|54680162|54680399|54684412|54686710|54696077|54696453|54697760|54698129|54703399|54704589|54705784|54708009|54713079|54730140|54730141|54730142|54730143|54730144|54730145|54730146|54730147|54730148|54730149|54730150|54730151|54730152|54730153|54730154|54730155|54730156|135410326|135411159|135429834|135433790|135439447|135439450|135460773|135490640|135522010|135522020|135528327|135881802,103189322|103189372|103189373|103189412|103189573|103220120|103220123|103220198|103220199|103220200|103220473|103220477|103220526|103220570|103220571|103220573|103220592|103220607|103220608|103220628|103220689|103220720|103220721|103220727|103220728|103220731|103220732|103220749|103220759|103220760|103220775|103220776|103220781|103220813|103220815|103220816|103220850|103220897|103220925|103220958|103220961|103220994|103220995|103220996|103221039|103221040|103221052|103221053|103221054|103221055|103221087|103221088|103221089|103221097|103221104|103221105|103221128|103221151|103221183|103221204|103221205|103221206|103221211|103221226|103221245|103221246|103221266|103221276|103221280|103221287|103221288|103221298|103221299|103221314|103221327|103221328|103221329|103221350|103221351|103221364|103221365|103221454|103221455|103221828|103221829|103221920,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,12699379,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143447,Literature-derived,Binding affinity (100 uM) against N-methyl-D-aspartate glutamate receptor using [3H]CPP binding was determined; No activity,"Title: (+)-4-phosphonophenylglycine (PPG) a new group III selective metabotropic glutamate receptor agonist._||_Abstract: A new synthesis of (R,S)-PPG (4-phosphonophenylglycine) and the separation of the protected enantiomers leading after deprotection to (+)- and (-)-PPG are described. Pharmacological characterization at the group III metabotropic glutamate receptors hmGluR4a and hmGluR7b revealed (+)-PPG as the active enantiomer.",43,ChEMBL,CHEMBL753077,20180909,4545574,103188541,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,10866390,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143448,Confirmatory,Compound has been evaluated for its binding affinity towards N-methyl-D-aspartate glutamate receptor by displacing the radioligand [3H]CGP-39653,"Title: Synthesis, radiolabelling and biological characterization of (D)-7-iodo-N-(1-phosphonoethyl)-5-aminomethylquinoxaline-2,3-dione, a glycine-binding site antagonist of NMDA receptors._||_Abstract: (D)-7-Iodo-N-(1-phosphonoethyl)-5-aminomethylquinoxaline-2,3 -dione (I-PAMQX), is a potent, in vivo active antagonist acting at the glycine binding site of the NMDA receptor complex. Radioiodinated [131I]I-PAMQX was prepared with good yields and high specific activity from its 7-bromo analogue. Biodistribution studies of [131I]I-PAMQX in mice showed a relatively slow clearance from the blood. The uptake of radioactivity was highest in the kidneys, moderate in the heart, lung, liver and bones, and low in the brain.",43,ChEMBL,CHEMBL753078,20180909,6604872|10048025,103290029|103419432,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,10636248,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143449,Confirmatory,Compound has been evaluated for its binding affinity towards N-methyl-D-aspartate glutamate receptor by displacing the radioligand [3H]MK-801,"Title: Synthesis, radiolabelling and biological characterization of (D)-7-iodo-N-(1-phosphonoethyl)-5-aminomethylquinoxaline-2,3-dione, a glycine-binding site antagonist of NMDA receptors._||_Abstract: (D)-7-Iodo-N-(1-phosphonoethyl)-5-aminomethylquinoxaline-2,3 -dione (I-PAMQX), is a potent, in vivo active antagonist acting at the glycine binding site of the NMDA receptor complex. Radioiodinated [131I]I-PAMQX was prepared with good yields and high specific activity from its 7-bromo analogue. Biodistribution studies of [131I]I-PAMQX in mice showed a relatively slow clearance from the blood. The uptake of radioactivity was highest in the kidneys, moderate in the heart, lung, liver and bones, and low in the brain.",43,ChEMBL,CHEMBL753079,20180909,6604872|10048025,103290029|103419432,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,10636248,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143450,Confirmatory,In vitro binding affinity against N-methyl-D-aspartate glutamate receptor using [3H]-CPG 39653 as radioligand,"Title: Heteroaryl analogues of AMPA. Synthesis and quantitative structure-activity relationships._||_Abstract: A number of 3-isoxazolol bioisosteres, 7a-i, of (S)-glutamic acid (Glu), in which the methyl group of (RS)-2-amino-3-(3-hydroxy-5-methylisoxazol-4-yl)propionic acid (AMPA, 1) was replaced by different 5-membered heterocyclic rings, were synthesized. Comparative in vitro pharmacological studies on this series of AMPA analogues were performed using receptor binding assays (IC50 values) and the electrophysiological rat cortical slice model (EC50 values). None of these compounds showed detectable affinity for the N-methyl-D-aspartic acid subtype of Glu receptors. Some of the compounds were weak inhibitors of [3H]kainic acid binding. The inhibitory effects on [3H]AMPA binding and agonist potencies at AMPA receptors of 7a-i were strictly dependent on the structure, electrostatic potential, and methyl substitution of the heterocyclic 5-substituent. Thus, while 7a (IC50 = 0.094 microM; EC50 = 2.3 microM) was approximately equipotent with AMPA (IC50 = 0.023 microM; EC50 = 5.4 microM), (RS)-2-amino-3-[3-hydroxy-5-(1H-imidazol-2-yl)isoxazol-4-yl]propio nic acid (7b) (IC50 = 48 microM; EC50 = 550 microM) was some 2 orders of magnitude weaker than AMPA, and (RS)-2-amino-3-[3-hydroxy-5-(1-methyl-1H-imidazol-2-yl)-isoxazol-4 -yl] propionic acid (7c) (IC50 > 100 microM; EC50 > 1000 microM) was inactive. Furthermore, (RS)-2-amino-3-[3-hydroxy-5-(2-methyl-2H-tetrazol-5-yl)isoxazol -4-yl] propionic acid (7i) (IC50 = 0.030 microM; EC50 = 0.92 microM) was more potent than AMPA, whereas its N-1 methyl isomer, (RS)-2-amino-3-[3-hydroxy-5-(1-methyl-1H-tetrazol-5-yl)isoxazol -4-yl] propionic acid (7h) (IC50 = 54 microM; EC50 > 1000 microM) was inactive as an AMPA agonist. A quantitative structure-activity relationship (QSAR) analysis revealed a positive correlation between receptor affinity, electrostatic potential near the nitrogen atom at the 'ortho' position of the heterocyclic 5-substituent, and the rotational energy barrier around the bond connecting the two rings. We envisage that a hydrogen bond between the protonated amino group and an ortho-positioned heteroatom of the ring substituent at the 5-position stabilize receptor-active conformations of these AMPA analogues.",43,ChEMBL,CHEMBL751682,20181015,1221|3481675|10562939|10610792|10658567|10729534|10752476|10800053|10823814|10824747,103174429|103289365|103309919|103309920|103310042|103310043|103310045|103310166|103310208|103310209,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,9288165,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143451,Confirmatory,Binding affinity against NMDA receptor by displacement of [3H]Ro-256981,"Title: 2-(3,4-Dihydro-1H-isoquinolin-2yl)-pyridines as a novel class of NR1/2B subtype selective NMDA receptor antagonists._||_Abstract: Recently, we disclosed 4-aminoquinolines as structurally novel NR1/2B subtype selective NMDA receptor antagonists. We would now like to report our findings on structurally related pyridine analogues. The SAR developed in this series resulted in the discovery of high affinity antagonists which are selective (vs alpha1 and M1 receptors) and active in vivo.",43,ChEMBL,CHEMBL751683,20181001,219101|6604117|6604887|9813501|9816863|9855978|9856417|9878065|9905123|9921302|9921303|9921863|9943680|9964754|11218368|16783390|16784177|22605919|22605921|22605923|22605927|22605938|44380397|44380479|44380593|44380594|44380820|44380878,103181977|103233122|103233328|103233564|103264488|103423964|103424106|103424110|103424138|103424139|103424141|103424281|103424297|103424299|103424300|103424319|103424321|103424330|103424406|103424414|103424415|103424416|103424483|103424484|103424485|103424874|103424944|103424945,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,12617901,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143452,Confirmatory,Binding affinity for N-methyl-D-aspartate glutamate receptor,"Title: Synthesis of potent and selective dopamine D(4) antagonists as candidate radioligands._||_Abstract: A series of dopamine D(4) antagonists was synthesized and evaluated as potential candidates for development as positron emission tomography (PET) radioligands. All new compounds display high affinity and selectivity for the D(4) receptors and compounds 5b, 5d, and 5e were identified as candidates for radioligand development.",43,ChEMBL,CHEMBL751684,20180929,5311200|9905249|10020040|10267394|10314060|19958494|19958507|22065997|44278111|44278114|44278115,103165750|103200647|103200724|103200727|103200728|103200729|103200730|103200731|103200763|103201483|103201484,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,11378358,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143453,Confirmatory,In vitro displacement of [3H]MK-801 from N-methyl-D-aspartate glutamate receptor,"Title: Identification and characterization of a potential ischemia-selective N-methyl-D-aspartate (NMDA) receptor ion-channel blocker, CNS 5788._||_Abstract: The identification and characterization of a potentially ischemia-selective and orally-active sulfoxide based NMDA ion-channel blocker showing good neuroprotective activity, (R)-(+)-N-(2-chloro-5-methylthiophenyl)-N'-(3-methylsulfinylphenyl)-N'-methylguanidine (CNS 5788), is described.",43,ChEMBL,CHEMBL751685,20180930,192711|9842186|44364816|45265608,103218962|103391527|103391980|103678897,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,11229757,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143454,Confirmatory,Displacement of [3H]25-6981 from N-methyl-D-aspartate glutamate receptor,"Title: Discovery of (R)-1-[2-hydroxy-3-(4-hydroxy-phenyl)-propyl]-4-(4-methyl-benzyl)-piperidin-4-ol: a novel NR1/2B subtype selective NMDA receptor antagonist._||_Abstract: Starting from Ro-25-6981 as a lead compound, highly potent and selective NR1/2B subtype selective NMDA receptor antagonists, with low activity at alpha(1) adrenergic receptors were developed.",43,ChEMBL,CHEMBL751686,20180929,6604887|10473406|15523910|44309145|44309146|44309182|44309199|44309200|44309202|44309367|44309368|44309385,103264488|103264491|103264492|103264569|103264606|103264609|103264611|103264980|103265010|103265047|103265050|103265087,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,11514163,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143455,Confirmatory,Inhibition of [3H]Ro-256981 binding to N-methyl-D-aspartate glutamate receptor,Title: Indole-2-carboxamides as novel NR2B selective NMDA receptor antagonists._||_Abstract: A novel series of indole-2-carboxamide derivatives was prepared and identified as NR2B selective NMDA receptor antagonists. The influence of the number and position of OH groups on the indole skeleton as well as the substitution of the piperidine ring on the biological activity of the compounds was studied.,43,ChEMBL,CHEMBL857544,20181001,156328|6604887|9797767|9863233|9902229|9902230|9903013|9968278|10132591|10615770|16110277|16110280,103264488|103339869|103357116|103357665|103357709|103357725|103357726|103357727|103357753|103357817|103357819|103508885,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,14552795,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143456,Literature-derived,Binding affinity towards N-methyl-D-aspartate glutamate receptor using tritiated Ro 25-6981 as radioligand; ND = not determined,Title: Indole-2-carboxamides as novel NR2B selective NMDA receptor antagonists._||_Abstract: A novel series of indole-2-carboxamide derivatives was prepared and identified as NR2B selective NMDA receptor antagonists. The influence of the number and position of OH groups on the indole skeleton as well as the substitution of the piperidine ring on the biological activity of the compounds was studied.,43,ChEMBL,CHEMBL751687,20181001,16110213,103357816,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,14552795,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
143460,Literature-derived,Inhibition of [3H]L-glutamate binding to NMDA receptor of central nervous system,"Title: Phosphinic acid analogues of GABA. 2. Selective, orally active GABAB antagonists._||_Abstract: In 1987, 25 years after the synthesis of the potent and selective GABAB agonist baclofen (1), Kerr et al. described the first GABAB antagonist phaclofen 2. However, phaclofen and structurally similar derivatives 3-5 did not cross the blood-brain barrier and hence were inactive in vivo as central nervous system agents. As a consequence, the therapeutic potential of GABAB antagonists remained unclear. In exploring GABA and baclofen derivatives by replacing the carboxylic acid residue with various phosphinic acid groups, we discovered more potent and water soluble GABAB antagonists. Electrophysiological experiments in vivo demonstrated that some of the new compounds were capable of penetrating the blood-brain barrier after oral administration. Neurotransmitter release experiments showed that they interacted with several presynaptic GABAB receptor subtypes, enhancing the release of GABA, glutamate, aspartate, and somatostatin. The new GABAB antagonists interacted also with postsynaptic GABAB receptors, as they blocked late inhibitory postsynaptic potentials. They facilitated the induction of long-term potentiation in vitro and in vivo, suggesting potential cognition enhancing effects. Fifteen compounds were investigated in various memory and learning paradigms in rodents. Although several compounds were found to be active, only 10 reversed the age-related deficits of old rats in a multiple-trial one-way active avoidance test after chronic treatment. The cognition facilitating effects of 10 were confirmed in learning experiments in Rhesus monkeys. The novel GABAB antagonists showed also protective effects in various animal models of absence epilepsy.",43,ChEMBL,CHEMBL751720,20181014,130021,103335975,2902|2903|2904|2905|2906|116443|116444,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,7650685,0,NULL,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,NULL,NULL,,NULL
