aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
62004,Confirmatory,In vitro inhibition of [3H]-Spiperone binding to Dopamine receptor D2 in Macaca nemestrina striatal membranes (using L-tartrate salt of authentic raclopride),"Title: N-fluoroalkylated and N-alkylated analogues of the dopaminergic D-2 receptor antagonist raclopride._||_Abstract: A series of raclopride [(S)-2-[(3,5-dichloro-6-methoxy-2- hydroxybenzamido)methyl]-1-ethylpyrrolidine] derivatives bearing pyrrolidino N-fluoroalkyl or -alkyl substituents were synthesized and evaluated as potential dopaminergic receptor-based positron tomography radiopharmaceuticals. Radiosynthetic procedures for producing the corresponding N-[18F]fluoroalkylated analogues of raclopride from 18F- (beta+, t1/2 = 110 min) in high specific activity were also developed. In vitro binding assays using competitive displacement of [3H]spiperone from primate caudate tissue indicated that the N-alkylated analogues of raclopride had Ki values of 5-40 nM, whereas the corresponding values for analogous N-fluoroalkylated derivatives ranged from 90-160 nM. The relatively low D-2 binding affinity of these fluorinated salicylamides was corroborated by in vivo tissue biodistribution results in rodents. On the basis of structure-binding correlations, the impact of intramolecular hydrogen bonding, ligand basicity, and steric bulk on the affinity of the benzamides for D-2 receptor binding are discussed. Strategies are presented for the development of alternative fluorinated salicylamides that are both receptor active and metabolically stable.",43,ChEMBL,CHEMBL671032,20200628,3033769,103167993,1812|1813|1814|1815|1816,In vitro,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,2391685,0,NULL,P14416|P21728|P21917|P21918|P35462,9545,NULL,,NULL
62292,Literature-derived,In vivo inhibitory activity against dopamine receptor in isolated cat atria; inactive,"Title: 6-Hydroxy-4-[2-(di-n-propylamino)ethyl]indole: synthesis and dopaminergic actions._||_Abstract: The title compound was proposed to be a biologically active metabolite of a dopaminergic agent, 4-[2-(di-n-propylamino)ethyl]indole. This proposed metabolite was synthesized by a multistep sequence beginning with methyl 3,5-dinitro o-toluate, and involving the Batcho-Leimgruber modification of the Reissert indole synthesis. The target compound exhibited high potency/activity in vivo in a cat cardioaccelerator nerve assay and in vitro in an isolated cat atrium assay. It manifested maximal pharmacological effect less than 5 min after intravenous administration in cats, as compared with a 20-min lag time following intravenous administration of the nonoxygenated congener. These pharmacological data are consistent with the proposal that the target compound is a metabolite of 4-[2-(di-n-propylamino)ethyl]indole.",43,ChEMBL,CHEMBL671452,20200628,3086054,103261569,1812|1813|1814|1815|1816,In vivo,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,6699883,0,NULL,P14416|P21728|P21917|P21918|P35462,9685,NULL,,NULL
62466,Confirmatory,Potency to displace the specific in vitro binding of [3H]-N-0437 to calf striatal membrane,"Title: Synthesis and pharmacology of trans-4-n-propyl-3,4,4a,10b-tetrahydro-2H,5H-1-benzopyrano[4,3-b ]-1,4-oxazin-7- and -9-ols: the significance of nitrogen pKa values for central dopamine receptor activation._||_Abstract: The 6-oxa analogues of potent dopamine agonists, hexahydronaphthoxazines (4a,4b), have been tested for dopamine receptor binding and stimulating activity and were found to be almost inactive. pKa value determinations indicated that these compounds are protonated to approximately 2%, while potent compounds are protonated to a much greater extent. These results strongly support the assumption that the protonated form of DA agonists is the active species at the receptor.",43,ChEMBL,CHEMBL670949,20200628,172267,103172130,1812|1813|1814|1815|1816,In vitro,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,2903247,0,NULL,P14416|P21728|P21917|P21918|P35462,9913,NULL,,NULL
62572,Confirmatory,Compound was evaluated for the competitive binding with [3H]spiperone binding to Canine striatal membranes.,"Title: Aporphines. 58. N-(2-chloroethyl) [8,9-2H]norapomorphine, an irreversible ligand for dopamine receptors: synthesis and application._||_Abstract: The synthesis of the title compounds (1c and its 2H isomer 1b) from N-(2-hydroxyethyl)norapomorphine was carried out by ring bromination, followed by chlorination to the 2-chloroethyl compound 6. Further reduction with 2H2 or 3H2 and Pd/C gave 1b or 1c. Radiochemically pure (97%) 1c was obtained with a specific activity of 16.3 Ci/mmol. The purity of 1c was determined by LC, HPLC, UV, and NMR. [3H]NCA was shown to label the D2 receptor; however, the D2 signal appears to be only a small portion of the total signal, which may include binding to other dopamine receptor subtypes (D1 and D3).",43,ChEMBL,CHEMBL672962,20200628,156376,103197972,1812|1813|1814|1815|1816,NULL,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,6737423,0,NULL,P14416|P21728|P21917|P21918|P35462,9615,NULL,,NULL
62574,Literature-derived,Compound was evaluated at 100 uM concentration to displace [3H]spiperone and result indicates the percent displacement.,"Title: Aporphines. 58. N-(2-chloroethyl) [8,9-2H]norapomorphine, an irreversible ligand for dopamine receptors: synthesis and application._||_Abstract: The synthesis of the title compounds (1c and its 2H isomer 1b) from N-(2-hydroxyethyl)norapomorphine was carried out by ring bromination, followed by chlorination to the 2-chloroethyl compound 6. Further reduction with 2H2 or 3H2 and Pd/C gave 1b or 1c. Radiochemically pure (97%) 1c was obtained with a specific activity of 16.3 Ci/mmol. The purity of 1c was determined by LC, HPLC, UV, and NMR. [3H]NCA was shown to label the D2 receptor; however, the D2 signal appears to be only a small portion of the total signal, which may include binding to other dopamine receptor subtypes (D1 and D3).",43,ChEMBL,CHEMBL672963,20200628,156376,103197972,1812|1813|1814|1815|1816,NULL,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,6737423,0,NULL,P14416|P21728|P21917|P21918|P35462,9615,NULL,,NULL
62578,Confirmatory,Tested in vitro for dopamine agonist activity in rabbit ear artery after at a dose of 0.3 mg/kg,"Title: 4-(Aminoalkyl)-7-hydroxy-2(3H)-indolones, a novel class of potent presynaptic dopamine receptor agonists.",43,ChEMBL,CHEMBL672967,20200630,132435|133741,103181387|103432527,1812|1813|1814|1815|1816,In vitro,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,6306238,0,NULL,P14416|P21728|P21917|P21918|P35462,9986,NULL,,NULL
62580,Confirmatory,Tested in vitro for dopamine agonist activity in rabbit ear artery after at a dose of 3 ug/kg,"Title: 4-(Aminoalkyl)-7-hydroxy-2(3H)-indolones, a novel class of potent presynaptic dopamine receptor agonists.",43,ChEMBL,CHEMBL672969,20200630,10081286,103181505,1812|1813|1814|1815|1816,In vitro,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,6306238,0,NULL,P14416|P21728|P21917|P21918|P35462,9986,NULL,,NULL
62582,Literature-derived,Compound was evaluated for its Dopamine receptor antagonist activity in the superfused rabbit ear artery preparation; Inactive at 100 uM,"Title: Synthesis and evaluation of novel alkylpiperazines as potential dopamine antagonists._||_Abstract: Several alkylpiperazines, monocyclic subfragments of known tricyclic neuroleptic agents, were evaluated as dopamine antagonists in the isolated rabbit ear artery preparation. Compound prepared and evaluated are of the general structure Ar-X-(CH2)n-Y, where X = C, O, and N, n = 1-3, and Y, for the most part, was 4-methylpiperazine. Those compounds where X - NH, n = 3, and X = (Z)-CH - CH, n = 2, with an electron-withdrawing group meta to the side chain, possess dopamine antagonist activity comparable to that of clozapine. It is concluded that the entire tricyclic structure of phenothiazine-like agents (or at least more than a monocyclic ring system) is necessary for optimal activity as a dopamine antagonist in the receptor preparation used in this study.",43,ChEMBL,CHEMBL672971,20200630,12730769,103411769,1812|1813|1814|1815|1816,NULL,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,7252977,0,NULL,P14416|P21728|P21917|P21918|P35462,9986,NULL,,NULL
63034,Confirmatory,Binding affinity towards Dopamine receptor,"Title: Binding of beta-carbolines at 5-HT(2) serotonin receptors._||_Abstract: A series of ring-substituted (i.e., methoxy and bromo) 3,4-dihydro- and 1,2,3,4-tetrahydro-beta-carbolines was examined at 5-HT(2A) and 5-HT(2C) serotonin receptors. Whereas most of the methoxy-substituted derivatives typically displayed affinities similar to their unsubstituted parents, certain (particularly 8-substituted) bromo derivatives displayed enhanced affinity. A binding profile was obtained for selected beta-carbolines.",43,ChEMBL,CHEMBL675880,20200630,160510|417052|5280953,103163980|103227237|103360542,1812|1813|1814|1815|1816,NULL,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,14643338,0,NULL,P14416|P21728|P21917|P21918|P35462,NULL,NULL,,NULL
63036,Literature-derived,Compound was evaluated for its binding affinity towards Dopamine receptor,"Title: The pKa of butaclamol and the mode of butaclamol binding to central dopamine receptors._||_Abstract: The pKa values for butaclamol (1), 1,2,3,5,6,10b beta-hexahydro-6 alpha-phenylpyrrolo[2,1-alpha]isoquinoline (2, McN-4612-Y), and 2-tert-butyl-1,3,4,6,7,11b beta-hexahydro-7 beta-phenyl-2H-benzo[alpha]quinolizin-2 alpha-ol (3, McN-4171) were determined to be 7.2, 9.1, and 7.0, respectively. The values for 1 and 3 are anomalous; however, the value for 1 (7.2) is not as low as the one reported in the literature (pKa = 5.9). We also determined pKa values for apomorphine, chlorpromazine, and lidocaine, for reference purposes (7.6, 9.2, and 7.9, respectively). The results indicate that 1 would not be predominantly unprotonated under the physiological conditions of receptor binding, rather it would be about 50% protonated. This fact may contravene a suggested binding model used to map the central dopamine receptor (viz., ref 3).",43,ChEMBL,CHEMBL675882,20200628,2726|3676|6005|37461|3053247|13202963,103167211|103169389|103169867|103362936|103362992|123090849,1812|1813|1814|1815|1816,NULL,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,2579238,0,NULL,P14416|P21728|P21917|P21918|P35462,NULL,NULL,,NULL
63356,Confirmatory,Tested for antagonist binding affinity by measuring displacement of [3H]spiperone from Human Dopamine receptor D3 expressed in CHO K-1 cells,"Title: Synthesis and pharmacological evaluation of thiopyran analogues of the dopamine D3 receptor-selective agonist (4aR,10bR)-(+)-trans-3,4,4a,10b-tetrahydro-4-n-propyl-2H,5H [1]b enzopyrano[4,3-b]-1,4-oxazin-9-ol (PD 128907)._||_Abstract: Benzopyranoxazine (+)-7 (PD 128907) is the most dopamine (DA) D3 receptor-selective agonist presently known. The only structural feature which distinguishes 7 from the analogous nonselective naphthoxazines is an oxygen atom in the 6-position. To extend this series of tricyclic DA agonists we used a classic bioisoster approach and synthesized thiopyran analogues of 7, which have a sulfur atom in the 6-position. We prepared trans-4-n-propyl-3,4,4a,10b-tetrahydro-2H,5H-[1]benzothiopyrano[4, 3-b]-1,4-oxazin-9-ol (9, trans-9-OH-PTBTO), its enantiomers ((+)-9 and (-)-9), the racemic cis-analogue (10), and the racemic trans-sulfoxide (11) and studied the potency and selectivity for DA receptors of these compounds. As with other rigid DA agonists, the highest affinity for DA receptors resided in one of the enantiomers, in this case the (-)-enantiomer of 9. On the basis of a single-crystal X-ray analysis of a key intermediate, the absolute configuration of (-)-9 was found to be 4aS,10bR, which is homochiral with (+)-(4aR,10bR)-7. In contrast to (+)-7 however, (-)-9 displayed no selectivity for any of the DA receptors. In addition, it has affinity for 5HT1A receptors. (+/-)-cis-4-n-Propyl-3,4,4a,10b-tetrahydro-2H,5H-[1]benzothiopyrano++ +[4,3-b]-1,4-oxazin-9-ol (10), which was expected to be inactive, displayed affinity and selectivity for the DA D3 receptor, whereas the sulfoxide 11 displayed some DA D3 selectivity, but with a lower affinity. Further pharmacological evaluation revealed that (-)-9 is a very potent full agonist at DA D2 receptors and a partial agonist at DA D3 receptors. The cis-analogue (+/-)-10 displayed the same profile, but with lower potency. These findings were confirmed in vivo: in reserpinized rats (-)-9 displayed short-acting activation of locomotor activity (DA D2 agonism) and also lower lip retraction and flat body posture, (5HT1A agonism). Compound (+/-)-10 had no effect on locomotor activity. In unilaterally 6-OH-DA lesioned rats, (-)-9 gave short-acting locomotor activation. Furthermore, in microdialysis studies in rat striatum, (-)-9 potently decreased DA release, confirming its activation of presynaptic DA D2 receptors.",43,ChEMBL,CHEMBL673332,20181016,57533|115107|5311346|10015731|10515841|10683127|44329483|44329749|44329754,103265086|103265119|103312093|103312146|103312624|103312625|103312626|103312634|103312640,1814,NULL,P35462,Curation Efforts|Research and Development,10956195,0,NULL,P35462,9606,197,,NULL
64804,Confirmatory,Intrinsic activity in mitogenesis assay using Dopamine receptor D3 expressing CHO cells,"Title: Interactive SAR studies: rational discovery of super-potent and highly selective dopamine D3 receptor antagonists and partial agonists._||_Abstract: Starting from dopamine receptor ligand BP897, an interactive drug discovery process leading to heterocyclic bioisosteres is demonstrated. The four step strategy involved a careful optimization of geometric and electronic properties by systematic modification of the attachment points and heteroatoms, respectively. Efficacy tuning by modification of the phenyl substituents led to both D3 partial agonists and full antagonists. The benzothiophenes 3c (FAUC346) and 3d (FAUC365) revealed outstanding D3 affinity and subtype selectivity.",43,ChEMBL,CHEMBL671351,20181017,54562|3038495|9888555|10092819|10476504,103194907|103356181|103381506|103382409|103543557,1814,NULL,P35462,Curation Efforts|Research and Development,12361386,0,NULL,P35462,NULL,197,,NULL
64806,Literature-derived,Rate of [3H]thymidine uptake compared to quinpirole (100%) in Dopamine receptor D3 expressing CHO cells,"Title: Interactive SAR studies: rational discovery of super-potent and highly selective dopamine D3 receptor antagonists and partial agonists._||_Abstract: Starting from dopamine receptor ligand BP897, an interactive drug discovery process leading to heterocyclic bioisosteres is demonstrated. The four step strategy involved a careful optimization of geometric and electronic properties by systematic modification of the attachment points and heteroatoms, respectively. Efficacy tuning by modification of the phenyl substituents led to both D3 partial agonists and full antagonists. The benzothiophenes 3c (FAUC346) and 3d (FAUC365) revealed outstanding D3 affinity and subtype selectivity.",43,ChEMBL,CHEMBL671353,20181017,54562|3038495|9888555,103194907|103382409|103543557,1814,NULL,P35462,Curation Efforts|Research and Development,12361386,0,NULL,P35462,10029,197,,NULL
64808,Literature-derived,Rate of [3H]thymidine uptake compared to quinpirole (100%) in Dopamine receptor D3 expressing CHO cells,"Title: Interactive SAR studies: rational discovery of super-potent and highly selective dopamine D3 receptor antagonists and partial agonists._||_Abstract: Starting from dopamine receptor ligand BP897, an interactive drug discovery process leading to heterocyclic bioisosteres is demonstrated. The four step strategy involved a careful optimization of geometric and electronic properties by systematic modification of the attachment points and heteroatoms, respectively. Efficacy tuning by modification of the phenyl substituents led to both D3 partial agonists and full antagonists. The benzothiophenes 3c (FAUC346) and 3d (FAUC365) revealed outstanding D3 affinity and subtype selectivity.",43,ChEMBL,CHEMBL671355,20181017,10476504,103381506,1814,NULL,P35462,Curation Efforts|Research and Development,12361386,0,NULL,P35462,10029,197,,NULL
64810,Confirmatory,Compound was tested for binding affinity using [3H]spiperone against cloned human Dopamine receptor D3 expressed in CHO-K1 cells,"Title: Design, synthesis, and evaluation of chromen-2-ones as potent and selective human dopamine D4 antagonists._||_Abstract: The discovery of a series of chromen-2-ones with selective affinity for the dopamine (DA) D4 receptor is described. Target compounds were tested for binding to cloned human DA D2L, D3, and D4.2 receptor subtypes expressed in Chinese hamster ovary K1 cells. Several compounds demonstrated high affinity (<20 nM, K(i)) and greater than 100-fold selectivity for DA D4.2 versus DA D2L receptors. The results of a SAR study are discussed within. In a DA D4 functional assay measuring [(3)H]thymidine uptake, target compounds showed antagonist activity at the D4.2 receptor. Compound 22, 7-[(2-phenylaminoethylamino)methyl]chromen-2-one, increased DOPA (L-3,4-dihydroxyphenylalanine) accumulation 51% in the hippocampus and 23% in the striatum of rat brains when dosed orally at 20 mg/kg.",43,ChEMBL,CHEMBL671357,20181016,9926143,103352466,1814,NULL,P35462,Curation Efforts|Research and Development,10479303,0,NULL,P35462,NULL,198,,NULL
64812,Confirmatory,Agonistic activity of quinpirole stimulation of mitogenesis in human Dopamine receptor D3 transfected CHO cells,"Title: N-(4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butyl, butenyl and butynyl)arylcarboxamides as novel dopamine D(3) receptor antagonists._||_Abstract: The dopamine D(3) receptor subtype has been targeted as a potential neurochemical modulator of the behavioral actions of psychomotor stimulants, such as cocaine. Previous synthetic studies provided structural requirements for high affinity binding to D(3) receptors which included a 2,3-dichloro-phenylpiperazine linked to an arylamido function via a butyl chain. To reduce lipophilicity of these agents and further investigate optimal conformation, a second series of 15 novel ligands was designed that included heteroaromatic substitution and unsaturated alkyl linkers. These compounds were synthesized and evaluated for binding at rat D(3) and D(2) receptors stably expressed in Sf9 cells. D(3) binding affinities ranged from K(i)=0.6-1080 nM, with a broad range of D(3)/D(2) selectivities (2-97). The discovery of potent, selective and bioavailable D(3) receptor ligands will provide essential molecular probes to elucidate the role D(3) receptors play in the psychomotor stimulant and reinforcing effects of cocaine.",43,ChEMBL,CHEMBL671359,20180930,9826580|10001256|44309509|44309510|44309775|44309876,103265393|103265394|103265819|103265882|103265917|103266140,1814,NULL,P35462,Curation Efforts|Research and Development,12798330,0,NULL,P35462,NULL,197,,NULL
64814,Confirmatory,Compound was evaluated for effective concentration required for stimulation of mitogenesis in Dopamine receptor D3 transfected CHO p-5 cells,Compound was evaluated for effective concentration required for stimulation of mitogenesis in Dopamine receptor D3 transfected CHO p-5 cells,43,ChEMBL,CHEMBL670419,20180908,10457321,103199729,1814,NULL,P35462,Curation Efforts|Research and Development,NULL,0,NULL,P35462,NULL,197,,NULL
64816,Confirmatory,Effective concentration required for agonistic activity against human D3 receptor,"Title: Fused azaindole derivatives: molecular design, synthesis and in vitro pharmacology leading to the preferential dopamine D3 receptor agonist FAUC 725._||_Abstract: Computational studies based on the similarity of molecular electrostatic potential maps initiated the synthesis of the tricyclic target compounds 1 (FAUC 725) and 2. Receptor binding studies at the dopamine receptor subtypes D1, D2(long), D2(short), D3 and D4 showed that the azaindole 1 revealed D3 affinity (K(i)=0.54 nM) comparable to the lead pramipexole and enhanced selectivity over D2 and D4. Mitogenesis experiments indicated substantial intrinsic activity for the D3 selective dipropylamine 1. Based on the structure of (S)-3-PPP, bioisosteric replacement and conformational restriction leading to the test compound 2 was not fruitful.",43,ChEMBL,CHEMBL670421,20180930,119570|5311189|44316315,103166191|103245538|103279381,1814,NULL,P35462,Curation Efforts|Research and Development,12161137,0,NULL,P35462,NULL,NULL,,NULL
64818,Confirmatory,Effective concentration was determined as thymidine uptake in CHO-L6 cells transfected with the rat Dopamine receptor D3 by mitogenesis assay (intrinsic activity),"Title: Thiazoloindans and thiazolobenzopyrans: a novel class of orally active central dopamine (partial) agonists._||_Abstract: The 2-aminothiazole moiety has proven its value in medicinal chemistry as a stable and lipophilic bioisosteric replacement of a phenol group. This approach has provided dopamine (DA) agonists with good oral availability. To further explore its use in the development of DA agonists, we have combined the 2-aminothiazole moiety with 2-aminoindans and 3-aminobenzopyrans, which are known templates for DA agonists. In this study we have synthesized 6-amino-3-(N,N-di-n-propylamino)-3,4-dihydro-2H-thiazolo[5, 4-f]-[1]benzopyran (12) and 6-amino-2-(N, N-di-n-propylamino)thiazolo[4,5-f]indan (20) and several analogues (13, 17, and 21). The affinity of the thiazolobenzopyrans and thiazoloindans for DA receptors was evaluated, which revealed compound 20 to have high affinity for DA D(3) receptors. In addition, the compounds were screened for their potential to inhibit lipid peroxidation, to determine their radical scavenging properties. Compounds 12, 20, and 21 were subjected to further pharmacological evaluation in a functional assay to determine intrinsic activity. Compound 20 was also studied with microdialysis (to determine effects on DA turnover in striatum) and in unilaterally 6-OH-DA lesioned rats (to determine their potential as DA agonists). These studies selected compound 20 (GMC 1111) as particularly interesting. Compound 20 caused a rotation activation in unilaterally 6-OH-DA lesioned rats and an increase in DA turnover in rat striatum. This dual agonist/antagonist action is best accounted for by its partial agonism at striatal DA D(2) receptors. Interestingly, 20 displayed long-lasting activity and excellent oral availability in 6-OH-DA lesioned rats, making this compound potentially useful for the treatment of Parkinson's disease.",43,ChEMBL,CHEMBL670422,20181016,54562,103543557,1814,NULL,P35462,Curation Efforts|Research and Development,11000009,0,NULL,P35462,NULL,NULL,,NULL
