aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
56445,Literature-derived,Compound was tested for delta-opioid receptor agonistic activity;A - found to be highly selective,Compound was tested for delta-opioid receptor agonistic activity;A - found to be highly selective,43,ChEMBL,CHEMBL665480,20180908,119029,103193996,4985,NULL,P41143,Curation Efforts|Research and Development,NULL,0,NULL,P41143,NULL,NULL,,NULL
56447,Confirmatory,Compound was tested for its ability to block the effect of selective delta opioid agonist SNC-80 in the functional assay,Title: Novel Dmt-Tic dipeptide analogues as selective delta-opioid receptor antagonists._||_Abstract: A series of Dmt-Tic analogues with substitution on the Tic aromatic ring has been synthesized and evaluated for opioid receptor affinity and activation. Incorporation of large hydrophobic groups at position 7 of Tic did not greatly alter the delta opioid receptor binding affinities of the dipeptides whereas substitution at position 6 substantially diminished their affinity. These modified Dmt-Tic peptides showed binding affinities as low as 2.5 nM with up to 500-fold selectivity for the delta versus mu opioid receptor and proved to be delta receptor antagonists.,43,ChEMBL,CHEMBL665482,20180929,10412617|15384271|71452786,103228335|103700766|163319622,4985,NULL,P41143,Curation Efforts|Research and Development,10673103,0,NULL,P41143,NULL,NULL,,NULL
76537,Literature-derived,Ratio of IC50 of morphine (agonist) after 10 min of incubation along with compound (antagonist) and IC50 of agonist in the absence of compound for delta opioid receptor at 1 uM in GPI assay (Exp 2),"Title: Synthesis and evaluation of melphalan-containing N,N-dialkylenkephalin analogues as irreversible antagonists of the delta opioid receptor._||_Abstract: N,N-Dialkylated leucine enkephalin analogues containing melphalan (Mel) in place of Phe4 were synthesized as potentially irreversible antagonists of the delta opioid receptor. These compounds, along with the corresponding Phe4 peptides, were tested for both agonist and antagonist activity in the GPI and MVD smooth muscle preparations. All but two of the eight compounds showed antagonist activity at 1 microM against [D-Ala2,D-Leu5]enkephalin (DADLE) in the MVD when tested under reversible conditions; in all cases the Mel4 peptide had lower activity against DADLE than did the corresponding Phe4 peptide. At higher concentrations (10 microM) the two active Mel4 analogues, (benzyl)2Tyr-Gly-Gly-Mel-Leu (2a) and (allyl)2Tyr-Aib-Aib-Mel-Leu (3a), both showed weak irreversible antagonism at the delta receptor. Compound 2a was a selective irreversible delta opioid antagonist while 3a was an irreversible antagonist at both the mu and delta opioid receptors.",43,ChEMBL,CHEMBL680243,20200628,44270104,103178197,4985,NULL,P41143,Curation Efforts|Research and Development,3041000,0,NULL,P41143,10141,NULL,,NULL
95203,Confirmatory,"Binding affinity against kappa opioid receptor using [35S]GTP-gamma-S, binding assay in guinea pig caudate membranes blocked with 6 nM nor-BNI","Title: Optically pure (-)-4-[(N-allyl-3-methyl-4-piperidinyl)phenyl-amino]-N,N-diethylbenzami de displays selective binding and full agonist activity for the delta opioid receptor._||_Abstract: The optical isomers of 4-[(N-allyl-3-methyl-4-piperidinyl)phenylamino]-N,N-diethylbenzamide+ ++ (3) have been prepared and tested in both binding and functional assays. The data show that (-)-3 is responsible for the delta opioid activity demonstrated by the racemic material. This compound displays a binding affinity of 5.5 nM for the delta opioid receptor as well as a 470-fold delta versus mu selectivity. Importantly, (-)-3 is a full agonist at the delta receptor in comparison with SNC-80 (2). Taken together, the data suggest that (-)-3 behaves more like the prototypical delta agonists, BW373U86 or SNC-80, and less like the peptidomimetic compound SL-3111 (5).",43,ChEMBL,CHEMBL699547,20180909,123924,103175041,4985,NULL,P41143,Curation Efforts|Research and Development,10612597,0,NULL,P41143,10141,NULL,,NULL
132701,Confirmatory,Inhibitory activity towards delta Opioid receptor using guinea pig ileum (GPI) assay was determined for the compound,"Title: Structure-activity relationships of cyclic opioid peptide analogues containing a phenylalanine residue in the 3-position._||_Abstract: Ten analogues of the highly mu-receptor selective cyclic opioid peptide H-Tyr-D-Orn-Phe-Asp-NH2 (1) were synthesized by the solid phase method and were characterized in vitro in mu- and delta-receptor representative binding assays and bioassays. These cyclic analogues are structurally related to the linear opioid peptides dermorphin and beta-casomorphin (morphiceptin), which also contain a phenylalanine residue in the 3-position of the peptide sequence. The obtained results indicate that analogous structural modifications (configurational inversion at positions 2, 3, and 4 or N alpha-methylation of Phe3) in cyclic peptide 1 and in dermorphin-related peptides had qualitatively the same effect on opioid activity, whereas the corresponding modifications in beta-casomorphins had the opposite effect. These findings can be interpreted to indicate that the mode of receptor binding of H-Tyr-D-Orn-Phe-Asp-NH2 is identical with that of dermorphin, but differs from that of beta-casomorphins. The side-chain length of the aromatic residue in position 3 of cyclic analogue 1 was shown to be critical for receptor affinity and selectivity, suggesting that mu- and delta-receptors differ from one another in the relative topographical disposition of the binding sites for the Tyr1 tyramine moiety and the Phe3 aromatic ring. Cyclic lactam analogue H-Tyr-D-Asp-Phe-A2bu-NH2, containing a reduced-size (12-membered) ring structure, showed increased mu-receptor selectivity, whereas the more flexible, cystine-containing analogue H-Tyr-D-Cys-Phe-Cys-NH2 (11-membered ring) was less selective. The latter results indicate that both ring size and ring flexibility affect receptor affinity and selectivity.",43,ChEMBL,CHEMBL742199,20181011,10415290|44306509,103178264|103258709,4985,NULL,P41143,Curation Efforts|Research and Development,2822930,0,NULL,P41143,10141,NULL,,NULL
137095,Literature-derived,Inhibitory activity towards delta Opioid receptor using guinea pig ileum (GPI) assay was determined relative to the [Leu5]-enkephalin activity,"Title: Structure-activity relationships of cyclic opioid peptide analogues containing a phenylalanine residue in the 3-position._||_Abstract: Ten analogues of the highly mu-receptor selective cyclic opioid peptide H-Tyr-D-Orn-Phe-Asp-NH2 (1) were synthesized by the solid phase method and were characterized in vitro in mu- and delta-receptor representative binding assays and bioassays. These cyclic analogues are structurally related to the linear opioid peptides dermorphin and beta-casomorphin (morphiceptin), which also contain a phenylalanine residue in the 3-position of the peptide sequence. The obtained results indicate that analogous structural modifications (configurational inversion at positions 2, 3, and 4 or N alpha-methylation of Phe3) in cyclic peptide 1 and in dermorphin-related peptides had qualitatively the same effect on opioid activity, whereas the corresponding modifications in beta-casomorphins had the opposite effect. These findings can be interpreted to indicate that the mode of receptor binding of H-Tyr-D-Orn-Phe-Asp-NH2 is identical with that of dermorphin, but differs from that of beta-casomorphins. The side-chain length of the aromatic residue in position 3 of cyclic analogue 1 was shown to be critical for receptor affinity and selectivity, suggesting that mu- and delta-receptors differ from one another in the relative topographical disposition of the binding sites for the Tyr1 tyramine moiety and the Phe3 aromatic ring. Cyclic lactam analogue H-Tyr-D-Asp-Phe-A2bu-NH2, containing a reduced-size (12-membered) ring structure, showed increased mu-receptor selectivity, whereas the more flexible, cystine-containing analogue H-Tyr-D-Cys-Phe-Cys-NH2 (11-membered ring) was less selective. The latter results indicate that both ring size and ring flexibility affect receptor affinity and selectivity.",43,ChEMBL,CHEMBL742118,20200628,10415290|44306509,103178264|103258709,4985,NULL,P41143,Curation Efforts|Research and Development,2822930,0,NULL,P41143,10141,NULL,,NULL
147827,Confirmatory,"Selective binding affinity against Opioid receptor delta 2, using [3H]DSLET as radioligand",Title: A selective delta 1 opioid receptor agonist derived from oxymorphone. Evidence for separate recognition sites for delta 1 opioid receptor agonists and antagonists.,43,ChEMBL,CHEMBL754004,20181013,44444966,103556472,4985,NULL,P41143,Curation Efforts|Research and Development,8394935,0,NULL,P41143,10141,NULL,,NULL
147829,Confirmatory,The opioid receptor affinity(Ki) was evaluated by competition with [3H]DSLET (delta 2) on guinea pig brain membranes,"Title: 7'-Substituted amino acid conjugates of naltrindole. Hydrophilic groups as determinants of selective antagonism of delta 1 opioid receptor-mediated antinociception in mice._||_Abstract: A series of amino acid conjugates (2-6) of naltrindole (1) were synthesized from 7'-carboxynaltrindole (7) in order to obtain delta antagonists that would have minimal access to the central nervous system (CNS) upon peripheral administration. All of the ligands (2-7) were tested in smooth muscle preparations and found to be potent and selective delta opioid antagonists. Receptor binding showed 2-7 to be highly delta-selective, with Ki ratios (mu/delta, kappa/delta) ranging from 127 to 38,000. Two of the more selective conjugates, the glycinate 2 and aspartate 3, were evaluated by the iv and icv routes in mice, and they afforded very high iv/icv dose ratios (112,766 and 46,667, respectively) consistent with poor CNS penetration. The in vivo testing revealed that 2 and 3 are delta 1-selective antagonists, in contrast to naltriben and related ligands which are delta 2-selective. The fact that the binding data are not consistent with the in vivo data suggests that the origin of the selectivity of naltrindole congeners may be related to selective access to tissue compartments in the CNS rather than to binding affinity differences between delta opioid receptor subtypes.",43,ChEMBL,CHEMBL754635,20181015,44353390|44353391|44353454|44353457|44353458|44353468,103365942|103365943|103366138|103366152|103366153|103366185,4985,NULL,P41143,Curation Efforts|Research and Development,7853332,0,NULL,P41143,10141,NULL,,NULL
147839,Literature-derived,Selectivity for kappa to delta opioid receptors was determined,"Title: Opioid agonist and antagonist activities of morphindoles related to naltrindole._||_Abstract: A series of naltrindole-related ligands (4-10) with an N-methyl,N-phenethyl,N-cinnamyl, or an unsubstituted basic nitrogen were synthesized and tested for opioid agonist and antagonist activity in smooth muscle preparations and in mice. The nor compounds (4 and 6) and the phenethyl derivatives (5 and 8) displayed full agonist activity (IC50 = 85-179 nM) in the mouse vas deferens preparation (MVD) while the other members of the series exhibited partial agonist or weak antagonist activity. In the guinea pig ileum preparation (GPI), all compounds except 8 were partial agonists. The ligands that were evaluated in mice were found to produce antinociception that was not selectively mediated via delta opioid receptors. However, two of these ligands (4 and 5) appeared to be delta-selective opioid receptor antagonists at subthreshold doses for antinociception. The finding that all of the compounds bind selectively to delta opioid receptors in guinea pig brain membranes together with the in vitro pharmacology and in vivo antagonist studies suggests that the lack of delta agonist selectivity in vivo may be due to a number of factors, including a basic difference between the delta receptor system in the MVD and in the mouse brain. Further, it is suggested that the constellation of message and address components in the morphindole nucleus may tend to stabilize delta receptors in the brain in antagonist state.",43,ChEMBL,CHEMBL753310,20200703,5491897|5497186|10415050|11755589|44149909|44282798|44357097,103209239|103230026|103373428|103553488|103697951|103735285|103735288,4985,NULL,P41143,Curation Efforts|Research and Development,1333013,0,NULL,P41143,10141,NULL,,NULL
147919,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in guinea pig brain membranes at 70(nM) concentration protection by 1 uM Naloxone.,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL753425,20200628,15663420,103279131,4985,NULL,P41143,Curation Efforts|Research and Development,1320121,0,NULL,P41143,10141,NULL,,NULL
147921,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in un washed guinea pig brain membranes at 17(nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL753427,20200628,15663418,103278971,4985,NULL,P41143,Curation Efforts|Research and Development,1320121,0,NULL,P41143,10141,NULL,,NULL
147923,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in un washed guinea pig brain membranes at 22 (nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL755114,20200628,15663417,103278972,4985,NULL,P41143,Curation Efforts|Research and Development,1320121,0,NULL,P41143,10141,NULL,,NULL
147925,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in un washed guinea pig brain membranes at 70(nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL883411,20200628,15663420,103279131,4985,NULL,P41143,Curation Efforts|Research and Development,1320121,0,NULL,P41143,10141,NULL,,NULL
147927,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in washed guinea pig brain membranes at 1000(nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL755117,20200628,5284596,103170037,4985,NULL,P41143,Curation Efforts|Research and Development,1320121,0,NULL,P41143,10141,NULL,,NULL
147929,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in washed guinea pig brain membranes at 20(nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL755119,20200628,71719111,164141793,4985,NULL,P41143,Curation Efforts|Research and Development,1320121,0,NULL,P41143,10141,NULL,,NULL
