aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
147854,Confirmatory,"Antagonistic activity in the Opioid receptor kappa 1-mediated [35S]GTP-gamma-S, binding assay against 50 nM U-50,488","Title: Structure-activity relationships of dynorphin a analogues modified in the address sequence._||_Abstract: The peptide [Pro3]Dyn A(1-11)-NH2 2 exhibits high affinity (K(i) = 2.4 nM) and over 2000-fold selectivity for the opioid receptor. Stepwise removal of the C-terminal residues from this ligand demonstrated that its positively charged Arg residues, particularly Arg6 and Arg7, were crucial for binding to the kappa receptor. Analogues shorter than seven amino acids lacked significant affinity for opioid receptors. Comparison with a series of truncated analogues of Dyn A showed that the relative losses in binding potency differed only slightly between the two series. The neutral residues Ile8 and Pro10 could be removed without significant loss in affinity for the kappa receptor. Their replacement, in the Pro3 analogue, with additional Arg residues led to analogues with improved kappa affinity (e.g., [Pro3,Arg8]Dyn A(1-11)-NH2 20: K(i)(kappa) = 0.44 nM). This type of modification did not compromise the high kappa selectivity of the Pro3 analogues. These findings support the view that a negatively charged domain in the putative second extracellular loop of the kappa receptor selectively recognizes residues 6-11 of dynorphin through electrostatic interactions. As with parent compound 2, analogue 20 and related compounds displayed kappa antagonist properties.",43,ChEMBL,CHEMBL750345,20181017,5284596|5480230|73345364|73346891|73354458,103170037|103698780|174484872|174489922|174515649,4986,NULL,P41145,Curation Efforts|Research and Development,12747782,0,NULL,P41145,NULL,NULL,,NULL
147856,Confirmatory,Binding activity against human Opioid receptor kappa 1 using [3H]-U 50488 as a radioligand,"Title: Design, synthesis, and evaluation of opioid analogues with non-peptidic beta-turn scaffold: enkephalin and endomorphin mimetics._||_Abstract: We have identified a mu-selective opioid receptor agonist without a cationic amino group in the molecule from libraries of bicyclic beta-turn peptidomimetics. The biologically active conformation of the lead is proposed to mimic an endomorphin type III 4 --> 1 beta-turn conformation.",43,ChEMBL,CHEMBL751987,20181017,3036289,123099351,4986,NULL,P41145,Curation Efforts|Research and Development,11906279,0,NULL,P41145,NULL,NULL,,NULL
147858,Confirmatory,Binding affinity against cloned human Opioid receptor kappa 1 using [125I]-D-Pro10-dynorphin A[1-11] as radioligand,"Title: New diarylmethylpiperazines as potent and selective nonpeptidic delta opioid receptor agonists with increased In vitro metabolic stability._||_Abstract: Nonpeptide delta opioid agonists are analgesics with a potentially improved side-effect and abuse liability profile, compared to classical opioids. Andrews analysis of the NIH nonpeptide lead SNC-80 suggested the removal of substituents not predicted to contribute to binding. This approach led to a simplified lead, N, N-diethyl-4-[phenyl(1-piperazinyl)methyl]benzamide (1), which retained potent binding affinity and selectivity to the human delta receptor (IC(50) = 11 nM, mu/delta = 740, kappa/delta > 900) and potency as a full agonist (EC(50) = 36 nM) but had a markedly reduced molecular weight, only one chiral center, and increased in vitro metabolic stability. From this lead, the key pharmacophore groups for delta receptor affinity and activation were more clearly defined by SAR and mutagenesis studies. Further structural modifications on the basis of 1 confirmed the importance of the N, N-diethylbenzamide group and the piperazine lower basic nitrogen for delta binding, in agreement with mutagenesis data. A number of piperazine N-alkyl substituents were tolerated. In contrast, modifications of the phenyl group led to the discovery of a series of diarylmethylpiperazines exemplified by N, N-diethyl-4-[1-piperazinyl(8-quinolinyl)methyl]benzamide (56) which had an improved in vitro binding profile (IC(50) = 0.5 nM, mu/delta = 1239, EC(50) = 3.6 nM) and increased in vitro metabolic stability compared to SNC-80.",43,ChEMBL,CHEMBL751988,20181016,119029|123924|9801260|10501573|10525105|10525171|10546813|10569964|10598391|10598392|10618862|10620493|10642101|10644815|10644995|10690216|10713071|10739828|10760345|10762996|10786358|11742939|11793476|11794240|11794241,103175041|103193996|103195093|103357906|103357926|103357928|103358388|103358395|103358650|103358759|103358761|103358787|103358800|103358801|103358819|103358978|103358980|103358981|103358983|103359077|103359106|103359152|103359153|103359187|163319402,4986,NULL,P41145,Curation Efforts|Research and Development,11052793,0,NULL,P41145,NULL,NULL,,NULL
147860,Confirmatory,Binding affinity at cloned human opioid receptor kappa 1,"Title: Novel C-terminus modifications of the Dmt-Tic motif: a new class of dipeptide analogues showing altered pharmacological profiles toward the opioid receptors._||_Abstract: The design, synthesis and pharmacological evaluation of a novel class of Dmt-Tic dipeptide analogues are described. These resulting analogues bearing different C-terminal functionalities were found to bind to the human delta receptor with high affinity. One specific class of dipeptides bearing urea/thiourea functionalities showed partial to full activation of the delta receptor. Several dipeptides also showed good binding affinities with full activation of the human kappa receptor, a novel property for those ligands.",43,ChEMBL,CHEMBL751990,20181017,9890982|10055958|10872951|10874095|10884964|10893581|10893607|10982772|10992239|10992895|11003763|11016127|11024236|11090195|11091522|11112699|11123013|11145858|11728653|11729952|11784235|11811375|11827053|44287144,103218357|103279150|103279151|103279219|103279262|103279367|103279470|103279483|103279490|103279491|103279493|103279521|103279593|103279594|103279647|103279680|103279760|103279868|103279869|103279905|103279946|103279977|103280015|103316202,4986,NULL,P41145,Curation Efforts|Research and Development,11448220,0,NULL,P41145,NULL,NULL,,NULL
147862,Confirmatory,Binding affinity towards Opioid receptor kappa 1 by the displacement of [125I]-(D-Pro10)-Dynorphin A,"Title: 3-Aryl pyridone derivatives. Potent and selective kappa opioid receptor agonists._||_Abstract: A new series of 3-aryl pyridone based kappa opioid receptor agonists was designed and synthesised, based on an understanding of the classical kappa opioid receptor pharmacophore. The most potent of the new compounds were comparable to U-69,593 in receptor affinity, selectivity and functional agonist effect at the cloned human kappa opioid receptor.",43,ChEMBL,CHEMBL751992,20180930,105104,103177815,4986,NULL,P41145,Curation Efforts|Research and Development,11755353,0,NULL,P41145,NULL,NULL,,NULL
147864,Confirmatory,Binding affinity on cloned opioid receptor kappa 1 in human HEK293S cells using [125I]-D-Pro10-dynorphin A[1-11] as radioligand.,"Title: N,N-Diethyl-4-(phenylpiperidin-4-ylidenemethyl)benzamide: a novel, exceptionally selective, potent delta opioid receptor agonist with oral bioavailability and its analogues._||_Abstract: The design, synthesis, and pharmacological evaluation of a novel class of delta opioid receptor agonists, N, N-diethyl-4-(phenylpiperidin-4-ylidenemethyl)benzamide (6a) and its analogues, are described. These compounds, formally derived from SNC-80 (2) by replacing the piperazine ring with a piperidine ring containing an exocyclic carbon carbon double bond, were found to bind with high affinity and exhibit excellent selectivity for the delta opioid receptor as full agonists. 6a, the simplest structure in the class, exhibited an IC(50) = 0.87 nM for the delta opioid receptors and extremely high selectivity over the mu receptors (mu/delta = 4370) and the kappa receptors (kappa/delta = 8590). Rat liver microsome studies on a selected number of compounds show these olefinic piperidine compounds (6) to be considerably more stable than SNC-80. This novel series of compounds appear to interact with delta opioid receptors in a similar way to SNC-80 since they demonstrate similar SAR. Two general approaches have been established for the synthesis of these compounds, based on dehydration of benzhydryl alcohols (7) and Suzuki coupling reactions of vinyl bromide (8), and are herewith reported.",43,ChEMBL,CHEMBL857684,20181016,123924|9841259|10001960|10452891|10499145|10549849|10550601|10569964|10570940|10572649|10594839|10596575|10620902|10642670|10668838|10692042|10714960|10741016|10760626|10785784|10787424|10808721|10809678|10833535|11796211|23435898,103175041|103189456|103358650|103359040|103359255|103359320|103359323|103359339|103359348|103359350|103359357|103359358|103359387|103359395|103359396|103359442|103359477|103359486|103359504|103359506|103359538|103359539|103359543|103359544|103359666|103359794,4986,NULL,P41145,Curation Efforts|Research and Development,11052794,0,NULL,P41145,NULL,NULL,,NULL
147866,Confirmatory,Inhibition of [3H]U-69593 binding to human Opioid receptor kappa 1 in CHO cells,"Title: Discovery of the first potent and selective small molecule opioid receptor-like (ORL1) antagonist: 1-[(3R,4R)-1-cyclooctylmethyl-3- hydroxymethyl-4-piperidyl]-3-ethyl-1, 3-dihydro-2H-benzimidazol-2-one (J-113397).",43,ChEMBL,CHEMBL751995,20181016,10451761|10783436,103391044|103392095,4986,NULL,P41145,Curation Efforts|Research and Development,10602690,0,NULL,P41145,NULL,197,,NULL
147868,Confirmatory,Inhibition of [125I]-(D-Pro10)-Dynorphin A binding to human kappa opioid receptor from membranes of HEK293 cells,"Title: Synthesis and Biological activity of kappa opioid receptor agonists. Part 2: preparation of 3-aryl-2-pyridone analogues generated by solution- and solid-phase parallel synthesis methods._||_Abstract: New analogues of the previously described 3-aryl pyridone KOR agonists have been synthesised by parallel synthetic methods, both in solution- and with solid-phase chemistry, making use of the well known and versatile Mitsunobu, Suzuki and Buchwald reactions. Opioid receptor binding data for the compounds produced is reported.",43,ChEMBL,CHEMBL751852,20181001,105104|10024658|10224456|44269757|44269766|44269767|44269802|44269803|44269822|44269855|44269856|44269859|44269868|44269871|44269872|44269891|44269895|44269900|44269901|44269902|44269927|44269932|44269933|44269936|44269950|44269951|44269952|44269967|44269968|44269969|44269980|44269988|44269994|44270012,103177638|103177656|103177657|103177687|103177719|103177720|103177756|103177808|103177812|103177815|103177822|103177830|103177834|103177835|103177866|103177873|103177881|103177885|103177887|103177926|103177927|103177940|103177941|103177952|103177973|103177976|103177977|103178011|103178012|103178013|103178028|103178036|103178041|103178056,4986,NULL,P41145,Curation Efforts|Research and Development,12643930,0,NULL,P41145,NULL,45,,NULL
147870,Literature-derived,Inhibition of [3H]diprenorphine binding to the cloned human Kappa opioid receptors using 10 uM concentration of the compound,"Title: trans-3,4-dimethyl-4-(3-carboxamidophenyl)piperidines: a novel class of micro-selective opioid antagonists._||_Abstract: trans-3,4-Dimethyl-4-(3-carboxamidophenyl)piperidines constitute a novel class of micro opioid receptor antagonists. The CONH(2) group was found to be an effective isostere of the phenolic OH moiety. Structure-activity relationships at the piperidine nitrogen position led to the identification of several ligands displaying high affinity toward the cloned human micro opioid receptors, good selectivity micro/delta, micro/kappa, and potent in vitro antagonist activity.",43,ChEMBL,CHEMBL751854,20181001,44358987,103377526,4986,NULL,P41145,Curation Efforts|Research and Development,14643346,0,NULL,P41145,NULL,NULL,,NULL
147872,Literature-derived,Inhibition of [3H]diprenorphine binding to the cloned human delta opioid receptors using 10 uM concentration of the compound,"Title: trans-3,4-dimethyl-4-(3-carboxamidophenyl)piperidines: a novel class of micro-selective opioid antagonists._||_Abstract: trans-3,4-Dimethyl-4-(3-carboxamidophenyl)piperidines constitute a novel class of micro opioid receptor antagonists. The CONH(2) group was found to be an effective isostere of the phenolic OH moiety. Structure-activity relationships at the piperidine nitrogen position led to the identification of several ligands displaying high affinity toward the cloned human micro opioid receptors, good selectivity micro/delta, micro/kappa, and potent in vitro antagonist activity.",43,ChEMBL,CHEMBL751856,20181001,44358901,103377340,4986,NULL,P41145,Curation Efforts|Research and Development,14643346,0,NULL,P41145,NULL,NULL,,NULL
147874,Literature-derived,Inhibitory concentration against [125I]-(D-Pro10)-Dynorphin A binding to human kappa opioid receptor from membranes of HEK293 cells,"Title: Synthesis and Biological activity of kappa opioid receptor agonists. Part 2: preparation of 3-aryl-2-pyridone analogues generated by solution- and solid-phase parallel synthesis methods._||_Abstract: New analogues of the previously described 3-aryl pyridone KOR agonists have been synthesised by parallel synthetic methods, both in solution- and with solid-phase chemistry, making use of the well known and versatile Mitsunobu, Suzuki and Buchwald reactions. Opioid receptor binding data for the compounds produced is reported.",43,ChEMBL,CHEMBL751858,20181001,44269926,103177925,4986,NULL,P41145,Curation Efforts|Research and Development,12643930,0,NULL,P41145,NULL,45,,NULL
147876,Confirmatory,"Ability to inhibit agonist-stimulated (U69,593) [35S]GTP-gamma-S, binding, using cloned human Opioid receptor kappa 1 expressed in CHO cells","Title: Discovery of the first N-substituted 4beta-methyl-5-(3-hydroxyphenyl)morphan to possess highly potent and selective opioid delta receptor antagonist activity._||_Abstract: A structurally novel opioid delta receptor selective antagonist has been identified. This compound, (+)-5-(3-hydroxyphenyl)-4-methyl-2-(3-phenylpropyl)-2-azabicyclo[3.3.1]non-7-yl-(1-phenyl-1-cyclopentane)carboxamide [(+)-KF4, (+)-4], showed a K(e) value of 0.15 nM in the [(35)S]GTPgammaS functional assay. (+)-KF4 is also a delta inverse agonist with an IC(50) value of 1.8 nM. To our knowledge, this is the first potent and selective delta opioid receptor antagonist from the 5-phenylmorphan class of opioids.",43,ChEMBL,CHEMBL752469,20181017,5497186|44149909|44328387|44328406|44328435,103230026|103309745|103309816|103309893|103697951,4986,NULL,P41145,Curation Efforts|Research and Development,14711299,0,NULL,P41145,NULL,197,,NULL
147878,Confirmatory,"Antagonistic activity against cloned human Opioid receptor kappa 1 using U69,593 as ligand in [35S]GTP-gamma-S, assay","Title: Guanidino N-substituted and N,N-disubstituted derivatives of the kappa-opioid antagonist GNTI._||_Abstract: Derivatives of the highly selective kappa-opioid receptor antagonist GNTI (2a) have been prepared. Binding and functional studies conducted on cloned human opioid receptors expressed in Chinese hamster ovarian (CHO) cells suggested that adding a benzyl or a substituted benzyl group to the guanidino moiety led, in general, to a retention of high kappa-affinity and antagonist potency. Disubstitution of the guanidino moiety led to reduced kappa-selectivity.",43,ChEMBL,CHEMBL752471,20181017,5480230|9940052|10553426|11157443|11180584|11215747|11238343|11238737|11273472|11318909|11319221|11330655|11376776|11421830|11444917|11479033|11753736|11786990,103698780|103734750|103734754|103734755|103734756|103734757|103734758|103734759|103734760|103734761|103734762|103734763|103734764|103734765|103734766|103734767|163315899|163329636,4986,NULL,P41145,Curation Efforts|Research and Development,14640558,0,NULL,P41145,NULL,NULL,,NULL
147880,Confirmatory,"Antagonistic activity against human cloned Opioid receptor kappa 1 using U69,593 in [35S]GTP-gamma-S, assay","Title: Identification of (3R)-7-hydroxy-N-((1S)-1-[[(3R,4R)-4-(3-hydroxyphenyl)- 3,4-dimethyl-1-piperidinyl]methyl]-2-methylpropyl)-1,2,3,4-tetrahydro- 3-isoquinolinecarboxamide as a novel potent and selective opioid kappa receptor antagonist._||_Abstract: (3R)-7-Hydroxy-N-((1S)-1-[[(3R,4R)-4-(3-hydroxyphenyl)-3,4-dimethyl-1-piperidinyl]methyl]-2-methylpropyl)-1,2,3,4-tetrahydro-3-isoquinolinecarboxamide (JDTic) was identified as a potent and selective kappa opioid receptor antagonist. Structure-activity relationship (SAR) studies on JDTic analogues revealed that the 3R,4R stereochemistry of the 3,4-dimethyl-4-(3-hydroxyphenyl)piperidine core structure, the 3R attachment of the 7-hydroxy-1,2,3,4-tetrahydroisoquinoline group, and the 1S configuration of the 2-methylpropyl (isopropyl) group were all important to its kappa potency and selectivity. The results suggest that, like other kappa opioid antagonists such as nor-BNI and GNTI, JDTic requires a second basic amino group to express potent and selective kappa antagonist activity in the [(35)S]GTPgammaS functional assay. However, unlike previously reported kappa antagonists, JDTic also requires a second phenol group in rigid proximity to this second basic amino group. The potent and selective kappa antagonist properties of JDTic can be rationalized using the 'message-address' concept wherein the (3R,4R)-3,4-dimethyl-4-(hydroxyphenyl)piperidinyl group represents the message, and the basic amino and phenol group in the N substituent constitutes the address. It is interesting to note the structural commonality (an amino and phenol groups) in both the message and address components of JDTic. The unique structural features of JDTic will make this compound highly useful in further characterization of the kappa receptor.",43,ChEMBL,CHEMBL752473,20181017,5480230|9956146|10951763|11016305|11070421|11091606,103171086|103171185|103698780|103698799|163336637|163336638,4986,NULL,P41145,Curation Efforts|Research and Development,12825951,0,NULL,P41145,NULL,NULL,,NULL
