aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
1679107,Literature-derived,Binding affinity to MOR (unknown origin) at <= 1 uM,"Title: Synthesis and sigma receptor affinity of spiro[[2]benzopyran-1,1-cyclohexanes] with an exocyclic amino moiety in the 3-position_||_Abstract: The main functions of sigma1 receptors include the modulation of release and reuptake of neurotransmitters, the regulation of ion channels and the influence on intracellular signaling through modulation of calcium levels. Due to these properties, sigma1 receptors are interesting drug targets for the treatment of various neurological disorders, pain and cancer. In order to modify the distance between the pharmacophoric elements (the benzene ring of 2-benzopyran and an amino moiety), a set of spiro[[2]benzopyran-1,1-cyclohexan]-3-amines was synthesized. The key step of the synthesis was a Parham cyclization of 1-bromo-2-(2-bromoethyl)benzene (6) with the mono ketal 7 of cyclohexane-1,3-dione, which led in a one-pot reaction to the spirocyclic framework 8. Reductive amination of ketone 9 stereoselectively provided secondary amines cis-4, which were methylated to afford tertiary amines cis-5. Whereas spirocyclic compounds cis-4a and cis-5a bearing a benzyl moiety at the exocyclic amino moiety showed rather low sigma1 affinity, the corresponding cyclohexylmethyl derivatives cis-4b and cis-5b exhibited low nanomolar sigma1 affinity. The secondary amine cis-4b displayed the highest sigma1 receptor affinity (Ki = 5.4 nM) in this series. Methylation of the secondary amine cis-4b led to a slightly decreased sigma1 receptor affinity of cis-5b (Ki = 15 nM).",43,ChEMBL,CHEMBL4673758,20220318,162672290,461556225,4988,NULL,P35372,Curation Efforts|Research and Development,34046612,0,NULL,P35372,9606,NULL,,NULL
1679113,Confirmatory,Binding affinity to MOR (unknown origin),"Title: Synthesis and sigma receptor affinity of spiro[[2]benzopyran-1,1-cyclohexanes] with an exocyclic amino moiety in the 3-position_||_Abstract: The main functions of sigma1 receptors include the modulation of release and reuptake of neurotransmitters, the regulation of ion channels and the influence on intracellular signaling through modulation of calcium levels. Due to these properties, sigma1 receptors are interesting drug targets for the treatment of various neurological disorders, pain and cancer. In order to modify the distance between the pharmacophoric elements (the benzene ring of 2-benzopyran and an amino moiety), a set of spiro[[2]benzopyran-1,1-cyclohexan]-3-amines was synthesized. The key step of the synthesis was a Parham cyclization of 1-bromo-2-(2-bromoethyl)benzene (6) with the mono ketal 7 of cyclohexane-1,3-dione, which led in a one-pot reaction to the spirocyclic framework 8. Reductive amination of ketone 9 stereoselectively provided secondary amines cis-4, which were methylated to afford tertiary amines cis-5. Whereas spirocyclic compounds cis-4a and cis-5a bearing a benzyl moiety at the exocyclic amino moiety showed rather low sigma1 affinity, the corresponding cyclohexylmethyl derivatives cis-4b and cis-5b exhibited low nanomolar sigma1 affinity. The secondary amine cis-4b displayed the highest sigma1 receptor affinity (Ki = 5.4 nM) in this series. Methylation of the secondary amine cis-4b led to a slightly decreased sigma1 receptor affinity of cis-5b (Ki = 15 nM).",43,ChEMBL,CHEMBL4673764,20220318,162659961,461538615,4988,NULL,P35372,Curation Efforts|Research and Development,34046612,0,NULL,P35372,9606,NULL,,NULL
1680661,Confirmatory,Agonist activity at human MOR expressed in CHO cell membranes incubated for 60 mins scintillation counting assay,"Title: Synthesis, Biological, and Structural Explorations of New Zwitterionic Derivatives of 14- O-Methyloxymorphone, as Potent μ/δ Opioid Agonists and Peripherally Selective Antinociceptives._||_Abstract: Herein, the synthesis and pharmacological characterization of an extended library of differently substituted N-methyl-14- O-methylmorphinans with natural and unnatural amino acids and three dipeptides at position 6 that emerged as potent μ/δ opioid receptor (MOR/DOR) agonists with peripheral antinociceptive efficacy is reported. The current study adds significant value to our initial structure-activity relationships on a series of zwitterionic analogues of 1 (14- O-methyloxymorphone) by targeting additional amino acid residues. The new derivatives showed high binding and potent agonism at MOR and DOR in vitro. In vivo, the new 6-amino acid- and 6-dipeptide-substituted derivatives of 1 were highly effective in inducing antinociception in the writhing test in mice after subcutaneous administration, which was antagonized by naloxone methiodide demonstrating activation of peripheral opioid receptors. Such peripheral opioid analgesics may represent alternatives to presently available drugs for a safer pain therapy.",43,ChEMBL,CHEMBL4675312,20220318,12038831|12038832|12038839|12038840|12038841|13559325|69121986|69122001|69122070|69122084|69122105|69122130|69122146|69122268|69122277|69122295|69122316|69122318|69122329|69122353|69122359|69122376|69122388|69122411|69122546|69122671|69122691|69122698|69122855|69272251|69272828|162642888|162649638|162651466|162655857|162656415|162662543|162663430|162665866|162669429|162670841|162675391,103735497|124973603|461514351|461514822|461517027|461517587|461518418|461519398|461519457|461519607|461520304|461523196|461523936|461524389|461526589|461530573|461530827|461530893|461531292|461532185|461532846|461533636|461533655|461536617|461537638|461538826|461539361|461541382|461542366|461543645|461545344|461545470|461547087|461550750|461551585|461552176|461554194|461557746|461558052|461558072|461558712|461560621,4988,NULL,P35372,Curation Efforts|Research and Development,30571123,0,NULL,P35372,9606,NULL,,NULL
1680663,Literature-derived,Agonist activity at human MOR expressed in CHO cell membranes incubated for 60 mins scintillation counting assay relative to DAMGO,"Title: Synthesis, Biological, and Structural Explorations of New Zwitterionic Derivatives of 14- O-Methyloxymorphone, as Potent μ/δ Opioid Agonists and Peripherally Selective Antinociceptives._||_Abstract: Herein, the synthesis and pharmacological characterization of an extended library of differently substituted N-methyl-14- O-methylmorphinans with natural and unnatural amino acids and three dipeptides at position 6 that emerged as potent μ/δ opioid receptor (MOR/DOR) agonists with peripheral antinociceptive efficacy is reported. The current study adds significant value to our initial structure-activity relationships on a series of zwitterionic analogues of 1 (14- O-methyloxymorphone) by targeting additional amino acid residues. The new derivatives showed high binding and potent agonism at MOR and DOR in vitro. In vivo, the new 6-amino acid- and 6-dipeptide-substituted derivatives of 1 were highly effective in inducing antinociception in the writhing test in mice after subcutaneous administration, which was antagonized by naloxone methiodide demonstrating activation of peripheral opioid receptors. Such peripheral opioid analgesics may represent alternatives to presently available drugs for a safer pain therapy.",43,ChEMBL,CHEMBL4675314,20220318,12038831|12038832|12038839|12038840|12038841|13559325|69121986|69122001|69122070|69122084|69122105|69122130|69122146|69122268|69122277|69122295|69122316|69122318|69122329|69122353|69122359|69122376|69122388|69122411|69122546|69122671|69122691|69122698|69122855|69272251|69272828|162642888|162649638|162651466|162655857|162656415|162662543|162663430|162665866|162669429|162670841|162675391,103735497|124973603|461514351|461514822|461517027|461517587|461518418|461519398|461519457|461519607|461520304|461523196|461523936|461524389|461526589|461530573|461530827|461530893|461531292|461532185|461532846|461533636|461533655|461536617|461537638|461538826|461539361|461541382|461542366|461543645|461545344|461545470|461547087|461550750|461551585|461552176|461554194|461557746|461558052|461558072|461558712|461560621,4988,NULL,P35372,Curation Efforts|Research and Development,30571123,0,NULL,P35372,9606,NULL,,NULL
1681768,Literature-derived,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes at 10 uM incubated for 60 mins by liquid scintillation counting method,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676419,20220318,44247568|118560889|162659525,163334751|461526782|461538019,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1681769,Literature-derived,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation at 10 uM incubated for 45 mins by HTRF assay,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676420,20220318,44247568,163334751,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1681770,Literature-derived,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation at 1 uM incubated for 45 mins by HTRF assay,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676421,20220318,20522011|162667151|162674852,461530597|461548954|461559847,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1681771,Literature-derived,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes at 1 uM incubated for 60 mins by liquid scintillation counting method,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676422,20220318,20522011|118560993|162660406|162667151|162674852,461527641|461530597|461539253|461548954|461559847,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1681776,Literature-derived,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay relative to DAMGO,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676427,20220318,5284603|70552386|102004349|118560871|118560963|118560969|118560973|118560990|118561036|118561045|118561057|118561095|118561097|118561099|118561105|118562325|118562403|118567543|162644152|162655458|162669410,103189261|440137689|440183758|461515072|461515287|461516155|461520157|461525412|461528054|461528414|461530552|461531691|461531854|461532278|461536823|461537779|461545419|461549433|461552149|461552167|461561908,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1681777,Confirmatory,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676428,20220318,5284603|20522011|44247568|70552386|102004349|118560871|118560889|118560963|118560969|118560973|118560990|118560993|118561036|118561045|118561057|118561095|118561097|118561099|118561105|118562325|118562403|118567543|162644152|162655458|162659525|162660406|162667151|162669410|162674852,103189261|163334751|440137689|440183758|461515072|461515287|461516155|461520157|461525412|461526782|461527641|461528054|461528414|461530552|461530597|461531691|461531854|461532278|461536823|461537779|461538019|461539253|461545419|461548954|461549433|461552149|461552167|461559847|461561908,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1681778,Confirmatory,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676429,20220318,5284603|20522011|44247568|70552386|102004349|118560871|118560889|118560963|118560969|118560973|118560990|118560993|118561036|118561045|118561057|118561095|118561097|118561099|118561105|118562325|118562403|118567543|162644152|162655458|162659525|162660406|162667151|162669410|162674852,103189261|163334751|440137689|440183758|461515072|461515287|461516155|461520157|461525412|461526782|461527641|461528054|461528414|461530552|461530597|461531691|461531854|461532278|461536823|461537779|461538019|461539253|461545419|461548954|461549433|461552149|461552167|461559847|461561908,4988,NULL,P35372,Curation Efforts|Research and Development,33064947,0,NULL,P35372,9606,NULL,,NULL
1682287,Literature-derived,Inhibition of human Mu-type opioid receptor at 10 uM relative to control,"Title: Pyridine alkaloids with activity in the central nervous system._||_Abstract: This review discusses all pyridine alkaloids with CNS activity, their therapeutic potential, and the interesting array of sources whence they originate.",43,ChEMBL,CHEMBL4676938,20220318,854019,103707730,4988,NULL,P35372,Curation Efforts|Research and Development,33120080,0,NULL,P35372,9606,NULL,,NULL
