,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
17,62582,Literature-derived,Compound was evaluated for its Dopamine receptor antagonist activity in the superfused rabbit ear artery preparation; Inactive at 100 uM,"Title: Synthesis and evaluation of novel alkylpiperazines as potential dopamine antagonists._||_Abstract: Several alkylpiperazines, monocyclic subfragments of known tricyclic neuroleptic agents, were evaluated as dopamine antagonists in the isolated rabbit ear artery preparation. Compound prepared and evaluated are of the general structure Ar-X-(CH2)n-Y, where X = C, O, and N, n = 1-3, and Y, for the most part, was 4-methylpiperazine. Those compounds where X - NH, n = 3, and X = (Z)-CH - CH, n = 2, with an electron-withdrawing group meta to the side chain, possess dopamine antagonist activity comparable to that of clozapine. It is concluded that the entire tricyclic structure of phenothiazine-like agents (or at least more than a monocyclic ring system) is necessary for optimal activity as a dopamine antagonist in the receptor preparation used in this study.",43,ChEMBL,CHEMBL672971,20200630,12730769,103411769,1812|1813|1814|1815|1816,,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,7252977,0,,P14416|P21728|P21917|P21918|P35462,9986.0,,,,0,0,1,1,1,1
18,63034,Confirmatory,Binding affinity towards Dopamine receptor,"Title: Binding of beta-carbolines at 5-HT(2) serotonin receptors._||_Abstract: A series of ring-substituted (i.e., methoxy and bromo) 3,4-dihydro- and 1,2,3,4-tetrahydro-beta-carbolines was examined at 5-HT(2A) and 5-HT(2C) serotonin receptors. Whereas most of the methoxy-substituted derivatives typically displayed affinities similar to their unsubstituted parents, certain (particularly 8-substituted) bromo derivatives displayed enhanced affinity. A binding profile was obtained for selected beta-carbolines.",43,ChEMBL,CHEMBL675880,20200630,160510|417052|5280953,103163980|103227237|103360542,1812|1813|1814|1815|1816,,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,14643338,0,,P14416|P21728|P21917|P21918|P35462,,,,,0,0,0,0,0,0
19,63036,Literature-derived,Compound was evaluated for its binding affinity towards Dopamine receptor,"Title: The pKa of butaclamol and the mode of butaclamol binding to central dopamine receptors._||_Abstract: The pKa values for butaclamol (1), 1,2,3,5,6,10b beta-hexahydro-6 alpha-phenylpyrrolo[2,1-alpha]isoquinoline (2, McN-4612-Y), and 2-tert-butyl-1,3,4,6,7,11b beta-hexahydro-7 beta-phenyl-2H-benzo[alpha]quinolizin-2 alpha-ol (3, McN-4171) were determined to be 7.2, 9.1, and 7.0, respectively. The values for 1 and 3 are anomalous; however, the value for 1 (7.2) is not as low as the one reported in the literature (pKa = 5.9). We also determined pKa values for apomorphine, chlorpromazine, and lidocaine, for reference purposes (7.6, 9.2, and 7.9, respectively). The results indicate that 1 would not be predominantly unprotonated under the physiological conditions of receptor binding, rather it would be about 50% protonated. This fact may contravene a suggested binding model used to map the central dopamine receptor (viz., ref 3).",43,ChEMBL,CHEMBL675882,20200628,2726|3676|6005|37461|3053247|13202963,103167211|103169389|103169867|103362936|103362992|123090849,1812|1813|1814|1815|1816,,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,2579238,0,,P14416|P21728|P21917|P21918|P35462,,,,,0,0,0,0,0,0
26,64814,Confirmatory,Compound was evaluated for effective concentration required for stimulation of mitogenesis in Dopamine receptor D3 transfected CHO p-5 cells,Compound was evaluated for effective concentration required for stimulation of mitogenesis in Dopamine receptor D3 transfected CHO p-5 cells,43,ChEMBL,CHEMBL670419,20180908,10457321,103199729,1814,,P35462,Curation Efforts|Research and Development,,0,,P35462,,197.0,,,0,0,0,0,0,0
30,64822,Confirmatory,Antagonistic activity of quinpirole stimulation of mitogenesis in human Dopamine receptor D3 transfected CHO cells,"Title: N-(4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butyl, butenyl and butynyl)arylcarboxamides as novel dopamine D(3) receptor antagonists._||_Abstract: The dopamine D(3) receptor subtype has been targeted as a potential neurochemical modulator of the behavioral actions of psychomotor stimulants, such as cocaine. Previous synthetic studies provided structural requirements for high affinity binding to D(3) receptors which included a 2,3-dichloro-phenylpiperazine linked to an arylamido function via a butyl chain. To reduce lipophilicity of these agents and further investigate optimal conformation, a second series of 15 novel ligands was designed that included heteroaromatic substitution and unsaturated alkyl linkers. These compounds were synthesized and evaluated for binding at rat D(3) and D(2) receptors stably expressed in Sf9 cells. D(3) binding affinities ranged from K(i)=0.6-1080 nM, with a broad range of D(3)/D(2) selectivities (2-97). The discovery of potent, selective and bioavailable D(3) receptor ligands will provide essential molecular probes to elucidate the role D(3) receptors play in the psychomotor stimulant and reinforcing effects of cocaine.",43,ChEMBL,CHEMBL670425,20180930,44309509|44309876,103265393|103266140,1814,,P35462,Curation Efforts|Research and Development,12798330,0,,P35462,,197.0,,,0,0,1,1,1,1
31,64824,Confirmatory,Binding affinity to cloned human Dopamine receptor D3 expressed in CHO cells by [3H]spiperone displacement.,"Title: SAR of novel biarylmethylamine dopamine D4 receptor ligands._||_Abstract: SAR for a novel series of dopamine D4 receptor ligands is shown. Very selective, highly potent compounds like 1-(2-pyrimidinyl)-4-(3-(3-thienyl)-benzyl)-piperazine (5f) and 2-(4-(1-fluorenylmethyl)-1-piperazinyl)-pyrimidine (8c) were obtained.",43,ChEMBL,CHEMBL670427,20180909,9949655|10450082|11957618|11957730|15840855|17888044|21186098|21186102|21186115|21186124|21186138|21186143|21186148|21186186|21186192|21186194|44304314,103253739|103253744|103253746|103253751|103253752|103253770|103253783|103253816|103253910|103253918|103253943|103253953|103253984|103254473|103254511|103254512|103669327,1814,,P35462,Curation Efforts|Research and Development,9873481,0,,P35462,,197.0,,,0,0,0,0,0,0
34,64830,Literature-derived,Binding affinity to cloned human Dopamine receptor D3 expressed in CHO cells using [3H]spiperone at 100 nM concentration,"Title: SAR of novel biarylmethylamine dopamine D4 receptor ligands._||_Abstract: SAR for a novel series of dopamine D4 receptor ligands is shown. Very selective, highly potent compounds like 1-(2-pyrimidinyl)-4-(3-(3-thienyl)-benzyl)-piperazine (5f) and 2-(4-(1-fluorenylmethyl)-1-piperazinyl)-pyrimidine (8c) were obtained.",43,ChEMBL,CHEMBL670582,20180909,15384397|44304345|44304600|44304616,103253745|103253988|103254510|103254547,1814,,P35462,Curation Efforts|Research and Development,9873481,0,,P35462,,197.0,,,0,0,0,0,0,0
40,64964,Confirmatory,Displacement of [3H]spiperone from human Dopamine receptor D3 expressed in HEK293 cells,Title: 4-N-linked-heterocyclic piperidine derivatives with high affinity and selectivity for human dopamine D4 receptors._||_Abstract: The syntheses of a number of different N-linked heterocyclic pyrazole replacements based on the structure 1 are described (compounds 3-12) as hD4 ligands. After further optimisation the best compound identified was 13 which has high affinity for hD4 (5.2 nM) and >300-fold selectivity for hD4 receptors over hD2 and hD3 receptors.,43,ChEMBL,CHEMBL674989,20180909,9949442|10360923|10615437|12052258|21219144|21219154|21219156|21219157|21219160|21219164|21219166|21219167|21219173|21219176|44459452|44459463|135398737,103165765|103192389|103192443|103192583|103192595|103192596|103192597|103192604|103192607|103192608|103192609|103192610|103192620|103192636|103192638|103192642|103192663,1814,,P35462,Curation Efforts|Research and Development,10340615,0,,P35462,,45.0,,,0,0,0,0,0,0
41,64966,Confirmatory,Affinity for the Human Dopamine receptor D3 was determined using membranes from CHO cells labeled with [3H]spiperone,Title: New generation dopaminergic agents. Part 8: heterocyclic bioisosteres that exploit the 7-OH-2-(aminomethyl)chroman D(2) template._||_Abstract: Based on the 7-OH-2-(aminomethyl)chroman dopamine D(2) template (2) is described the preparation and resolution of two bioisosteric analogues. The benzimidazol-2-one derivative (6) had similar affinity to the known indolone derivative (4).,43,ChEMBL,CHEMBL674991,20180930,9820313|9861459|9948584|10063875|10378389|10470579|10613605,103251600|103251614|103253086|103302677|103302704|103302710|103302711,1814,,P35462,Curation Efforts|Research and Development,11814775,0,,P35462,,197.0,,,0,0,0,0,0,0
48,64980,Confirmatory,Binding affinity evaluated for the displacement of [3H]-spiperone against human dopamine receptor D3,"Title: Azaindole derivatives with high affinity for the dopamine D4 receptor: synthesis, ligand binding studies and comparison of molecular electrostatic potential maps._||_Abstract: Piperazinylmethyl substituted pyrazolo[1,5-a]pyridines and related heterocycles were synthesized and found to recognize selectively the dopamine D4 receptor. For the most potent derivative 10d a Ki value of 2.0 nM was observed. SAR studies including the comparison of molecular isopotential surfaces were performed.",43,ChEMBL,CHEMBL673448,20180909,511482|5311200|10404144|10454684|15522515|44263882|44264622|44264623|44264629|44264641|44264642|44264644|44264682|44264741|44264742|135398737,103165569|103165660|103165667|103165668|103165699|103165743|103165744|103165747|103165750|103165765|103165863|103165864|103165865|103165976|103165984|103165985,1814,,P35462,Curation Efforts|Research and Development,9990464,0,,P35462,,,,,0,0,0,0,0,0
50,64984,Confirmatory,Binding affinity measured at the Dopamine receptor D3 by the inhibition of [3H]YM-09151-2 binding to human recombinant CCL 1.3 cells using unlabeled 7-OH-DPAT for nonspecific binding.,"Title: 7-[3-(1-piperidinyl)propoxy]chromenones as potential atypical antipsychotics. 2. Pharmacological profile of 7-[3-[4-(6-fluoro-1, 2-benzisoxazol-3-yl)-piperidin-1-yl]propoxy]-3-(hydroxymeth yl)chromen -4-one (abaperidone, FI-8602)._||_Abstract: A series of novel 7-[3-(1-piperidinyl)propoxy]chromenones was synthesized and tested as potential antipsychotics in several in vitro and in vivo assays. The compounds possessed good affinity for D2 receptors, together with a greater affinity for 5-HT2 receptors, a profile which has been proposed as a model for atypical antipsychotics. Several agents also displayed a high potency in the climbing mice assay on oral administration, suggesting a potent antipsychotic effect as compared to reference standards. Compound 23 was selected for further pharmacological evaluation. Induction of catalepsy and inhibition of stereotypies weaker than standards, along with a lower increase in serum prolactin levels, were indicative of a potential atypical profile for this compound. From these results, 7-[3-[4-(6-fluoro-1, 2-benzisoxazol-3-yl)piperidin-1-yl]propoxy]-3-(hydroxymethyl )chromen- 4-one (23, abaperidone) has been proposed for clinical evaluation in humans as a potential atypical antipsychotic.",43,ChEMBL,CHEMBL674521,20181016,5073|3037308|135398737,103165765|103170825|103397324,1814,,P35462,Curation Efforts|Research and Development,9876110,0,,P35462,,,,,0,0,0,0,0,0
54,64992,Confirmatory,Binding affinity to rat Dopamine receptor D3 expressed in CHO cells was determined using [125 I] iodosulpride as radioligand,"Title: Aryl 1-but-3-ynyl-4-phenyl-1,2,3,6-tetrahydropyridines as potential antipsychotic agents: synthesis and structure-activity relationships._||_Abstract: A novel series of aryl 1-but-3-ynyl-4-phenyl-1,2,3,6-tetrahydropyridines with dopaminergic activity is described. The structure-activity relationships of this series were studied by synthesis of analogs and evaluation of their affinities for the dopamine (DA) D2 receptor and inhibition of locomotor activity (LMA) in rodents. The basic amine, alkyne chain length, and aryl groups were varied. Compounds having a 4-phenyl-1,2,3,6-tetrahydropyridine and an aryl group with hydrogen-bonding substituents separated by a butynyl chain were found to have the most potent dopaminergic activity. Several compounds that were found to have exceptional in vivo activity in LMA inhibition in rodents were evaluated for additional pharmacological activity including binding affinities for other DA receptor subtypes as well as effects on brain DA synthesis, DA neuronal firing, and conditioned avoidance responding in squirrel monkeys.",43,ChEMBL,CHEMBL675895,20181015,10425024|10780717,103329268|103329269,1814,,P35462,Curation Efforts|Research and Development,8759640,0,,P35462,,197.0,,,0,0,0,0,0,0
58,65120,Confirmatory,Displacement of [3H]spiperone from human Dopamine receptor D3 expressed in CHO cells,Title: Isoindolinone enantiomers having affinity for the dopamine D4 receptor._||_Abstract: PD 108635 (1) was identified as a potent dopamine D4 ligand and we wanted to replace the benzylic alcohol with a metabolically more stable moiety. Investigations led to the discovery of a series of isoindolinones having D4 affinity.,43,ChEMBL,CHEMBL675669,20180909,5311200|9797200|9819770|9820085|9841608|9906454|9907461|9949601|15888352|44283757|44283889|44283891|44283941,103165750|103210974|103211003|103211412|103211478|103211685|103211686|103211688|103211719|103211797|103211798|103211800|103211841,1814,,P35462,Curation Efforts|Research and Development,9873377,0,,P35462,9606.0,197.0,,,0,0,0,0,0,0
64,65132,Confirmatory,Compound was measured for its ability to compete with [125I]NCQ298 binding to the human Dopamine receptor D3 transfected in CHO cells,"Title: Molecular modeling of the three-dimensional structure of dopamine 3 (D3) subtype receptor: discovery of novel and potent D3 ligands through a hybrid pharmacophore- and structure-based database searching approach._||_Abstract: The dopamine 3 (D3) subtype receptor has been implicated in several neurological conditions, and potent and selective D3 ligands may have therapeutic potential for the treatment of drug addiction, Parkinson's disease, and schizophrenia. In this paper, we report computational homology modeling of the D3 receptor based upon the high-resolution X-ray structure of rhodopsin, extensive structural refinement in the presence of explicit lipid bilayer and water environment, and validation of the refined D3 structural models using experimental data. We further describe the development, validation, and application of a hybrid computational screening approach for the discovery of several classes of novel and potent D3 ligands. This computational approach employs stepwise pharmacophore and structure-based searching of a large three-dimensional chemical database for the identification of potential D3 ligands. The obtained hits are then subjected to structural novelty screening, and the most promising compounds are tested in a D3 binding assay. Using this approach we identified four compounds with K(i) values better than 100 nM and eight compounds with K(i) values better than 1 microM out of 20 compounds selected for testing in the D3 receptor binding assay. Our results suggest that the D3 structural models obtained from this study may be useful for the discovery and design of novel and potent D3 ligands. Furthermore, the employed hybrid approach may be more effective for lead discovery from a large chemical database than either pharmacophore-based or structure-based database screening alone.",43,ChEMBL,CHEMBL675049,20181017,57267,103168004,1814,,P35462,Curation Efforts|Research and Development,14521403,0,,P35462,,197.0,,,0,0,0,0,0,0
65,65134,Confirmatory,Ability to compete with [3H]YM-09151-2 binding to the human dopamine receptor D3 transfected in CHO cells,"Title: Molecular modeling of the three-dimensional structure of dopamine 3 (D3) subtype receptor: discovery of novel and potent D3 ligands through a hybrid pharmacophore- and structure-based database searching approach._||_Abstract: The dopamine 3 (D3) subtype receptor has been implicated in several neurological conditions, and potent and selective D3 ligands may have therapeutic potential for the treatment of drug addiction, Parkinson's disease, and schizophrenia. In this paper, we report computational homology modeling of the D3 receptor based upon the high-resolution X-ray structure of rhodopsin, extensive structural refinement in the presence of explicit lipid bilayer and water environment, and validation of the refined D3 structural models using experimental data. We further describe the development, validation, and application of a hybrid computational screening approach for the discovery of several classes of novel and potent D3 ligands. This computational approach employs stepwise pharmacophore and structure-based searching of a large three-dimensional chemical database for the identification of potential D3 ligands. The obtained hits are then subjected to structural novelty screening, and the most promising compounds are tested in a D3 binding assay. Using this approach we identified four compounds with K(i) values better than 100 nM and eight compounds with K(i) values better than 1 microM out of 20 compounds selected for testing in the D3 receptor binding assay. Our results suggest that the D3 structural models obtained from this study may be useful for the discovery and design of novel and potent D3 ligands. Furthermore, the employed hybrid approach may be more effective for lead discovery from a large chemical database than either pharmacophore-based or structure-based database screening alone.",43,ChEMBL,CHEMBL675051,20181017,4615|13122|68663|71101|99601|117370|182600|224518|229971|229972|304988|305306|319767|326582|327142|336212|336213|338743|345239|408500|408574|409671|422809|424716|424721|426310|6086459|54732338,103175665|103304926|103374843|103374856|103374899|103374935|103374936|103375031|103375059|103375226|103375236|103375238|103375285|103375311|103375457|103375458|103375477|103375478|103375501|103375594|103375595|103375596|103375711|103375720|103375738|103375739|103376071|103376072,1814,,P35462,Curation Efforts|Research and Development,14521403,0,,P35462,,197.0,,,0,0,0,0,0,0
66,65136,Confirmatory,Compound was measured for the binding affinity in chinese hamster ovary (CHO) cells transfected with human Dopamine receptor D3 using [3H]raclopride as radioligand,"Title: Phenylpiperazine derivatives with strong affinity for 5HT1A, D2A and D3 receptors._||_Abstract: Four 7-[3-(4-phenyl-1-piperazinyl)propoxy]coumarins were synthesized. The affinities of these compounds for DA (D2A, D3) and 5HT1A receptors were evaluated for their ability to displace [3H]-raclopride and [3H]-8-OH-DPAT respectively from their specific binding sites. The affinities of the target compounds were all in the nanomolar range and followed the order 5-HT1A > D2 > D3.",43,ChEMBL,CHEMBL675053,20180909,9976024|10317514|10340492|10384998,103233334|103346538|103346539|103346567,1814,,P35462,Curation Efforts|Research and Development,9934472,0,,P35462,,197.0,,,0,0,0,0,0,0
71,65146,Confirmatory,In vitro ability to inhibit the binding of [3H]7-OH-DPAT to cloned human Dopamine receptor D3 using apomorphine induced climbing test in male Swiss mice,"Title: The acute EPS of haloperidol may be unrelated to its metabolic transformation to BCPP+._||_Abstract: We have previously proposed that haloperidol's debilitating extrapyramidal symptoms (EPS) may be associated with its quaternary BCPP+ (an MPP+ like species) metabolite formed in vivo. However, recent work on D2 knock out mice suggests that haloperidol's EPS may be related to its potent D2 binding (K(i)=0.9 nM). In this study, we explore this question by synthesizing and testing an analogue (DS-27) that binds to D2 receptors with higher affinity than haloperidol, but cannot form quaternary metabolites. This study suggests that D2 affinity may be the primary underlying mechanism for acute catalepsy induction by haloperidol.",43,ChEMBL,CHEMBL675216,20181001,3559|13091268|135398737,103165765|103167216|103488767,1814,In vitro,P35462,Curation Efforts|Research and Development,14552778,0,,P35462,,,,,0,0,0,0,0,0
72,65148,Confirmatory,In vitro binding affinity is the ability to displace [3H]spiperone from human Dopamine receptor D3 expressed in CHO-K1 cells,"Title: Synthesis and dopaminergic activity of pyridine analogs of 5-hydroxy-2-(di-n-propylamino)tetralin._||_Abstract: The pyridine analogs of 5-hydroxy-2-(di-n-propylamino)tetralin (5-OH-DPAT), 4-6, were synthesized, and their biological activity was compared to that of 5-OH-DPAT. Compounds 4 and 6 exhibited activity similar to 5-OH-DPAT in dopamine (DA) D2 and D3 receptor binding and in autoreceptor activation as measured by their ability to reverse the gamma-butyrolactone-induced increase in rat DA synthesis. Behaviorally, 4 and 6 decreased locomotor activity (LMA) in rats (sc) at low doses but did not increase LMA to the same extent as 5-OH-DPAT at higher doses, indicating that 4 and 6 may be more selective for the DA autoreceptor. While 4 was less active orally in rats, 6 appeared to retain most of its behavioral potency. Analog 5 showed little activity in vivo or in vitro.",43,ChEMBL,CHEMBL675217,20181014,12898419|13670706,103325853|103325855,1814,In vitro,P35462,Curation Efforts|Research and Development,7636875,0,,P35462,,198.0,,,0,0,0,0,0,0
77,65282,Confirmatory,Tested for the binding constant against cloned human Dopamine receptor D3 in HEK cells by displacing [3H]spiperone,Title: A novel series of hybrid compounds derived by combining 2-aminotetralin and piperazine fragments: binding activity at D2 and D3 receptors._||_Abstract: A series of 7-hydroxy-2-[N-alkyl-(N-(4-phenylpiperazine)-alkyl)amino]tetralins was developed based on a novel hybrid approach that combined 2-aminotetralin and arylpiperazine pharmacophoric moieties. Our preliminary study revealed that a four-methylene butyl linker produced very potent compounds for both the D2 and D3 receptors. Further structure-activity studies led to a novel template showing 50- to 100-fold selectivity for the D3 receptor.,43,ChEMBL,CHEMBL674833,20180930,10178704|10200368|10228202|10364677|10479465|22261332|22261340|44371025|44371356|44371566,103405835|103406355|103406394|103406395|103406397|103406408|103406414|103406450|103406454|103406793,1814,,P35462,Curation Efforts|Research and Development,11844685,0,,P35462,9606.0,45.0,,,0,0,0,0,0,0
