,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
24,147929,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in washed guinea pig brain membranes at 20(nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL755119,20200628,71719111,164141793,4985,,P41143,Curation Efforts|Research and Development,1320121,0,,P41143,10141.0,,,,0,0,0,0,0,0
25,147931,Literature-derived,Compound was evaluated for the percent recovery of 1.0 nM of [3H]- DPDPE binding to Opioid receptor delta 1 in washed guinea pig brain membranes at 25 (nM) concentration,"Title: Electrophilic opioid ligands. Oxygen tethered alpha-methylene-gamma-lactone, acrylate, isothiocyanate, and epoxide derivatives of 6 beta-naltrexol._||_Abstract: O6-Ether derivatives of 6 beta-naltrexol in which the ether substituent includes various electrophilic groups have been synthesized in an effort to examine structure-activity requirements at the 6 beta-substituent for receptor affinity and irreversibility of binding in opioid receptor preparations. A series of tethered 6 beta-ethers having terminal epoxides, alpha-methylene-gamma-lactones, and an isothiocyanate group were prepared. The stereochemistry of the alpha-methylene-gamma-lactones was established by convergent synthesis of their reduction products from epoxides of known absolute stereochemistry. In general, the tested compounds showed comparable affinity and selectivity for the receptor subtypes. All were found with high affinity for mu-sites. The terminal epoxide ether diastereomers 8 and 9 were not bound irreversibly in the assay for total opioid receptors. The alpha-methylene-gamma-lactone diastereomers 10 and 11, and their O14-acetyl precursors 20 and 21, respectively, varied in their irreversible effects, but where noted these effects were mu-site selective. Methacrylate ether 7 and isothiocyanate ether 12 were bound irreversibly at both mu- and delta-sites.",43,ChEMBL,CHEMBL755121,20200628,15663419,103279100,4985,,P41143,Curation Efforts|Research and Development,1320121,0,,P41143,10141.0,,,,0,0,0,0,0,0
26,147933,Literature-derived,Relative potency with respect to morphine was evaluated for Opioid receptor delta 1 of guinea pig brain,"Title: Synthesis and activity profiles of new dermorphin-(1-4) peptide analogues._||_Abstract: A new series of 12 dermorphin tetrapeptides, W-Tyr-D-MetO-Phe-Xaa-Y (W = H, H2NC = (NH); Xaa = Gly, Sar, D-Ala; Y = OH, OCH3, NH2) were prepared by traditional methods in solution and tested for opioid activity. In binding studies based on displacement of mu, delta, and kappa opioid receptor selective radiolabels from guinea pig brain membranes, the new analogues showed a negligible affinity for the kappa binding site and a preference for mu- over delta-receptors with an evident dependence on N- and/or C-terminal modifications; H-Tyr-D-MetO-Phe-Gly-OCH3 was shown to be one of the most selective mu-receptor ligands reported to date. All these tetrapeptides display dose-related naloxone-reversible antinociceptive effects following intracerebroventricular (icv) or subcutaneous (sc) administrations in mice. In comparison to morphine, H-Tyr-D-MetO-Phe-Sar-NH2 and the guanidino derivative H2NC = (NH)-Tyr-D-MetO-Phe-Gly-NH2 showed lower affinity for mu, delta, and kappa sites but exceptionally stronger analgesia: respectively they are 560 and 1550 times as potent an analgesic as morphine. Among analogues tested after sc administration, H-Tyr-D-MetO-Phe-Sar-NH2 and H-Tyr-D-MetO-Phe-D-Ala-OH displayed the highest activities; they were respectively 22 and 30 times more potent than morphine on a molar basis. These results indicate that N- or C-terminal modifications and substitution at position 2 or 4 of dermorphin-(1-4) peptide do not only influence the affinity of the resulting analogues to opioid receptors but also may favorably alter their pharmacokinetic properties.",43,ChEMBL,CHEMBL754279,20200628,5485199,103193883,4985,,P41143,Curation Efforts|Research and Development,2887656,0,,P41143,10141.0,,,,0,0,0,0,0,0
36,148067,Confirmatory,GTPgammaS binding in cloned human Opioid receptor delta 1 transfected into hamster ovary cells,"Title: Structural determinants of efficacy for kappa opioid receptors in the orvinol series: 7,7-spiro analogues of buprenorphine.",43,ChEMBL,CHEMBL751919,20181016,44279592|44279594|44279686|44279699,103203508|103203509|103203654|103203696,4985,,P41143,Curation Efforts|Research and Development,10649968,0,,P41143,,,,,0,0,0,0,0,0
38,148071,Literature-derived,Maximum stimulation of delta opioid receptor by GTP-gamma [35S]- binding assay,"Title: Novel C-terminus modifications of the Dmt-Tic motif: a new class of dipeptide analogues showing altered pharmacological profiles toward the opioid receptors._||_Abstract: The design, synthesis and pharmacological evaluation of a novel class of Dmt-Tic dipeptide analogues are described. These resulting analogues bearing different C-terminal functionalities were found to bind to the human delta receptor with high affinity. One specific class of dipeptides bearing urea/thiourea functionalities showed partial to full activation of the delta receptor. Several dipeptides also showed good binding affinities with full activation of the human kappa receptor, a novel property for those ligands.",43,ChEMBL,CHEMBL883552,20181017,9890982|10055958|10872951|10874095|10982772|11016127|11090195|11091522|11112699|11729952|11827053,103279151|103279219|103279262|103279470|103279483|103279521|103279869|103279946|103279977|103280015|103316202,4985,,P41143,Curation Efforts|Research and Development,11448220,0,,P41143,9606.0,,,,0,0,0,0,0,0
40,148075,Confirmatory,Binding affinity against delta opiate receptor using [3H]DPDPE,"Title: From hit to lead. Analyzing structure-profile relationships._||_Abstract: Two compounds, obtained by random screening, and displaying micromolar activities on the mu opiate receptor were used as starting points for optimization. In that work, the traditional concept of the activity of a compound (related to one or a few targets) was extended to the comprehensive pharmacological profile of that compound on more than 70 receptors, transporters, and channels relevant to a CNS-oriented project. Using the two complementary design strategies based on two similarity concepts described in the previous paper, we have obtained analogues with IC(50) values ranging between 0.9 nM and a few micromolar on the mu receptor and displaying qualitatively different profiles. We discuss here, both on a case-by-case basis and from a statistical standpoint, the pharmacological profiles in light of the two similarity concepts.",43,ChEMBL,CHEMBL750409,20181017,16362|104920|5282407|24978531,103503415|103672801|103672873|242610898,4985,,P41143,Curation Efforts|Research and Development,11585444,0,,P41143,9606.0,,,,0,0,0,0,0,0
41,148077,Confirmatory,Inhibition of ligand binding to human delta opioid receptor.,"Title: From hit to lead. Analyzing structure-profile relationships._||_Abstract: Two compounds, obtained by random screening, and displaying micromolar activities on the mu opiate receptor were used as starting points for optimization. In that work, the traditional concept of the activity of a compound (related to one or a few targets) was extended to the comprehensive pharmacological profile of that compound on more than 70 receptors, transporters, and channels relevant to a CNS-oriented project. Using the two complementary design strategies based on two similarity concepts described in the previous paper, we have obtained analogues with IC(50) values ranging between 0.9 nM and a few micromolar on the mu receptor and displaying qualitatively different profiles. We discuss here, both on a case-by-case basis and from a statistical standpoint, the pharmacological profiles in light of the two similarity concepts.",43,ChEMBL,CHEMBL750411,20181017,10004950|10408431|10905740|10907460|10918307|10937901|10948527|10949380|10981761|11005810|11035765|11059058|11059305|11092200|11113605|11143820|11730467|11761059|11811722|44342270,103338362|103338363|103338365|103338403|103338611|103338780|103338787|103338819|103338822|103338833|103338860|103339052|103339117|103339119|103339181|103339458|103339707|103339709|103339798|103340187,4985,,P41143,Curation Efforts|Research and Development,11585444,0,,P41143,,,,,0,0,0,0,0,0
42,148079,Confirmatory,Binding affinity at cloned human delta-opioid receptor,"Title: Novel C-terminus modifications of the Dmt-Tic motif: a new class of dipeptide analogues showing altered pharmacological profiles toward the opioid receptors._||_Abstract: The design, synthesis and pharmacological evaluation of a novel class of Dmt-Tic dipeptide analogues are described. These resulting analogues bearing different C-terminal functionalities were found to bind to the human delta receptor with high affinity. One specific class of dipeptides bearing urea/thiourea functionalities showed partial to full activation of the delta receptor. Several dipeptides also showed good binding affinities with full activation of the human kappa receptor, a novel property for those ligands.",43,ChEMBL,CHEMBL750413,20181017,9890982|10055958|10872951|10874095|10884964|10893581|10893607|10982772|10992239|10992895|11003763|11016127|11024236|11090195|11091522|11112699|11123013|11145858|11728653|11729952|11784235|11811375|11827053|44287144,103218357|103279150|103279151|103279219|103279262|103279367|103279470|103279483|103279490|103279491|103279493|103279521|103279593|103279594|103279647|103279680|103279760|103279868|103279869|103279905|103279946|103279977|103280015|103316202,4985,,P41143,Curation Efforts|Research and Development,11448220,0,,P41143,,,,,0,0,0,0,0,0
47,148089,Confirmatory,Inhibition of binding of [3H]- -naltrindole (0.15 nM) to membranes from CHO cells expressing Opioid receptor delta 1,"Title: Synthesis of novel analogues of the delta opioid ligand SNC-80 using AlCl3-promoted aminolysis._||_Abstract: Two focused libraries of delta opioid ligands were synthesised using AlCl3 facilitated aminolysis. Several compounds were identified with DOR binding affinities higher or similar to SNC-80. A novel acyclic derivative of SNC-80 produced antinociception in the acetic acid abdominal constriction test, which is at least partially mediated via the delta-opioid receptor.",43,ChEMBL,CHEMBL750570,20180909,123924|9871102|10094954|10620493|44276013|44276027|44276028|44276042|44276048|44276066|44276158|44276159|44276236|44276278,103175041|103195093|103196103|103196117|103196123|103196142|103196146|103196178|103196196|103196244|103196453|103196454|103196636|103196756,4985,,P41143,Curation Efforts|Research and Development,10340623,0,,P41143,,197.0,,,0,0,0,0,0,0
53,148215,Confirmatory,"Antagonistic activity against cloned human Opioid receptor delta 1 using DPDPE as ligand in [35S]GTP-gamma-S, assay","Title: Guanidino N-substituted and N,N-disubstituted derivatives of the kappa-opioid antagonist GNTI._||_Abstract: Derivatives of the highly selective kappa-opioid receptor antagonist GNTI (2a) have been prepared. Binding and functional studies conducted on cloned human opioid receptors expressed in Chinese hamster ovarian (CHO) cells suggested that adding a benzyl or a substituted benzyl group to the guanidino moiety led, in general, to a retention of high kappa-affinity and antagonist potency. Disubstitution of the guanidino moiety led to reduced kappa-selectivity.",43,ChEMBL,CHEMBL751248,20181017,5480230|9940052|10553426|11157443|11180584|11215747|11238343|11238737|11273472|11318909|11319221|11330655|11376776|11421830|11444917|11479033|11753736|11786990,103698780|103734750|103734754|103734755|103734756|103734757|103734758|103734759|103734760|103734761|103734762|103734763|103734764|103734765|103734766|103734767|163315899|163329636,4985,,P41143,Curation Efforts|Research and Development,14640558,0,,P41143,,,,,0,0,1,1,1,1
54,148217,Confirmatory,"Inhibition of [35S]GTP-gamma-S, binding in cloned human Opioid receptor delta 1 stimulated by DPDPE",Title: 2002 Medicinal Chemistry Division Award address: monoamine transporters and opioid receptors. Targets for addiction therapy.,43,ChEMBL,CHEMBL751250,20181017,5480230|44295785,103235309|103698780,4985,,P41143,Curation Efforts|Research and Development,12723940,0,,P41143,,,,,0,0,0,0,0,0
55,148219,Confirmatory,"The antagonistic activity tested in [35S]GTP-gamma-S, Recombinant Human Opioid receptor delta 1 transfected in to CHO cells for the displacement of [3H]Cl-DPDPE (delta)",Title: 4'-Arylpyrrolomorphinans: effect of a pyrrolo-N-benzyl substituent in enhancing delta-opioid antagonist activity._||_Abstract: A new method for the preparation of N-benzylpyrrolomorphinans has been developed. Thus Michael reaction of the benzylimines of oxycodones and oxymorphones with nitrostyrenes gave a series of 4'-aryl-N-benzylpyrrolomorphinans. These were selective delta antagonists of much higher in vitro potency (with 5a having K(e) delta = <1 nM) than their binding affinities predicted. In mice in vivo assays 5a showed good delta antagonist activity in the anti-writhing analgesic assay and also inhibited delta agonist-induced convulsant activity.,43,ChEMBL,CHEMBL751252,20181017,5497186|44367136|44367308|44367339,103397313|103397822|103397897|103697951,4985,,P41143,Curation Efforts|Research and Development,11784158,0,,P41143,,197.0,,,0,0,1,1,1,1
57,148223,Confirmatory,Antagonistic activity against Opioid receptor delta 1,"Title: Design and parallel synthesis of piperidine libraries targeting the nociceptin (N/OFQ) receptor._||_Abstract: Based on literature structures, we proposed a pharmacophore for NOP receptor ligands and used it as a guide for the design of a focused piperidine library and an optimization library. Potent NOP receptor agonists and antagonists were obtained from these libraries as well as a few potent, mu selective agonists.",43,ChEMBL,CHEMBL751256,20181001,11743914|44339423|44339424|44339576|44339684|44339695,103332445|103332446|103332447|103332801|103333029|103333051,4985,,P41143,Curation Efforts|Research and Development,12951102,0,,P41143,,,,,0,0,1,1,1,1
60,148229,Confirmatory,Binding affinity for human Opioid receptor delta 1 transfected into chinese hamster ovary cells by displacing [3H]CI-DPDPE radioligand,"Title: Opioid binding and in vitro profiles of a series of 4-hdroxy-3-methoxyindolomorphinans. Transformation of a delta-selective ligand into a high affinity kappa-selective ligand by introduction of a 5,14-substituted bridge._||_Abstract: In investigation of the effects of 14-substitution in the indolomorphinan series of delta-selective opioid ligands, 5,14-bridged indolomorphinans (4) were prepared from the equivalent dihydrothebainone acid-catalyzed rearrangement products of the dihydrothevinols. Though the new ligands generally had low affinity for opioid receptors and no delta-selectivity, 4b had high kappa-affinity and substantial selectivity which was also seen in the precursor morphinanone (3b). This indicates that the methylbenzylidene-substituted bridge in these compounds is a dominant kappa-opioid receptor binding motif.",43,ChEMBL,CHEMBL751262,20181017,5360515|5497186|10074239|44337613|44337642|44337645|44337683|44337789|44337800|44337839,103328370|103328441|103328446|103328480|103328513|103328741|103328773|103328852|103697951|131283791,4985,,P41143,Curation Efforts|Research and Development,12825957,0,,P41143,9606.0,,,,0,0,0,0,0,0
61,148231,Literature-derived,Binding affinity at human Opioid receptor delta 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.8 nM; ND means no data,Title: Synthesis and structure-activity relationships of aminoalkylazetidines as ORL1 receptor ligands._||_Abstract: A series of aminoalkylazetidines has been discovered as novel ORL1 receptor ligands. Structure-activity relationships have been investigated at the azetidine N and the alkyl side chain sites. Several potent and selective analogues have been identified.,43,ChEMBL,CHEMBL753000,20180930,44336906|44337130|44337461,103326790|103327323|103328038,4985,,P41143,Curation Efforts|Research and Development,12372523,0,,P41143,,197.0,,,0,0,0,0,0,0
