,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
31,147770,Confirmatory,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,Title: Synthesis and structure-activity relationships of aminoalkylazetidines as ORL1 receptor ligands._||_Abstract: A series of aminoalkylazetidines has been discovered as novel ORL1 receptor ligands. Structure-activity relationships have been investigated at the azetidine N and the alkyl side chain sites. Several potent and selective analogues have been identified.,43,ChEMBL,CHEMBL756276,20180930,10150001|10150260|10172398|10193971|10194236|10286440|10286996|44336905|44337108|44337123|44337129|44337131|44337163|44337212|44337229|44337230|44337231|44337232|44337249|44337252|44337351|44337357|44337362|44337379|44337437|44337452|44337459|44337460|44337461|44337473|44337513|44337550|44337551,103326789|103327278|103327280|103327299|103327307|103327309|103327322|103327326|103327346|103327373|103327391|103327485|103327486|103327521|103327527|103327528|103327530|103327551|103327558|103327795|103327810|103327815|103327840|103327852|103327982|103328016|103328036|103328037|103328038|103328056|103328150|103328238|103328239,4987,,P41146,Curation Efforts|Research and Development,12372523,0,,P41146,,,,,0,0,0,0,0,0
42,148863,Confirmatory,"Antagonistic activity against nociceptin produced [35S]GTP-gamma-S, binding to Opioid receptor like 1 expressed in CHO cells","Title: Discovery of the first potent and selective small molecule opioid receptor-like (ORL1) antagonist: 1-[(3R,4R)-1-cyclooctylmethyl-3- hydroxymethyl-4-piperidyl]-3-ethyl-1, 3-dihydro-2H-benzimidazol-2-one (J-113397).",43,ChEMBL,CHEMBL754580,20181016,416359|5311194|9887195|10832076,103238914|103391515|103392033|103392062,4987,,P41146,Curation Efforts|Research and Development,10602690,0,,P41146,,197.0,,,0,0,1,1,1,1
43,148864,Confirmatory,Antagonistic activity measured by GTPgammaS binding against Opioid receptor like 1 in CHO cells,"Title: Discovery of the first potent and selective small molecule opioid receptor-like (ORL1) antagonist: 1-[(3R,4R)-1-cyclooctylmethyl-3- hydroxymethyl-4-piperidyl]-3-ethyl-1, 3-dihydro-2H-benzimidazol-2-one (J-113397).",43,ChEMBL,CHEMBL857695,20181016,10451761|10783436,103391044|103392095,4987,,P41146,Curation Efforts|Research and Development,10602690,0,,P41146,,197.0,,,0,0,1,1,1,1
46,148867,Confirmatory,Antagonist activity toward human Opioid receptor like 1,Title: Probing opioid receptor interactions with azacycloalkane amino acids. Synthesis of a potent and selective ORL1 antagonist._||_Abstract: Azacycloalkane turn mimics 6-9 were used to explore the relationship between conformation and biological activity of peptide ligands to the opioid receptor-like (ORL1) receptor. Three azabicyclo[x.y.0]alkane amino acids and a 5-tBuPro type VI beta-turn mimic were introduced into peptides 10-13 by solid-phase synthesis on MBHA resin. Biological examination of peptides 10-13 showed two new antagonists (10 and 12) exhibiting increased selectivity for the ORL1 receptor.,43,ChEMBL,CHEMBL754583,20181017,44366822|44366823,103396704|103396705,4987,,P41146,Curation Efforts|Research and Development,12431062,0,,P41146,,,,,0,0,1,1,1,1
60,151024,Confirmatory,Antagonistic activity against orphan FQ receptor,"Title: Design and parallel synthesis of piperidine libraries targeting the nociceptin (N/OFQ) receptor._||_Abstract: Based on literature structures, we proposed a pharmacophore for NOP receptor ligands and used it as a guide for the design of a focused piperidine library and an optimization library. Potent NOP receptor agonists and antagonists were obtained from these libraries as well as a few potent, mu selective agonists.",43,ChEMBL,CHEMBL750188,20181001,11743914|44339374|44339423|44339424|44339425|44339504|44339576|44339596|44339684|44339695,103332287|103332445|103332446|103332447|103332448|103332639|103332801|103332835|103333029|103333051,4987,,P41146,Curation Efforts|Research and Development,12951102,0,,P41146,,,,,0,0,1,1,1,1
68,239895,Literature-derived,Antagonistic potency against N/OFQ induced GTPgammaS binding to human NOP receptor expressed in CHO cell membranes,"Title: N- and C-terminal modifications of nociceptin/orphanin FQ generate highly potent NOP receptor ligands._||_Abstract: Previous structure-activity studies on nociceptin/orphanin FQ (N/OFQ) identified [Phe(1)Psi(CH(2)NH)Gly(2)]N/OFQ(1-13)-NH(2) and [Nphe(1)]N/OFQ(1-13)-NH(2) as a N/OFQ peptide receptor (NOP) partial agonist and pure antagonist, respectively. The addition of fluorine to the Phe(4) or the insertion of a further pair of basic amino acids Arg(14)-Lys(15) generate potent agonists. On the basis of these findings, we combined in the N/OFQ-NH(2) template the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) that increase the agonist potency with those conferring partial agonist (Phe(1)Psi(CH(2)NH)Gly(2)) or pure antagonist (Nphe(1)) properties. Twelve peptides were synthesized and pharmacologically evaluated in Chinese hamster ovary cells expressing the human recombinant NOP and in electrically stimulated mouse vas deferens and guinea pig ileum assays. All peptides behaved as NOP ligands; the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) increased ligand affinity/potency. Peptides with the normal Phe(1)-Gly(2) peptide bond behaved as full agonists, and those with the Phe(1)Psi(CH(2)NH)Gly(2) modification behaved as partial agonists, while those with the Nphe(1) modification behaved as partial agonists or pure antagonists depending on the presence or absence of the (pF)Phe(4) modification, respectively. The full agonist [(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), the partial agonist [Phe(1)Psi(CH(2)NH)Gly(2),(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), and the pure antagonist [Nphe(1),Arg(14),Lys(15)]N/OFQ-NH(2) represent the most potent peptide ligands for NOP.",43,ChEMBL,CHEMBL838629,20181018,16131448|44327446|44388460|44388461|44388462|44388465|44388466|44388467,103307743|103441633|103441634|103441635|103441642|103441643|103441644|103532611,4987,,P41146,Curation Efforts|Research and Development,15743186,0,,P41146,9606.0,197.0,,,1,0,1,1,1,1
69,239896,Literature-derived,Antagonistic potency against N/OFQ induced GTPgammaS binding to human NOP receptor expressed in CHO cell membranes at 1 uM,"Title: N- and C-terminal modifications of nociceptin/orphanin FQ generate highly potent NOP receptor ligands._||_Abstract: Previous structure-activity studies on nociceptin/orphanin FQ (N/OFQ) identified [Phe(1)Psi(CH(2)NH)Gly(2)]N/OFQ(1-13)-NH(2) and [Nphe(1)]N/OFQ(1-13)-NH(2) as a N/OFQ peptide receptor (NOP) partial agonist and pure antagonist, respectively. The addition of fluorine to the Phe(4) or the insertion of a further pair of basic amino acids Arg(14)-Lys(15) generate potent agonists. On the basis of these findings, we combined in the N/OFQ-NH(2) template the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) that increase the agonist potency with those conferring partial agonist (Phe(1)Psi(CH(2)NH)Gly(2)) or pure antagonist (Nphe(1)) properties. Twelve peptides were synthesized and pharmacologically evaluated in Chinese hamster ovary cells expressing the human recombinant NOP and in electrically stimulated mouse vas deferens and guinea pig ileum assays. All peptides behaved as NOP ligands; the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) increased ligand affinity/potency. Peptides with the normal Phe(1)-Gly(2) peptide bond behaved as full agonists, and those with the Phe(1)Psi(CH(2)NH)Gly(2) modification behaved as partial agonists, while those with the Nphe(1) modification behaved as partial agonists or pure antagonists depending on the presence or absence of the (pF)Phe(4) modification, respectively. The full agonist [(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), the partial agonist [Phe(1)Psi(CH(2)NH)Gly(2),(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), and the pure antagonist [Nphe(1),Arg(14),Lys(15)]N/OFQ-NH(2) represent the most potent peptide ligands for NOP.",43,ChEMBL,CHEMBL838630,20200703,44327819|44388472,103308378|103441651,4987,,P41146,Curation Efforts|Research and Development,15743186,0,,P41146,9606.0,197.0,,,1,0,1,1,1,1
70,239897,Literature-derived,Antagonistic potency against N/OFQ induced GTPgammaS binding to human NOP receptor expressed in CHO cell membranes at 0.1 uM,"Title: N- and C-terminal modifications of nociceptin/orphanin FQ generate highly potent NOP receptor ligands._||_Abstract: Previous structure-activity studies on nociceptin/orphanin FQ (N/OFQ) identified [Phe(1)Psi(CH(2)NH)Gly(2)]N/OFQ(1-13)-NH(2) and [Nphe(1)]N/OFQ(1-13)-NH(2) as a N/OFQ peptide receptor (NOP) partial agonist and pure antagonist, respectively. The addition of fluorine to the Phe(4) or the insertion of a further pair of basic amino acids Arg(14)-Lys(15) generate potent agonists. On the basis of these findings, we combined in the N/OFQ-NH(2) template the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) that increase the agonist potency with those conferring partial agonist (Phe(1)Psi(CH(2)NH)Gly(2)) or pure antagonist (Nphe(1)) properties. Twelve peptides were synthesized and pharmacologically evaluated in Chinese hamster ovary cells expressing the human recombinant NOP and in electrically stimulated mouse vas deferens and guinea pig ileum assays. All peptides behaved as NOP ligands; the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) increased ligand affinity/potency. Peptides with the normal Phe(1)-Gly(2) peptide bond behaved as full agonists, and those with the Phe(1)Psi(CH(2)NH)Gly(2) modification behaved as partial agonists, while those with the Nphe(1) modification behaved as partial agonists or pure antagonists depending on the presence or absence of the (pF)Phe(4) modification, respectively. The full agonist [(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), the partial agonist [Phe(1)Psi(CH(2)NH)Gly(2),(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), and the pure antagonist [Nphe(1),Arg(14),Lys(15)]N/OFQ-NH(2) represent the most potent peptide ligands for NOP.",43,ChEMBL,CHEMBL838631,20200703,44388473|44388474,103441652|103441653,4987,,P41146,Curation Efforts|Research and Development,15743186,0,,P41146,9606.0,197.0,,,1,0,1,1,1,1
79,245853,Literature-derived,Antagonistic potency against forskolin stimulated cAMP levels in CHO cell membranes expressing human NOP receptor (CHOhNOP) at 1 uM,"Title: N- and C-terminal modifications of nociceptin/orphanin FQ generate highly potent NOP receptor ligands._||_Abstract: Previous structure-activity studies on nociceptin/orphanin FQ (N/OFQ) identified [Phe(1)Psi(CH(2)NH)Gly(2)]N/OFQ(1-13)-NH(2) and [Nphe(1)]N/OFQ(1-13)-NH(2) as a N/OFQ peptide receptor (NOP) partial agonist and pure antagonist, respectively. The addition of fluorine to the Phe(4) or the insertion of a further pair of basic amino acids Arg(14)-Lys(15) generate potent agonists. On the basis of these findings, we combined in the N/OFQ-NH(2) template the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) that increase the agonist potency with those conferring partial agonist (Phe(1)Psi(CH(2)NH)Gly(2)) or pure antagonist (Nphe(1)) properties. Twelve peptides were synthesized and pharmacologically evaluated in Chinese hamster ovary cells expressing the human recombinant NOP and in electrically stimulated mouse vas deferens and guinea pig ileum assays. All peptides behaved as NOP ligands; the chemical modifications Arg(14)-Lys(15) and (pF)Phe(4) increased ligand affinity/potency. Peptides with the normal Phe(1)-Gly(2) peptide bond behaved as full agonists, and those with the Phe(1)Psi(CH(2)NH)Gly(2) modification behaved as partial agonists, while those with the Nphe(1) modification behaved as partial agonists or pure antagonists depending on the presence or absence of the (pF)Phe(4) modification, respectively. The full agonist [(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), the partial agonist [Phe(1)Psi(CH(2)NH)Gly(2),(pF)Phe(4),Arg(14),Lys(15)]N/OFQ-NH(2), and the pure antagonist [Nphe(1),Arg(14),Lys(15)]N/OFQ-NH(2) represent the most potent peptide ligands for NOP.",43,ChEMBL,CHEMBL834720,20200703,16131448|44327446|44327819|44388460|44388461|44388462|44388465|44388466|44388467|44388472|44388473|44388474,103307743|103308378|103441633|103441634|103441635|103441642|103441643|103441644|103441651|103441652|103441653|103532611,4987,,P41146,Curation Efforts|Research and Development,15743186,0,,P41146,,197.0,,,1,0,1,1,1,1
96,258752,Confirmatory,Displacement of [3H]NOP from human NOP receptor expressed in HEK293 cells,"Title: Discovery of N-(2-aryl-cyclohexyl) substituted spiropiperidines as a novel class of GlyT1 inhibitors._||_Abstract: Screening of the Roche compound library led to the identification of cis-N-(2-phenyl-cyclohexyl)-spiropiperidine 1 as structurally novel GlyT1 inhibitor. The SAR, which was developed in this series, resulted in the discovery of highly potent compounds displaying excellent selectivity against the GlyT2 isoform.",43,ChEMBL,CHEMBL864596,20181020,11406629|44406489|44406585|44406618|44406641|44406719,103475983|103476151|103476227|103476299|103476451|103476570,4987,,P41146,Curation Efforts|Research and Development,16246557,0,,P41146,9606.0,45.0,,,0,0,0,0,0,0
98,259848,Confirmatory,Antagonist activity on nociceptin-induced [35S]GTP-gamma-S binding to ORL1 expressed in CHO cells,"Title: Identification of a novel spiropiperidine opioid receptor-like 1 antagonist class by a focused library approach featuring 3D-pharmacophore similarity._||_Abstract: A focused library approach identifying novel leads to develop a potent ORL1 antagonist is described. Beginning from a compound identified by random screening, an exploratory library that exhibited a diverse display of pharmacophores was designed. After evaluating ORL1 antagonistic activity, a highly focused library was designed based on 3D-pharmacophore similarity to known actives. A novel D-proline amide class was identified in this library and was found to possess potent ORL1 antagonistic activity.",43,ChEMBL,CHEMBL865853,20181020,5311194|10296561|11511090|11525624|11583016|11597677|11619553|11633324,103392033|103477765|103477819|103478124|103478141|103478142|103478189|103478333,4987,,P41146,Curation Efforts|Research and Development,16451050,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
106,268009,Confirmatory,Antagonist activity against ORL1 receptor by GTPgammaS assay,"Title: Design, synthesis, and biological evaluation of indole derivatives as novel nociceptin/orphanin FQ (N/OFQ) receptor antagonists._||_Abstract: A novel series of 2-(1,2,4-oxadiazol-5-yl)-1H-indole derivatives as nociceptin/orphanin FQ (N/OFQ) receptor antagonists was discovered. Systematic modification of our original lead by changing the pendant functional groups, linker, heterocyclic core, and basic side chain revealed the structure-activity requirements for this novel template and resulted in the identification of more potent analog with improved potency as compared to the parent compound.",43,ChEMBL,CHEMBL871576,20181020,135458466|136043759|136043779|136043780|136043782|136043788|136043800|136043819,103490980|103491750|103491751|103491832|103492141|103492170|103492375|103492539,4987,,P41146,Curation Efforts|Research and Development,16621546,0,,P41146,9606.0,,,,0,0,1,1,1,1
107,268684,Confirmatory,Displacement of [3H]NOP from human NOP receptors expressed in HEK293 cells,"Title: Discovery of 4-substituted-8-(2-hydroxy-2-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1-one as a novel class of highly selective GlyT1 inhibitors with improved metabolic stability._||_Abstract: A novel class of 4-aryl-8-(2-hydroxy-2-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1- ones have been discovered and developed as potent and selective GlyT1 inhibitors. The molecules are devoid of activity at the GlyT2 isoform and display excellent selectivities against the mu-opioid receptor as well as the Nociceptin/Orphanin FQ peptide (NOP) receptor. In particular these novel compounds 4 as well as the 4-substituted-8-(2-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1-one 3 show improved metabolic stability and pharmacokinetic profiles in rodents compared to previous triazaspiropiperidine series 1 and 2. We have also identified within these diazaspiropiperidine series a key relationship between reducing basicity of the piperidine nitrogen and reducing hERG affinity.",43,ChEMBL,CHEMBL871495,20181020,11212373|15965865|18441735|70691339,103495472|103495713|103495714|160692362,4987,,P41146,Curation Efforts|Research and Development,16757170,0,,P41146,9606.0,45.0,,,0,0,0,0,0,0
108,268701,Confirmatory,Displacement of [3H]NOP from human NOP receptor expressed in HEK293 cells,"Title: Design and synthesis of 4-substituted-8-(2-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1-one as a novel class of GlyT1 inhibitors: achieving selectivity against the mu opioid and nociceptin/orphanin FQ peptide (NOP) receptors._||_Abstract: A novel class of 4-substituted-8-(2-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1-ones have been discovered and developed as potent and selective GlyT1 inhibitors. The molecules are devoid of activity at the GlyT2 isoform and display excellent selectivities against the mu opioid receptor as well as the nociceptin/orphanin FQ peptide (NOP) receptor. A novel, straightforward and efficient synthetic strategy for the assembly of the target molecules is also presented.",43,ChEMBL,CHEMBL863600,20181020,11749578|16043240|44406489|44414730|44414845|44414865,103475983|103495525|103495552|103495590|103495784|103495814,4987,,P41146,Curation Efforts|Research and Development,16762548,0,,P41146,9606.0,45.0,,,0,0,0,0,0,0
109,268754,Confirmatory,Displacement of [3H]NOP from human NOP receptor expressed in HEK293 cells,"Title: 4-Substituted-8-(1-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1-one as a novel class of highly selective GlyT1 inhibitors with superior pharmacological and pharmacokinetic parameters._||_Abstract: A novel class of 4-substituted-8-(1-phenyl-cyclohexyl)-2,8-diaza-spiro[4.5]decan-1-ones have been discovered and developed as potent and selective GlyT1 inhibitors. The molecules are devoid of activity at the GlyT2 isoform and display excellent selectivities against the mu opioid receptor as well as the nociceptin/orphanin FQ peptide (NOP) receptor. These molecules also exhibit superior pharmacological and pharmacokinetic parameters, relative to all GlyT1 inhibitors of the spiropiperidine family, culminating in the identification of 16b with an oral bioavailability of approximately 60%. In addition, a straightforward two-step procedure for the assembly of the target molecules is also presented.",43,ChEMBL,CHEMBL864837,20181020,11189444|11223982|11338717|11372671|11407510|11418847|11463791|11464294|24847114|45263403,103495435|103495467|103495492|103495543|103495556|103495706|103495709|103495733|103495795|103675577,4987,,P41146,Curation Efforts|Research and Development,16762550,0,,P41146,9606.0,45.0,,,0,0,0,0,0,0
113,290595,Confirmatory,Displacement of [125I][14Tyr]nociceptin FQ from human cloned NOP receptor expressed in CHO cell membranes,Title: Synthesis and structure-activity relationships of 4-hydroxy-4-phenylpiperidines as nociceptin receptor ligands: Part 1._||_Abstract: A series of 4-hydroxy-4-phenylpiperidines have been synthesized and bind to the nociceptin receptor with high affinity. The synthesis and structure-activity relationships at the N-1 and C-4 are described.,43,ChEMBL,CHEMBL888952,20181021,97333|9820782|9844540|9863568|9925737|9951673|10022129|10043898|10109899|10269001|10317947|10388166|44426803|44426806|44426807|44426808|44426810|44426811|44426812|44426813|44426814|44426815|44426816|44426817|44426818|44426819|44426821|44426822|44426823|44426824|44426827|44426828|44426829|44426830|44426831|44426832|44426833|44426834|44426835|44426836|44426837|44426838|44426839|44426840|44426841|44426842|44426843|44426844|45263517|45265789,103524209|103524214|103524217|103524218|103524221|103524223|103524225|103524227|103524228|103524229|103524230|103524231|103524232|103524233|103524234|103524235|103524237|103524238|103524239|103524241|103524242|103524243|103524244|103524245|103524246|103524247|103524248|103524249|103524250|103524251|103524252|103524253|103524254|103524255|103524256|103524257|103524258|103524259|103524260|103524261|103524262|103524264|103524265|103524266|103524267|103524268|103524269|103524270|103675757|103679188,4987,,P41146,Curation Efforts|Research and Development,17428659,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
114,290596,Literature-derived,Displacement of [125I][14Tyr]nociceptin FQ from human cloned NOP receptor expressed in CHO cell membranes at 10 uM,Title: Synthesis and structure-activity relationships of 4-hydroxy-4-phenylpiperidines as nociceptin receptor ligands: Part 1._||_Abstract: A series of 4-hydroxy-4-phenylpiperidines have been synthesized and bind to the nociceptin receptor with high affinity. The synthesis and structure-activity relationships at the N-1 and C-4 are described.,43,ChEMBL,CHEMBL888953,20181021,97333|3024405|15723894|44426805,103337130|103524210|103524213|103524214,4987,,P41146,Curation Efforts|Research and Development,17428659,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
