,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
75,1726158,Confirmatory,Antagonist activity at human mu opioid receptor expressed in CHO cells co- expressing Gqi5 assessed as decrease in DAMGO-induced intracellular calcium mobilization incubated for 15 mins followed by DAMGO addition by Fluo-AM dye based fluorescence assay,"Title: Bivalent Ligand Aiming Putative Mu Opioid Receptor and Chemokine Receptor CXCR4 Dimers in Opioid Enhanced HIV-1 Entry._||_Abstract: A bivalent compound 1a featuring both a mu opioid receptor (MOR) and a CXCR4 antagonist pharmacophore (naltrexone and IT1t) was designed and synthesized. Further binding and functional studies demonstrated 1a acting as a MOR and a CXCR4 dual antagonist with reasonable binding affinities at both receptors. Furthermore, compound 1a seemed more effective than a combination of IT1t and naltrexone in inhibiting HIV entry at the presence of morphine. Additional molecular modeling results suggested that 1a may bind with the putative MOR-CXCR4 heterodimer to induce its anti-HIV activity. Collectively, bivalent ligand 1a may serve as a promising lead to develop chemical probes targeting the putative MOR-CXCR4 heterodimer in comprehending opioid exacerbated HIV-1 invasion.",43,ChEMBL,CHEMBL4731829,20220318,5360515|162653231|162666072,131283791|461529083|461547391,4988,,P35372,Curation Efforts|Research and Development,33214847,0,,P35372,9606,,,,0,0,1,1,1,1
86,1745149,Other,MU/H Eurofins SafetyScreen44 (BI),MU/H Eurofins SafetyScreen44 (BI),43,ChEMBL,CHEMBL4801303,20220318,46853762,318398468,4988,,P35372,Curation Efforts|Research and Development,,0,,P35372,9606,,,,0,0,0,0,0,0
87,1745213,Other,mu (MOP) (h) Eurofins-Cerep binding assay,mu (MOP) (h) Eurofins-Cerep binding assay,43,ChEMBL,CHEMBL4801367,20220318,150189198,461563590,4988,,P35372,Curation Efforts|Research and Development,,0,,P35372,9606,,,,0,0,0,0,0,0
88,1745339,Other,Mu (h) CEREP screen,Mu (h) CEREP screen,43,ChEMBL,CHEMBL4801493,20220318,162677478,461563589,4988,,P35372,Curation Efforts|Research and Development,,0,,P35372,9606,,,,0,0,0,0,0,0
90,82363,Literature-derived,Activity was determined for the compound against the Mu opioid receptor by GTPgammaS functional assay using recombinant HEK293 cells; PA: Partial antagonist,Title: Design and synthesis of novel small molecule N/OFQ receptor antagonists._||_Abstract: Small molecule N/OFQ receptor antagonists were designed and synthesized to further investigate the therapeutic potential of N/OFQ receptor modulators. The resulting octahydrobenzimidazol-2-ones 14 and 23 show excellent antagonistic activity towards both N/OFQ and mu receptors with high affinity to the human N/OFQ receptor.,43,ChEMBL,CHEMBL691173,20181001,9902583|10154848|10202108,103197998|103198079|103198402,4988,,P35372,Curation Efforts|Research and Development,14980696,0,,P35372,9606,45.0,,,0,0,1,1,1,1
106,148349,Literature-derived,"Incorporation of [35S]GTP-gamma-S, into CHO membranes expressing human Opioid receptor mu 1","Title: Syntheses and opioid receptor binding affinities of 8-amino-2,6-methano-3-benzazocines._||_Abstract: 8-Amino-2,6-methano-3-benzazocine derivatives have been made using Pd-catalyzed amination procedures, and their affinities for opioid receptors were assessed. The 8-amino group was hypothesized to be a replacement for the prototypic 8-OH substituent for 2,6-methano-3-benzazocines and related opiates. This OH group is generally required for binding yet is implicated in unfavorable pharmacokinetic characteristics such as low oral bioavailability and rapid clearance via O-glucuronidation. The core structures in which the 8-OH group was replaced were cyclazocine and its enantiomers, ethylketocyclazocine and its enantiomers, ketocyclazocine, and Mr2034. Many new analogues had high affinity for opioid receptors with several in the subnanomolar range. Highest affinity was seen in analogues with secondary 8-(hetero)arylamino appendages. Binding to opioid receptors was enantioselective with the (2R,6R,11R)-configuration preferred and high selectivity for mu and kappa over delta opioid receptors was observed within the series. Several derivatives were shown to have intrinsic opioid-receptor-mediated activity in [(35)S]GTPgammaS assays.",43,ChEMBL,CHEMBL749739,20181017,3037926|10334091|11779453|44273397|44380980|44380994|73351393,103186171|103241212|103425120|103425148|103425149|103425709|174505237,4988,,P35372,Curation Efforts|Research and Development,12593663,0,,P35372,9606,,,,0,0,0,0,0,0
112,148475,Confirmatory,Inhibition of total opioid receptor by displacing 0.5 nM [3H]bremazocine in guinea pig brain membrane,"Title: O3-(2-carbomethoxyallyl) ethers of opioid ligands derived from oxymorphone, naltrexone, etorphine, diprenorphine, norbinaltorphimine, and naltrindole. Unexpected O3-dealkylation in the opioid radioligand displacement assay._||_Abstract: O3-(2-Carbomethoxyallyl) ether derivatives of some phenolic 4,5-epoxymorphinan opioid ligands have been prepared in a simple one-step procedure, and their behavior in the radioligand receptor assay was compared to their phenolic precursors. These O3-ether ligands appeared to show significant affinity for opioid receptors, about 2-fold less than the parent phenols, and their receptor selectivities were similar. However, on close examination of the stability of a representative ether 2b in the radioligand displacement assay, considerable O3-dealkylation was observed. The dealkylation process occurred even after denaturation of the proteins of the membrane preparation, and it occurred in the presence of model nucleophiles imidazole and thiophenol. Thus, what apparently was unusual activity is explained by O3-dealkylation to the parent phenol (e.g., 2a). Saturated ether analog 2c was not dealkylated under the conditions of the radioligand displacement assay and was a very weak opioid ligand. We conclude that the conversion of the O3(2-carbomethoxyallyl) ether electrophilic ligands to their parent phenols accounts for their activity in the opioid radioligand displacement assay.",43,ChEMBL,CHEMBL754005,20181013,1223|443408|644209|5284596|5284604|5360515|5480230|5486554|5497186|10026312|10046467|10321082|10346220|10350630|10414887|10455862|10455974|10459444|10481516,103170037|103189159|103250876|103279059|103381210|103381309|103381569|103381570|103381656|103381934|103381936|103381980|103382010|103416406|103697951|103698780|131283791|160708234|242084509,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,1335078,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
115,148483,Confirmatory,Displacement of 0.5 nM [3H]bremazocine from opioid receptor sites in guinea pig membranes,"Title: Electrophilic gamma-lactone kappa-opioid receptor probes. Analogues of 2'-hydroxy-2-tetrahydrofurfuryl-5,9-dimethyl-6,7-benzomorphan diastereomers._||_Abstract: Benzomorphans with an electrophilic group in the nitrogen substituent were prepared as potentially irreversible ligands for the kappa-opioid receptor. These were synthesized from products of the reaction of normetazocine with the enantiomers of 5-(iodomethyl)-gamma-butyrolactone (11). alpha-Methylene gamma-lactones 5 and 7 and endocyclic alpha,beta-unsaturated gamma-lactones 8 and 9 were prepared from the corresponding saturated gamma-lactones 13 and 23 possessing the 'active' (1R,5R,9R)-benzomorphan stereochemistry. Only gamma-lactones 8, 9, 13, and 23, lacking the exocyclic methylene group, retain significant affinities for opioid receptor binding sites when compared with the reference compounds (2'S)-3 and (2'R)-3. As observed with these references compounds, greater binding affinity is also seen with gamma-lactone diastereomers having the 2'S stereochemistry in the nitrogen substituent. Although the gamma-lactones do not bind irreversibly in opioid receptor preparations, they do show kappa-receptor selectivities comparable to those observed for the reference compounds.",43,ChEMBL,CHEMBL755016,20181013,44460594|73346788,103283978|174489780,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,1652019,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
116,148485,Literature-derived,IC50 of the morphine in the presence of the antagonist (10 nM) divided by the control IC50 (same preparation without antagonist) in guinea pig ileum,"Title: Opioid agonist and antagonist bivalent ligands. The relationship between spacer length and selectivity at multiple opioid receptors._||_Abstract: Bivalent ligands containing the oxymorphamine or naltrexamine pharmacophores connected to spacers of varying length were synthesized and evaluated for their selectivity at mu, kappa, and delta opioid receptors. The oxymorphamine bivalent ligands (1-8) behaved as mu agonists on the electrically stimulated guinea pig ileum longitudinal muscle preparation (GPI). The spacer that conferred peak agonist activity in these series contains a total of four glycyl units (n = 2). Binding studies with guinea pig brain membranes showed a qualitatively similar profile at mu receptors as a function of spacer length. Also, delta receptor selectivity increased as the spacer was lengthened. The naltrexamine bivalent ligands (9-13) effectively antagonized the mu receptor agonist morphine in the GPI at the same optimal spacer length (n = 2) as in the agonist series. However, the peak antagonism of ethylketazocine, a kappa receptor agonist, occurred with the bivalent ligand 9 containing the shortest spacer (n = 0), and it was found that 9 is the most selective kappa antagonist in the series. While receptor binding roughly parallels that of kappa antagonist activity in the GPI, no correlation between binding and antagonist activity was observed at mu opioid receptors. The possible significance of these results is discussed.",43,ChEMBL,CHEMBL752475,20200628,118718756,312365627,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,3020244,0,,P35372|P41143|P41145,10141,,,,0,0,1,1,1,1
117,148487,Literature-derived,Percent inhibition against opioid receptor in electrically stimulated longitudinal muscle of guinea pig ileum at 100 nM,"Title: Synthesis and biological activity of analogues of beta-chlornaltrexamine and beta-funaltrexamine at opioid receptors._||_Abstract: beta-Chlornaltrexamine and beta-funaltrexamine analogues 4-7 with different length 'arms' to which an electrophilic moiety is attached were synthesized in an effort to obtain affinity labels that would selectively and irreversibly block specific opioid receptor types and subtypes. One of the compounds, 4, was a potent, irreversible blocker of opioid receptors in the guinea pig ileum and mouse vas deferens preparations. The results of this study suggest that nucleophiles that are remote from the recognition locus are capable of alkylation by reactive electrophiles.",43,ChEMBL,CHEMBL752477,20181010,44298185|44298210,103241049|103241142,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,3020245,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
120,148493,Literature-derived,The IC50 value of agonist (DADLE) in presence of antagonist (Compound 20 nM) divided by the control IC60 value with no antagonist in MVD (mouse vas deferens),"Title: Bimorphinans as highly selective, potent kappa opioid receptor antagonists.",43,ChEMBL,CHEMBL752482,20200628,11765092|71716677,103734719|164130554,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,3027336,0,,P35372|P41143|P41145,10141,,,,0,0,1,1,1,1
121,148495,Literature-derived,The IC50 value of agonist (morphine) in presence of antagonist (Compound 20 nM) divided by the control IC60 value with no antagonist in GPI (Guinea pig ileum),"Title: Bimorphinans as highly selective, potent kappa opioid receptor antagonists.",43,ChEMBL,CHEMBL752630,20200628,5360515|11765092|71716677,103734719|131283791|164130554,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,3027336,0,,P35372|P41143|P41145,10141,,,,0,0,1,1,1,1
123,148609,Literature-derived,"In vitro inhibitory activity against opioid activity in guinea pig ileum, relative to Morphine","Title: Synthesis and opioid activity of dermorphin tetrapeptides bearing D-methionine S-oxide at position 2._||_Abstract: Eight new dermorphin tetrapeptides, X-Tyr-D-MetO-Phe-aa-Y (X = H, H2N = C(NH); aa = Gly, 2-aminoethanol, sarcosine; Y = NH2, NH-alkyl), were prepared and tested for opioid activity. They show dose-related naloxone-reversible opioid effects in vitro and in vivo. H-Tyr-D-MetO-Phe-Gly-NH2 (I) (guinea pig ileum IC50 = 13.6 nM; tail-flick ED50 = 1.97 pmol/mouse, icv, and 0.65 mumol/kg, sc), though less effective in the periphery, has central activities higher than those of dermorphin H-Tyr-D-Ala-Phe-Gly-Tyr-Pro-Ser-NH2. Following intracerebroventricular or subcutaneous administrations in mice, I is about respectively 1500 and 17 times as potent an analgesic as morphine.",43,ChEMBL,CHEMBL756118,20200628,5288826|5485199|44382559,103169185|103193883|103428623,4985|4986|4988,In vitro,P35372|P41143|P41145,Curation Efforts|Research and Development,2872334,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
124,148611,Literature-derived,In vitro inhibitory activity against opioid activity in guinea pig ileum relative to Morphine,"Title: Synthesis and opioid activity of dermorphin tetrapeptides bearing D-methionine S-oxide at position 2._||_Abstract: Eight new dermorphin tetrapeptides, X-Tyr-D-MetO-Phe-aa-Y (X = H, H2N = C(NH); aa = Gly, 2-aminoethanol, sarcosine; Y = NH2, NH-alkyl), were prepared and tested for opioid activity. They show dose-related naloxone-reversible opioid effects in vitro and in vivo. H-Tyr-D-MetO-Phe-Gly-NH2 (I) (guinea pig ileum IC50 = 13.6 nM; tail-flick ED50 = 1.97 pmol/mouse, icv, and 0.65 mumol/kg, sc), though less effective in the periphery, has central activities higher than those of dermorphin H-Tyr-D-Ala-Phe-Gly-Tyr-Pro-Ser-NH2. Following intracerebroventricular or subcutaneous administrations in mice, I is about respectively 1500 and 17 times as potent an analgesic as morphine.",43,ChEMBL,CHEMBL755702,20200628,13893005|44382068|44382126|44382292,103427437|103427568|103427941|103429415,4985|4986|4988,In vitro,P35372|P41143|P41145,Curation Efforts|Research and Development,2872334,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
125,148613,Literature-derived,"In vitro inhibitory activity against opioid activity in guinea pig ileum, relative to H-Tyr-D-Ala-Phe-Gly-NH2","Title: Synthesis and opioid activity of dermorphin tetrapeptides bearing D-methionine S-oxide at position 2._||_Abstract: Eight new dermorphin tetrapeptides, X-Tyr-D-MetO-Phe-aa-Y (X = H, H2N = C(NH); aa = Gly, 2-aminoethanol, sarcosine; Y = NH2, NH-alkyl), were prepared and tested for opioid activity. They show dose-related naloxone-reversible opioid effects in vitro and in vivo. H-Tyr-D-MetO-Phe-Gly-NH2 (I) (guinea pig ileum IC50 = 13.6 nM; tail-flick ED50 = 1.97 pmol/mouse, icv, and 0.65 mumol/kg, sc), though less effective in the periphery, has central activities higher than those of dermorphin H-Tyr-D-Ala-Phe-Gly-Tyr-Pro-Ser-NH2. Following intracerebroventricular or subcutaneous administrations in mice, I is about respectively 1500 and 17 times as potent an analgesic as morphine.",43,ChEMBL,CHEMBL755704,20200628,44382292|44382894|44383636,103427941|103429407|103430854,4985|4986|4988,In vitro,P35372|P41143|P41145,Curation Efforts|Research and Development,2872334,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
129,148621,Confirmatory,Tested for the binding affinity against the opioid receptor in guinea pig brain using [3H]bremazocine,"Title: Synthesis and opioid receptor affinity of a series of aralkyl ethers of 6 alpha- and 6 beta-naltrexol._||_Abstract: A series of 6-O-ethers of 6 beta- and 6 alpha-naltrexol (6 and 7) were prepared to examine the effect of large aralkyl groups on affinity of the ligands for opioid receptors. The affinities of the 6 beta- and 6 alpha-O-ether with benzyl, biphenylmethyl, 1- and 2-naphthylmethyl, and 9-anthracylmethyl groups were determined. Preparation of the ligands was accomplished from suitably 3-O-protected derivatives of 6 and 7 by phase transfer catalyzed alkylation using aralkyl halides, followed by deprotection. Both 3-O-trityl and -benzyl protecting groups were used. In radioligand displacement assays, compounds from the 6 alpha-O ether series had higher affinity than the analogous diastereomers in the 6 beta-O series, with few exceptions. In the 6 alpha-O series, the benzyl ether (29) and the biphenylmethyl ether (30) had the highest affinity, similar to naltrexone. In the 6 beta-O series, the benzyl ether had the highest affinity. The larger aralkyl ethers had slightly less affinity. Large lipophilic 6 beta-O- and 6 alpha- O-aralkyl groups are readily accommodated in the drug-receptor interaction.",43,ChEMBL,CHEMBL755788,20181014,5360515|5486554|44299404|44356181|71452702|71454425|71454481|71454482|71456180|71456181|71456182|71456225|71456227|71457978,103243877|103371508|103381980|131283791|163319407|163322769|163322882|163322883|163326203|163326204|163326205|163326295|163326297|163329589,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,7996538,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
130,148625,Confirmatory,Evaluated the ability to protect against the irreversible antagonism of morphines effects by beta-FNA in guinea pig ileal longitudinal muscle.,Title: Different receptor sites mediate opioid agonism and antagonism.,43,ChEMBL,CHEMBL754076,20181002,644209|5284595|5288826|44274148|44276202|44276294|44276389,103169185|103187655|103196546|103196792|103197072|103575820|242084509,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,6312042,0,,P35372|P41143|P41145,10141,,,,0,0,1,1,1,1
131,148629,Literature-derived,Percent recovery of specific binding of 0.5 nM [3H]bremazocine binding from opioid receptor at 100 nM dose of the compound,"Title: Electrophilic gamma-lactone kappa-opioid receptor probes. Analogues of 2'-hydroxy-2-tetrahydrofurfuryl-5,9-dimethyl-6,7-benzomorphan diastereomers._||_Abstract: Benzomorphans with an electrophilic group in the nitrogen substituent were prepared as potentially irreversible ligands for the kappa-opioid receptor. These were synthesized from products of the reaction of normetazocine with the enantiomers of 5-(iodomethyl)-gamma-butyrolactone (11). alpha-Methylene gamma-lactones 5 and 7 and endocyclic alpha,beta-unsaturated gamma-lactones 8 and 9 were prepared from the corresponding saturated gamma-lactones 13 and 23 possessing the 'active' (1R,5R,9R)-benzomorphan stereochemistry. Only gamma-lactones 8, 9, 13, and 23, lacking the exocyclic methylene group, retain significant affinities for opioid receptor binding sites when compared with the reference compounds (2'S)-3 and (2'R)-3. As observed with these references compounds, greater binding affinity is also seen with gamma-lactone diastereomers having the 2'S stereochemistry in the nitrogen substituent. Although the gamma-lactones do not bind irreversibly in opioid receptor preparations, they do show kappa-receptor selectivities comparable to those observed for the reference compounds.",43,ChEMBL,CHEMBL754080,20181013,73348304,174494799,4985|4986|4988,,P35372|P41143|P41145,Curation Efforts|Research and Development,1652019,0,,P35372|P41143|P41145,10141,,,,0,0,0,0,0,0
