,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
46,477272,Confirmatory,Activity at recombinant GluA1A2 receptor flop isoform expressed in Xenopus oocytes assessed as effect of 100 uM kainate-induced current by patch clamp electrophysiological assay,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1108146,20200702,122294,103749969,2890|2891,,P42261|P42262,Curation Efforts|Research and Development,20096591,0,,P42261|P42262,,129148.0,,,0,0,0,0,0,0
47,477276,Confirmatory,Inhibition of recombinant GluA1A2 receptor flip isoform expressed in Xenopus oocytes assessed as inhibition of 100 uM kainate-induced current by patch clamp electrophysiological assay,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1108150,20200702,122294,103749969,2890|2891,,P42261|P42262,Curation Efforts|Research and Development,20096591,0,,P42261|P42262,,129148.0,,,0,0,0,0,0,0
48,477284,Confirmatory,Inhibition of recombinant GluA1A2 receptor flip isoform expressed in Xenopus oocytes assessed as inhibition of 100 uM glutamate-induced current,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1108952,20200702,10122460,103497092,2890|2891,,P42261|P42262,Curation Efforts|Research and Development,20096591,0,,P42261|P42262,,129148.0,,,0,0,0,0,0,0
49,477290,Literature-derived,Inhibition of recombinant GluA1 receptor flip isoform expressed in Xenopus oocytes co-expressing gamma2-TARPs assessed as inhibition of 100 uM glutamate-induced current at 100 uM,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1108958,20180913,10122460,103497092,2890,,P42261,Curation Efforts|Research and Development,20096591,0,,P42261,,129148.0,,,0,0,0,0,0,0
50,477546,Confirmatory,Activity at recombinant GluA1 receptor flop isoform expressed in Xenopus oocytes co-expressing gamma2-TARP assessed as effect on 10 uM glutamate-induced current by voltage-clamp electrophysiological assay,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1117236,20180913,2910,103249003,2890,,P42261,Curation Efforts|Research and Development,20096591,0,,P42261,,129148.0,,,0,0,0,0,0,0
51,477548,Literature-derived,Activity at recombinant GluA1 receptor flop isoform expressed in Xenopus oocytes assessed as potentiation of 10 uM AMPA-induced current at 100 uM relative to control,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1117238,20200702,2910|6603828,103249003|103749941,2890,,P42261,Curation Efforts|Research and Development,20096591,0,,P42261,,129148.0,,,0,0,0,0,0,0
52,477554,Literature-derived,Activity at recombinant GluA1 receptor flop/GluA2 receptor flip isoform expressed in Xenopus oocytes assessed as potentiation of 10 uM AMPA-induced current at 100 uM relative to control,"Title: Developing a complete pharmacology for AMPA receptors: a perspective on subtype-selective ligands._||_Abstract: AMPA receptors are a family of ligand-gated ion channels that play central roles in rapid neural signaling and in regulation of synaptic strength. Additionally, these receptors are implicated in a number of major psychiatric and neurological diseases. A comprehensive understanding of the roles that AMPA receptors play in the mammalian nervous system has been hampered by the dearth of ligands available to select between individual AMPA receptors subtypes. Here we provide a perspective on opportunities for developing a complete pharmacology for AMPA receptors.",43,ChEMBL,CHEMBL1117244,20200702,2910|6603828,103249003|103749941,2890|2891,,P42261|P42262,Curation Efforts|Research and Development,20096591,0,,P42261|P42262,,129148.0,,,0,0,0,0,0,0
53,497240,Literature-derived,Modulation of GluR1 flip isoform,"Title: Discovery of N-[(2S)-5-(6-fluoro-3-pyridinyl)-2,3-dihydro-1H-inden-2-yl]-2-propanesulfonamide, a novel clinical AMPA receptor positive modulator._||_Abstract: A series of AMPA receptor positive allosteric modulators has been optimized from poorly penetrant leads to identify molecules with excellent preclinical pharmacokinetics and CNS penetration. These discoveries led to 17i, a potent, efficacious CNS penetrant molecule with an excellent pharmacokinetic profile across preclinical species, which is well tolerated and is also orally bioavailable in humans.",43,ChEMBL,CHEMBL1217486,20180914,9843690|11515728|11522969|11544537|11552469|11566130|11566489|11573549|11574298|11580514|11611549|11617056|11618681|11638499|11638500|11668999|11683045|11688520|11689005|11704038|11709762|24984572|46398805|46900136|46900138|46900139|49863866,104240380|104240381|104240382|104240383|104240384|104240439|104240440|104240441|104240442|104240443|104240514|104240515|104240516|104240517|104240518|104240575|104240576|104240577|104240578|104240579|104240580|104240629|104240630|104240631|104240632|104240633|104240634,2890,,P42261,Curation Efforts|Research and Development,20614889,0,,P42261,,,,,0,0,0,0,0,0
55,1309746,Confirmatory,Antagonist activity at human iGluA1 receptor flop isoform expressed in CHO-S cells coexpressing TARP gamma-8 and human EAAT3 assessed as inhibition of glutamate-induced increase in intracellular calcium levels after 2 mins followed by cyclothiazide/glutam,"Title: Discovery of the First α-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid (AMPA) Receptor Antagonist Dependent upon Transmembrane AMPA Receptor Regulatory Protein (TARP) γ-8._||_Abstract: Transmembrane AMPA receptor regulatory proteins (TARPs) are a family of scaffolding proteins that regulate AMPA receptor trafficking and function. TARP γ-8 is one member of this family and is highly expressed within the hippocampus relative to the cerebellum. A selective TARP γ-8-dependent AMPA receptor antagonist (TDAA) is an innovative approach to modulate AMPA receptors in specific brain regions to potentially increase the therapeutic index relative to known non-TARP-dependent AMPA antagonists. We describe here, for the first time, the discovery of a noncompetitive AMPA receptor antagonist that is dependent on the presence of TARP γ-8. Three major iteration cycles were employed to improve upon potency, CYP1A2-dependent challenges, and in vivo clearance. An optimized molecule, compound (-)-25 (LY3130481), was fully protective against pentylenetetrazole-induced convulsions in rats without the motor impairment associated with non-TARP-dependent AMPA receptor antagonists. Compound (-)-25 could be utilized to provide proof of concept for antiepileptic efficacy with reduced motor side effects in patients.",43,ChEMBL,CHEMBL3825093,20200624,973101|9924495|74223604|74763075|118536491|118536551|127048574|127048930|127048931|127048932|127049260|127049895|127050488|127052038|127052039|127052040,104240302|336901591|336902007|336902037|336902038|336902039|336902040|336902041|336902473|336902474|336902475|336903352|336904204|336906337|336906338|336906339,2890,,P42261,Curation Efforts|Research and Development,27067148,0,,P42261,9606.0,,,,0,0,1,1,1,1
56,1309748,Confirmatory,Antagonist activity at human iGluA1 receptor flop isoform expressed in CHO-S cells coexpressing TARP gamma-3 assessed as inhibition of glutamate-induced increase in intracellular calcium levels after 2 mins followed by cyclothiazide/glutamate addition by ,"Title: Discovery of the First α-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid (AMPA) Receptor Antagonist Dependent upon Transmembrane AMPA Receptor Regulatory Protein (TARP) γ-8._||_Abstract: Transmembrane AMPA receptor regulatory proteins (TARPs) are a family of scaffolding proteins that regulate AMPA receptor trafficking and function. TARP γ-8 is one member of this family and is highly expressed within the hippocampus relative to the cerebellum. A selective TARP γ-8-dependent AMPA receptor antagonist (TDAA) is an innovative approach to modulate AMPA receptors in specific brain regions to potentially increase the therapeutic index relative to known non-TARP-dependent AMPA antagonists. We describe here, for the first time, the discovery of a noncompetitive AMPA receptor antagonist that is dependent on the presence of TARP γ-8. Three major iteration cycles were employed to improve upon potency, CYP1A2-dependent challenges, and in vivo clearance. An optimized molecule, compound (-)-25 (LY3130481), was fully protective against pentylenetetrazole-induced convulsions in rats without the motor impairment associated with non-TARP-dependent AMPA receptor antagonists. Compound (-)-25 could be utilized to provide proof of concept for antiepileptic efficacy with reduced motor side effects in patients.",43,ChEMBL,CHEMBL3825095,20200624,973101|9924495,104240302|336902007,2890,,P42261,Curation Efforts|Research and Development,27067148,0,,P42261,9606.0,,,,0,0,1,1,1,1
57,1309750,Confirmatory,Antagonist activity at human iGluA1 receptor flip isoform expressed in CHO-S cells assessed as inhibition of glutamate-induced increase in intracellular calcium levels after 2 mins followed by cyclothiazide/glutamate addition by fluo-4 NW dye based fluore,"Title: Discovery of the First α-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid (AMPA) Receptor Antagonist Dependent upon Transmembrane AMPA Receptor Regulatory Protein (TARP) γ-8._||_Abstract: Transmembrane AMPA receptor regulatory proteins (TARPs) are a family of scaffolding proteins that regulate AMPA receptor trafficking and function. TARP γ-8 is one member of this family and is highly expressed within the hippocampus relative to the cerebellum. A selective TARP γ-8-dependent AMPA receptor antagonist (TDAA) is an innovative approach to modulate AMPA receptors in specific brain regions to potentially increase the therapeutic index relative to known non-TARP-dependent AMPA antagonists. We describe here, for the first time, the discovery of a noncompetitive AMPA receptor antagonist that is dependent on the presence of TARP γ-8. Three major iteration cycles were employed to improve upon potency, CYP1A2-dependent challenges, and in vivo clearance. An optimized molecule, compound (-)-25 (LY3130481), was fully protective against pentylenetetrazole-induced convulsions in rats without the motor impairment associated with non-TARP-dependent AMPA receptor antagonists. Compound (-)-25 could be utilized to provide proof of concept for antiepileptic efficacy with reduced motor side effects in patients.",43,ChEMBL,CHEMBL3825097,20200624,973101|9924495|74223604|74763075|118536491|118536551|127048574|127048930|127048931|127048932|127049895|127050488|127052038|127052039|127052040,104240302|336901591|336902007|336902037|336902038|336902039|336902040|336902041|336902473|336902474|336903352|336904204|336906337|336906338|336906339,2890,,P42261,Curation Efforts|Research and Development,27067148,0,,P42261,9606.0,,,,0,0,1,1,1,1
58,1385854,Confirmatory,Modulation of recombinant human GluA1 flop isoform/TARPgamma8 expressed in HEK293F cells assessed as blockade of glutamate-induced calcium flux by calcium 5/6 dye based FLIPR assay,"Title: Lead Optimization of 5-Aryl Benzimidazolone- and Oxindole-Based AMPA Receptor Modulators Selective for TARP γ-8._||_Abstract: Glutamate mediates fast excitatory neurotransmission via ionotropic α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA) receptors. The trafficking and gating properties of AMPA receptors (AMPARs) can be amplified by transmembrane AMPAR regulatory proteins (TARPs), which are often expressed in localized brain regions. Herein, we describe the discovery, lead optimization, and preclinical characterization of 5-arylbenzimidazolone and oxindole-based negative modulators of AMPARs associated with TARP γ-8, the primary TARP found in hippocampus. High-throughput screen lead 4 was optimized for potency and brain penetration to provide benzimidazolone 3, JNJ-55511118.1 Replacement of the benzimidazolone core in 3 with an oxindole mitigated reactive metabolite formation and led to the identification of 18 (GluA1/γ-8 pIC50 = 9.7). Following oral dosing in rats, 18 demonstrated robust target engagement in hippocampus as assessed by ex vivo autoradiography (ED50 = 0.6 mg/kg, plasma EC50 = 9 ng/mL).",43,ChEMBL,CHEMBL4200544,20200618,20199720|122655425|122655505|122655591|122655626|122655674|122655729|122656403|122656416|122656423|122656450|122656477|122656569|122656604|122656605|122656624|122656653|145965544,404675381|404677116|404677164|404677424|404678184|404680799|404684978|404685660|404687756|404688533|404689199|404689281|404689454|404689503|404689710|404692334|404693022|404694511,2890|59283,,P42261|Q8WXS5,Curation Efforts|Research and Development,30128074,0,,P42261|Q8WXS5,9606.0,,,,0,0,0,0,0,0
59,1486008,Literature-derived,Antagonist activity at open state of GluA1 (unknown origin) assessed as reduction in glutamate-induced current response in presence of 2 mM glutamate relative to control,"Title: Development of novel N-3-bromoisoxazolin-5-yl substituted 2,3-benzodiazepines as noncompetitive AMPAR antagonists._||_Abstract: In this work, we designed and synthesized novel N-3-bromoisoxazolin-5-yl substituted 2,3-benzodiazepines as noncompetitive AMPAR antagonists, with the aim that this heterocycle could establish favourable interactions with a putative binding pocket of the receptor, like the thiadiazole nucleus of GYKI 47409 does. Within this investigation, we identified some active molecules and, among these 2,3-benzodiazepines, 4c showed a much improved inhibitory potency as compared with unsubstituted 2,3-benzodiazepines.",43,ChEMBL,CHEMBL4055386,20200622,137638800,381847668,2890,,P42261,Curation Efforts|Research and Development,28571973,0,,P42261,9606.0,,,,0,0,1,1,1,1
60,1486014,Confirmatory,Antagonist activity at open state of GluA1 (unknown origin) assessed as reduction in glutamate-induced current response in presence of 2 mM glutamate,"Title: Development of novel N-3-bromoisoxazolin-5-yl substituted 2,3-benzodiazepines as noncompetitive AMPAR antagonists._||_Abstract: In this work, we designed and synthesized novel N-3-bromoisoxazolin-5-yl substituted 2,3-benzodiazepines as noncompetitive AMPAR antagonists, with the aim that this heterocycle could establish favourable interactions with a putative binding pocket of the receptor, like the thiadiazole nucleus of GYKI 47409 does. Within this investigation, we identified some active molecules and, among these 2,3-benzodiazepines, 4c showed a much improved inhibitory potency as compared with unsubstituted 2,3-benzodiazepines.",43,ChEMBL,CHEMBL4055392,20200622,137638800,381847668,2890,,P42261,Curation Efforts|Research and Development,28571973,0,,P42261,9606.0,,,,0,0,1,1,1,1
61,1542528,Confirmatory,Negative allosteric modulation of recombinant human GluA1 flop isoform/TARPgamma8 expressed in HEK293 cells assessed as inhibition of glutamate-induced calcium flux by calcium 5/6 dye based FLIPR assay,"Title: Discovery of Imidazo[1,2-a]pyrazines and Pyrazolo[1,5-c]pyrimidines as TARP γ-8 Selective AMPAR Negative Modulators._||_Abstract: This report discloses the discovery and characterization of imidazo[1,2-a]pyrazines and pyrazolo[1,5-c]pyrimidines as selective negative modulators of α-amino-3-hydroxy-5-methylisoxazole-4-propionate receptors (AMPARs) associated with transmembrane AMPAR regulatory protein γ-8. Imidazopyrazine 5 was initially identified as a promising γ-8 selective high-throughput screening hit, and subsequent structure-activity relationship optimization yielded subnanomolar, brain penetrant leads. Replacement of the imidazopyrazine core with an isosteric pyrazolopyrimidine scaffold improved microsomal stability and efflux liabilities to provide 26, JNJ-61432059. Following oral administration, 26 exhibited time- and dose-dependent AMPAR/γ-8 receptor occupancy in mouse hippocampus, which resulted in robust seizure protection in corneal kindling and pentylenetetrazole (PTZ) anticonvulsant models.",43,ChEMBL,CHEMBL4339686,20210302,155514050|155544420,440115073|440166674,2890|59283,,P42261|Q8WXS5,Curation Efforts|Research and Development,30891124,0,,P42261|Q8WXS5,9606.0,45.0,,,0,0,0,0,0,0
62,1542530,Confirmatory,Negative allosteric modulation of recombinant human GluA1 flop isoform/TARPgamma2 expressed in HEK293 cells assessed as inhibition of glutamate-induced calcium flux at 100 uM by calcium 5/6 dye based FLIPR assay,"Title: Discovery of Imidazo[1,2-a]pyrazines and Pyrazolo[1,5-c]pyrimidines as TARP γ-8 Selective AMPAR Negative Modulators._||_Abstract: This report discloses the discovery and characterization of imidazo[1,2-a]pyrazines and pyrazolo[1,5-c]pyrimidines as selective negative modulators of α-amino-3-hydroxy-5-methylisoxazole-4-propionate receptors (AMPARs) associated with transmembrane AMPAR regulatory protein γ-8. Imidazopyrazine 5 was initially identified as a promising γ-8 selective high-throughput screening hit, and subsequent structure-activity relationship optimization yielded subnanomolar, brain penetrant leads. Replacement of the imidazopyrazine core with an isosteric pyrazolopyrimidine scaffold improved microsomal stability and efflux liabilities to provide 26, JNJ-61432059. Following oral administration, 26 exhibited time- and dose-dependent AMPAR/γ-8 receptor occupancy in mouse hippocampus, which resulted in robust seizure protection in corneal kindling and pentylenetetrazole (PTZ) anticonvulsant models.",43,ChEMBL,CHEMBL4339688,20210302,122655974|122655975|122655984|122656013|122656020|122656023|122656068|122656081|122656119|122656171|122656228|137053640|155514050|155525873|155536982|155547308|155553101,440111223|440115073|440115209|440118553|440130696|440133230|440141552|440141797|440150239|440159295|440164631|440164790|440173908|440175554|440188393|440208870|440221229,2890|10369,,P42261|Q9Y698,Curation Efforts|Research and Development,30891124,0,,P42261|Q9Y698,9606.0,45.0,,,0,0,0,0,0,0
64,31731,Confirmatory,Binding affinity against AMPA receptor using [3H]- AMPA radioligand,Binding affinity against AMPA receptor using [3H]- AMPA radioligand,43,ChEMBL,CHEMBL644192,20180908,3272524|3899541|4038142|5353536|9903685|10017901|10036285|10266209|10401891|44281577|44281591|44281631|135484474|135484540|135976300,103169477|103189371|103207069|103207101|103207167|103207664|103250480|103352344|103352781|103353013|103353060|103353208|103402891|103509729|103730342,2890|2891|2892|2893,,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,,0,,P42261|P42262|P42263|P48058,,,,,0,0,0,0,0,0
66,31735,Confirmatory,In vitro binding affinity against AMPA receptor by [3H]AMPA displacement.,In vitro binding affinity against AMPA receptor by [3H]AMPA displacement.,43,ChEMBL,CHEMBL644196,20180908,3272524|5486548|9909062|9937279|10051732|10247474|15337998|15840183|15840184|15840185|15840186|15840187|22097086|22097088|22097105|22449297|44317999|44460610,103173748|103173782|103173957|103173990|103174139|103174221|103260357|103282898|103282899|103282933|103282971|103283479|103283500|103283501|103283925|103284008|103284009|103509729,2890|2891|2892|2893,In vitro,P42261|P42262|P42263|P48058,Curation Efforts|Research and Development,,0,,P42261|P42262|P42263|P48058,,,,,0,0,0,0,0,0
