,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
29,143909,Confirmatory,Inhibition of [3H]1 binding to dextromethorpin binding site of guinea pig microsomal pellet P3 N-methyl-D-aspartate glutamate receptor,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL749668,20181013,2726|3008|617841|5359272|19785444|19785447|19785449|19785450|19785452|44354092|44354093|44354094,103169389|103190469|103367813|103367814|103367816|103367831|103367944|103368080|103368081|103368082|103368364|123085530,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
30,143910,Confirmatory,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig mitochondrial pellet P2 determined using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL749669,20181013,2726|3008|617841|19785444|19785449|19785450|19785452|44354092|44354093|44354094,103169389|103190469|103367813|103367814|103367816|103367831|103367944|103368080|103368082|103368364,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
31,143911,Confirmatory,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig mitochondriall pellet P2 determined using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL749670,20181013,5359272,123085530,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
32,143912,Literature-derived,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from rat brain determined using [3H]1 as radioligand.;NA = No effect,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL749671,20181013,44354041,103367733,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
33,144032,Confirmatory,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig mitochondrial pellet P2 determined using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747269,20181013,19785447,103368081,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
34,144033,Confirmatory,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig microsomal pellet (P3) using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747270,20181013,44354079,103367793,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
35,144034,Confirmatory,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig mitochondrial pellet P2 determined using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747271,20181013,44354079,103367793,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
36,144035,Literature-derived,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig mitochondrial pellet P2 determined at a concentration of 10e-5 M using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747272,20181013,180081,103193630,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
37,144036,Literature-derived,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig microsomal pellet P3 determined using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747273,20181013,19785445,103367858,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
38,144037,Literature-derived,Binding affinity against dextromethorpin binding site associated with N-methyl-D-aspartate glutamate receptor from guinea pig mitochondrial pellet P2 determined using [3H]1 as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747274,20181013,19785445,103367858,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
39,144038,Literature-derived,Binding affinity against glycine binding site associated with N-methyl-D-aspartate glutamate receptor from rat synaptic plasma membrane(SPM) determined at a concentration of 10e-5 M using [3H]glycine as radioligand.,"Title: Synthesis and evaluation of 3-substituted 17-methylmorphinan analogs as potential anticonvulsant agents._||_Abstract: Dextromethorphan (1,(+)-3-methoxy-17-methylmorphinan) demonstrates anticonvulsant activity in a variety of in vitro and in vivo models of convulsive action. It is well known that 1 is metabolized to its phenolic derivative dextrorphan (2) and this metabolite is also a potent anticonvulsant. A series of (+)-3-substituted-17-methylmorphinans, which are structurally similar to 1 but are either not expected to be metabolized to 2 or might do so at a reduced rate, as compared to 1, were prepared. Three analogs, 5 ((+)-3-amino-17-methylmorphinan), 14 ((+)-3-ethoxy-17-methylmorphinan), and 15 ((+)-3-(2-propoxy)-17-methylmorphinan) were found to possess potent anticonvulsant activity with full efficacy (ED50 25, 5.6, and 3.9 mg/kg, sc, respectively) in the rat supramaximal electroshock (MES) test. Binding potencies of these compounds to receptor sites labeled with [3H]dextromethorphan ([3H]1), in rat brain and guinea pig brain subcellular fractions, and [3H]thienylcyclohexylpiperidine (TCP) and [3H]glycine in rat brain, were determined. Most of the analogs displaced [3H]1 from its binding sites, with compounds 14 (IC50 0.42 microM) and 15 (IC50 0.88 microM) having equivalent potencies to 1 (IC50 0.59 microM), in rat brain, and no appreciable activity at the [3H]TCP or [3H]glycine-labeled sites. Compound 5 did not bind with appreciable activity to the [3H]1 site, in rat brain, but did bind to the [3H]TCP site with lower potency than the parent 1 (IC50 7.8 and 2.0 microM, respectively). The mechanism of anticonvulsant action of these agents is not clear although it appears that interaction at the [3H]1 sites may be involved.",43,ChEMBL,CHEMBL747275,20181013,180081,103193630,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1433216.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
63,144815,Confirmatory,"Compound was evaluated for in vitro inhibition of myenteric plexus, guinea pig at NMDA receptor",Title: The glycine site on the NMDA receptor: structure-activity relationships and therapeutic potential.,43,ChEMBL,CHEMBL750464,20181014,3035668,103364908,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,7990104.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
65,156817,Confirmatory,In vitro inhibitory activity against [3H]- (+)-3-PPP binding to PCP receptor in guinea pig brain membrane homogenates,"Title: Synthesis and structure-activity relationships of N,N'-di-o-tolylguanidine analogues, high-affinity ligands for the haloperidol-sensitive sigma receptor._||_Abstract: With an eye toward the development of novel atypical antipsychotic agents, we have studied the structure-affinity relationships of N,N'-di-o-tolylguanidine (DTG, 3) and its congeners at the haloperidol-sensitive sigma receptor. A number of DTG analogues were synthesized and evaluated in in vitro radioligand displacement experiments with guinea pig brain membrane homogenates, using the highly sigma-specific radioligands [3H]-3 and [3H]-(+)-3-(3-hydroxyphenyl)-N-(1-propyl)piperidine and the phencyclidine (PCP) receptor specific compounds [3H]-N-[1-(2-thienyl)-cyclohexyl]piperidine and [3H]-(+)-5-methyl-10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5,10- imine. The affinity of N,N'-diarylguanidines for the sigma receptor decreases with increasing steric bulk of ortho substituents larger than C2H5. Hydrophobic substituents are generally preferred over similarly positioned hydrophilic ones. Furthermore, electroneutral substituents are preferred over strongly electron donating or withdrawing groups. Significant binding to the sigma receptor is usually retained as long as at least one side of the guanidine bears a preferred group (e.g. 2-CH3C6H5). Replacement of one or both aryl rings with certain saturated carbocycles (e.g. cyclohexyl, norbornyl, or adamantyl) leads to a significant increase in affinity. By combining the best aromatic and best saturated carbocyclic substituents in the same molecule, we arrived at some of the most potent sigma ligands described to date (e.g. N-exo-2-norbornyl-N'-(2-iodophenyl)guanidine, IC50 = 3 nM vs [3H]-3). All of the compounds tested were several orders of magnitude more potent at the sigma receptor than at the PCP receptor, with a few notable exceptions. This series of disubstituted guanidines may be of value in the development of potential antipsychotics and in the further pharmacological and biochemical characterization of the sigma receptor.",43,ChEMBL,CHEMBL763609,20181013,14657,103283110,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1975275.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
66,156818,Confirmatory,In vitro inhibitory activity against [3H](+)-MK-801 binding to PCP receptor in guinea pig brain membrane homogenates,"Title: Synthesis and structure-activity relationships of N,N'-di-o-tolylguanidine analogues, high-affinity ligands for the haloperidol-sensitive sigma receptor._||_Abstract: With an eye toward the development of novel atypical antipsychotic agents, we have studied the structure-affinity relationships of N,N'-di-o-tolylguanidine (DTG, 3) and its congeners at the haloperidol-sensitive sigma receptor. A number of DTG analogues were synthesized and evaluated in in vitro radioligand displacement experiments with guinea pig brain membrane homogenates, using the highly sigma-specific radioligands [3H]-3 and [3H]-(+)-3-(3-hydroxyphenyl)-N-(1-propyl)piperidine and the phencyclidine (PCP) receptor specific compounds [3H]-N-[1-(2-thienyl)-cyclohexyl]piperidine and [3H]-(+)-5-methyl-10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5,10- imine. The affinity of N,N'-diarylguanidines for the sigma receptor decreases with increasing steric bulk of ortho substituents larger than C2H5. Hydrophobic substituents are generally preferred over similarly positioned hydrophilic ones. Furthermore, electroneutral substituents are preferred over strongly electron donating or withdrawing groups. Significant binding to the sigma receptor is usually retained as long as at least one side of the guanidine bears a preferred group (e.g. 2-CH3C6H5). Replacement of one or both aryl rings with certain saturated carbocycles (e.g. cyclohexyl, norbornyl, or adamantyl) leads to a significant increase in affinity. By combining the best aromatic and best saturated carbocyclic substituents in the same molecule, we arrived at some of the most potent sigma ligands described to date (e.g. N-exo-2-norbornyl-N'-(2-iodophenyl)guanidine, IC50 = 3 nM vs [3H]-3). All of the compounds tested were several orders of magnitude more potent at the sigma receptor than at the PCP receptor, with a few notable exceptions. This series of disubstituted guanidines may be of value in the development of potential antipsychotics and in the further pharmacological and biochemical characterization of the sigma receptor.",43,ChEMBL,CHEMBL763610,20181013,112416|14771699|14771702|14771735|44318068,103282211|103282212|103283026|103283111|103671874,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1975275.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
